Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;52,00;374,40;20,80;20,80;10,40;26,00;13,00;19,00;6,00;0,00;6,00;0,00;0,00
2019-01-13;19,00;408,50;9,50;19,00;9,50;38,00;0,00;25,00;6,00;6,00;13,00;0,00;0,00
2019-01-20;43,00;419,25;21,50;10,75;21,50;12,00;12,00;18,00;0,00;0,00;0,00;6,00;0,00
2019-01-27;19,00;370,50;9,50;9,50;19,00;19,00;12,00;12,00;6,00;12,00;0,00;0,00;6,00
2019-02-03;19,00;351,50;19,00;19,00;9,50;51,00;38,00;6,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;20,00;350,00;20,00;10,00;10,00;7,00;13,00;0,00;7,00;7,00;7,00;0,00;0,00
2019-02-17;20,00;470,00;20,00;0,00;30,00;27,00;13,00;0,00;7,00;7,00;0,00;0,00;0,00
2019-02-24;33,00;484,00;11,00;0,00;22,00;33,00;13,00;0,00;13,00;20,00;0,00;0,00;0,00
2019-03-03;27,00;432,00;18,00;9,00;18,00;26,00;26,00;0,00;33,00;13,00;0,00;0,00;0,00
2019-03-10;19,00;427,50;19,00;19,00;28,50;19,00;19,00;6,00;6,00;0,00;0,00;6,00;0,00
2019-03-17;0,00;33,00;3,00;1,00;3,00;19,00;39,00;0,00;19,00;0,00;6,00;6,00;0,00
2019-03-24;20,00;350,00;10,00;10,00;10,00;7,00;40,00;13,00;0,00;0,00;0,00;0,00;7,00
2019-03-31;59,00;363,83;19,67;9,83;9,83;39,00;13,00;13,00;7,00;7,00;0,00;13,00;7,00
2019-04-07;32,00;480,00;10,67;10,67;21,33;26,00;32,00;19,00;6,00;6,00;0,00;13,00;13,00
2019-04-14;13,00;1300,00;13,00;13,00;13,00;7,00;33,00;33,00;7,00;20,00;7,00;7,00;7,00
2019-04-21;67,00;491,33;11,17;0,00;22,33;0,00;7,00;40,00;7,00;0,00;7,00;0,00;7,00
2019-04-28;88,00;572,00;11,00;11,00;11,00;25,00;12,00;31,00;13,00;31,00;6,00;6,00;12,00
2019-05-05;31,00;279,00;31,00;31,00;72,33;19,00;25,00;31,00;13,00;6,00;6,00;0,00;0,00
2019-05-12;70,00;430,00;20,00;10,00;30,00;32,00;32,00;19,00;6,00;13,00;6,00;6,00;0,00
2019-05-19;100,00;511,11;11,11;11,11;11,11;37,00;37,00;19,00;19,00;19,00;0,00;13,00;6,00
