Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2019-01-06;41,00;62,32;55,76;82,00;6,56;14,00;7,00;7,00;0,00
2019-01-13;33,00;26,40;61,05;100,65;6,60;0,00;20,00;13,00;13,00
2019-01-20;40,00;52,80;33,60;126,40;0,00;7,00;0,00;13,00;7,00
2019-01-27;34,00;55,05;21,05;82,57;0,00;7,00;14,00;14,00;0,00
2019-02-03;21,00;56,54;21,00;84,00;6,46;0,00;7,00;42,00;0,00
2019-02-10;21,00;42,00;48,46;77,54;0,00;7,00;0,00;49,00;0,00
2019-02-17;57,00;50,49;14,66;43,97;0,00;7,00;7,00;22,00;14,00
2019-02-24;37,00;28,96;22,52;57,91;8,04;0,00;37,00;7,00;15,00
2019-03-03;35,00;50,00;71,67;50,00;0,00;7,00;7,00;49,00;14,00
2019-03-10;21,00;48,46;21,00;77,54;0,00;0,00;14,00;42,00;14,00
2019-03-17;44,00;29,33;44,00;35,85;0,00;0,00;15,00;15,00;7,00
2019-03-24;15,00;45,00;23,33;68,33;0,00;0,00;7,00;44,00;15,00
2019-03-31;14,00;26,44;20,22;94,89;0,00;7,00;14,00;14,00;0,00
2019-04-07;42,00;42,00;27,46;84,00;14,54;0,00;14,00;21,00;0,00
2019-04-14;31,00;22,84;0,00;130,53;0,00;8,00;0,00;0,00;0,00
2019-04-21;15,00;38,33;23,33;123,33;0,00;8,00;0,00;15,00;8,00
2019-04-28;7,00;52,50;22,75;29,75;0,00;7,00;7,00;21,00;7,00
2019-05-05;14,00;22,75;7,00;131,25;7,00;0,00;7,00;0,00;14,00
2019-05-12;21,00;6,46;6,46;42,00;6,46;7,00;14,00;7,00;14,00
2019-05-19;7,00;59,50;15,75;68,25;7,00;7,00;7,00;0,00;0,00
2019-05-26;35,00;6,36;35,00;89,09;0,00;0,00;7,00;0,00;7,00
2019-06-02;14,00;40,44;6,22;79,33;0,00;0,00;7,00;7,00;14,00
2019-06-09;7,00;38,50;15,75;45,50;0,00;0,00;0,00;7,00;0,00
2019-06-16;56,00;27,20;70,40;76,80;0,00;0,00;0,00;14,00;0,00
2019-06-23;28,00;36,24;57,65;64,24;0,00;0,00;7,00;7,00;7,00
2019-06-30;49,00;35,93;49,00;42,47;6,53;7,00;7,00;14,00;7,00
