Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2019-01-06;45,00;90,00;67,50;157,50;0,00;0,00;0,00;23,00;0,00
2019-01-13;46,00;46,00;0,00;115,00;23,00;0,00;0,00;0,00;0,00
2019-01-20;0,00;0,00;12,00;24,00;0,00;0,00;0,00;0,00;22,00
2019-01-27;67,00;111,67;0,00;111,67;0,00;22,00;0,00;0,00;0,00
2019-02-03;46,00;164,83;95,83;141,83;0,00;0,00;0,00;0,00;0,00
2019-02-10;69,00;95,83;69,00;69,00;0,00;0,00;0,00;69,00;0,00
2019-02-17;48,00;92,31;48,00;70,15;0,00;0,00;0,00;0,00;0,00
2019-02-24;23,00;141,83;46,00;95,83;0,00;0,00;23,00;0,00;0,00
2019-03-03;0,00;44,00;0,00;38,00;0,00;0,00;0,00;24,00;0,00
2019-03-10;46,00;141,83;95,83;141,83;0,00;23,00;23,00;0,00;0,00
2019-03-17;24,00;52,00;52,00;52,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;0,00;26,00;19,00;19,00;0,00;0,00;0,00;48,00;0,00
2019-03-31;23,00;69,00;69,00;69,00;23,00;0,00;0,00;0,00;23,00
2019-04-07;0,00;0,00;6,00;13,00;0,00;0,00;0,00;0,00;0,00
2019-04-14;25,00;71,43;25,00;96,43;0,00;0,00;25,00;0,00;25,00
2019-04-21;24,00;0,00;24,00;76,00;0,00;24,00;0,00;24,00;0,00
2019-04-28;0,00;12,00;12,00;18,00;0,00;0,00;0,00;0,00;0,00
2019-05-05;21,00;59,50;21,00;80,50;0,00;0,00;21,00;0,00;0,00
2019-05-12;0,00;12,00;12,00;36,00;0,00;0,00;0,00;45,00;23,00
2019-05-19;44,00;128,33;22,00;106,33;0,00;0,00;0,00;0,00;22,00
2019-05-26;0,00;23,00;0,00;35,00;0,00;0,00;0,00;0,00;0,00
2019-06-02;21,00;38,50;0,00;38,50;0,00;0,00;0,00;21,00;0,00
2019-06-09;42,00;129,82;22,91;194,73;0,00;0,00;0,00;0,00;21,00
2019-06-16;0,00;24,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00
2019-06-23;24,00;100,00;76,00;100,00;0,00;0,00;0,00;0,00;24,00
2019-06-30;48,00;48,00;22,15;118,15;0,00;0,00;0,00;0,00;0,00
2019-07-07;70,00;162,11;47,89;114,21;0,00;0,00;0,00;47,00;0,00
2019-07-14;49,00;75,38;124,38;49,00;0,00;0,00;0,00;0,00;0,00
2019-07-21;77,00;103,95;103,95;130,90;0,00;0,00;0,00;51,00;0,00
2019-07-28;25,00;117,86;71,43;96,43;0,00;0,00;0,00;0,00;0,00
2019-08-04;24,00;113,14;24,00;44,57;0,00;0,00;0,00;0,00;0,00
2019-08-11;23,00;46,00;46,00;214,67;0,00;0,00;0,00;23,00;0,00
2019-08-18;24,00;24,00;52,00;52,00;0,00;24,00;24,00;0,00;0,00
2019-08-25;69,00;43,58;69,00;156,16;0,00;0,00;0,00;0,00;0,00
2019-09-01;67,00;67,00;89,33;67,00;0,00;0,00;67,00;0,00;22,00
2019-09-08;0,00;24,00;12,00;42,00;0,00;23,00;0,00;23,00;0,00
2019-09-15;22,00;0,00;44,00;110,00;0,00;22,00;0,00;0,00;22,00
2019-09-22;0,00;29,00;11,00;11,00;0,00;0,00;0,00;21,00;0,00
2019-09-29;21,00;80,50;101,50;80,50;0,00;0,00;0,00;43,00;0,00
2019-10-06;0,00;34,00;11,00;29,00;6,00;0,00;0,00;43,00;21,00
2019-10-13;21,00;98,00;59,50;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-20;22,00;84,33;84,33;128,33;0,00;0,00;0,00;22,00;0,00
2019-10-27;0,00;35,00;12,00;58,00;0,00;0,00;22,00;0,00;0,00
2019-11-03;0,00;34,00;17,00;39,00;0,00;0,00;21,00;42,00;21,00
2019-11-10;21,00;119,00;21,00;38,50;0,00;0,00;0,00;21,00;0,00
2019-11-17;0,00;34,00;6,00;62,00;0,00;0,00;0,00;21,00;0,00
2019-11-24;0,00;0,00;27,00;22,00;0,00;21,00;0,00;0,00;0,00
2019-12-01;63,00;248,29;144,53;81,53;0,00;21,00;42,00;21,00;0,00
2019-12-08;0,00;67,00;33,00;17,00;0,00;0,00;21,00;21,00;0,00
2019-12-15;0,00;27,00;33,00;33,00;5,00;0,00;0,00;41,00;0,00
2019-12-22;22,00;176,00;22,00;22,00;0,00;0,00;0,00;22,00;22,00
2019-12-29;66,00;194,33;172,33;106,33;0,00;0,00;0,00;44,00;0,00
2020-01-05;60,00;240,00;180,00;180,00;18,75;20,00;20,00;0,00;0,00
2020-01-12;58,00;224,75;112,38;206,63;0,00;0,00;0,00;0,00;0,00
2020-01-19;20,00;84,00;44,00;172,00;0,00;0,00;20,00;0,00;40,00
2020-01-26;20,00;44,00;108,00;108,00;0,00;20,00;20,00;0,00;20,00
2020-02-02;0,00;49,00;16,00;5,00;0,00;0,00;40,00;0,00;20,00
2020-02-09;20,00;212,00;128,00;168,00;0,00;20,00;0,00;0,00;0,00
2020-02-16;39,00;92,18;56,73;187,91;0,00;0,00;20,00;20,00;0,00
2020-02-23;19,00;136,80;98,80;178,60;0,00;0,00;19,00;19,00;0,00
2020-03-01;0,00;21,00;5,00;36,00;0,00;0,00;0,00;19,00;19,00
2020-03-08;0,00;36,00;20,00;31,00;0,00;0,00;19,00;0,00;0,00
2020-03-15;19,00;155,80;76,00;174,80;0,00;0,00;0,00;0,00;19,00
2020-03-22;19,00;57,00;38,00;114,00;19,00;0,00;0,00;19,00;0,00
2020-03-29;37,00;37,00;55,50;37,00;0,00;18,00;0,00;0,00;0,00
2020-04-05;78,00;59,43;78,00;174,57;0,00;39,00;0,00;0,00;0,00
2020-04-12;19,00;57,00;19,00;114,00;0,00;0,00;0,00;19,00;0,00
2020-04-19;0,00;5,00;5,00;43,00;0,00;0,00;18,00;0,00;18,00
2020-04-26;35,00;108,89;0,00;54,44;0,00;18,00;35,00;0,00;0,00
2020-05-03;54,00;104,40;104,40;86,40;0,00;0,00;18,00;18,00;0,00
2020-05-10;18,00;68,40;18,00;68,40;0,00;0,00;18,00;18,00;0,00
2020-05-17;0,00;0,00;5,00;35,00;0,00;0,00;0,00;0,00;0,00
2020-05-24;18,00;54,00;36,00;122,40;0,00;0,00;0,00;0,00;0,00
2020-05-31;53,00;71,93;53,00;106,00;18,93;0,00;17,00;0,00;0,00
2020-06-07;0,00;9,00;9,00;14,00;5,00;0,00;0,00;0,00;0,00
2020-06-14;0,00;14,00;14,00;9,00;5,00;0,00;18,00;18,00;18,00
2020-06-21;56,00;37,33;18,67;93,33;18,67;0,00;19,00;19,00;37,00
2020-06-28;0,00;19,00;19,00;10,00;0,00;0,00;0,00;0,00;0,00
2020-07-05;0,00;21,00;10,00;15,00;0,00;0,00;0,00;19,00;0,00
2020-07-12;21,00;115,50;59,50;38,50;0,00;0,00;0,00;21,00;0,00
2020-07-19;22,00;84,33;22,00;190,67;0,00;22,00;0,00;0,00;0,00
2020-07-26;21,00;38,50;38,50;136,50;0,00;0,00;0,00;21,00;21,00
2020-08-02;40,00;76,36;58,18;174,55;0,00;20,00;0,00;0,00;0,00
2020-08-09;0,00;30,00;15,00;35,00;0,00;0,00;19,00;0,00;0,00
2020-08-16;39,00;101,40;0,00;81,90;0,00;19,00;19,00;19,00;0,00
2020-08-23;19,00;197,60;79,80;193,80;0,00;0,00;19,00;0,00;19,00
2020-08-30;19,00;57,00;19,00;117,80;0,00;0,00;0,00;19,00;0,00
2020-09-06;40,00;58,18;58,18;76,36;0,00;0,00;0,00;40,00;0,00
2020-09-13;0,00;21,00;5,00;42,00;5,00;0,00;20,00;20,00;0,00
2020-09-20;19,00;155,80;38,00;136,80;0,00;19,00;19,00;0,00;0,00
2020-09-27;19,00;76,00;57,00;57,00;0,00;0,00;0,00;19,00;19,00
2020-10-04;60,00;41,25;41,25;101,25;0,00;0,00;0,00;0,00;20,00
2020-10-11;0,00;17,00;17,00;100,00;0,00;0,00;0,00;21,00;0,00
2020-10-18;0,00;0,00;6,00;66,00;0,00;0,00;0,00;21,00;0,00
2020-10-25;39,00;39,00;62,40;202,80;0,00;0,00;0,00;0,00;0,00
2020-11-01;55,00;55,00;0,00;161,33;0,00;18,00;0,00;0,00;0,00
2020-11-08;0,00;10,00;10,00;21,00;0,00;0,00;0,00;0,00;0,00
2020-11-15;77,00;55,00;77,00;18,33;0,00;0,00;0,00;19,00;0,00
2020-11-22;20,00;64,00;40,00;208,00;0,00;0,00;0,00;0,00;19,00
2020-11-29;38,00;136,80;155,80;57,00;0,00;0,00;19,00;0,00;0,00
2020-12-06;59,00;77,44;77,44;250,75;0,00;0,00;20,00;0,00;0,00
2020-12-13;100,00;255,56;137,04;100,00;0,00;0,00;20,00;20,00;0,00
2020-12-20;0,00;90,00;28,00;45,00;0,00;0,00;0,00;21,00;0,00
2020-12-27;21,00;196,00;157,50;136,50;0,00;0,00;0,00;0,00;0,00
2021-01-03;59,00;232,31;232,31;136,44;0,00;0,00;20,00;0,00;20,00
2021-01-10;39,00;131,18;113,45;262,36;0,00;0,00;0,00;0,00;0,00
2021-01-17;0,00;72,00;36,00;41,00;0,00;58,00;0,00;39,00;0,00
2021-01-24;20,00;40,00;20,00;104,00;0,00;0,00;20,00;0,00;0,00
2021-01-31;39,00;163,80;62,40;81,90;0,00;0,00;0,00;0,00;20,00
2021-02-07;20,00;64,00;0,00;44,00;0,00;0,00;0,00;0,00;0,00
2021-02-14;20,00;128,00;108,00;44,00;0,00;20,00;0,00;0,00;0,00
2021-02-21;20,00;172,00;20,00;152,00;20,00;20,00;0,00;0,00;0,00
2021-02-28;40,00;80,00;58,18;116,36;0,00;0,00;0,00;20,00;0,00
2021-03-07;78,00;37,14;59,43;96,57;0,00;0,00;39,00;0,00;39,00
2021-03-14;19,00;95,00;19,00;114,00;0,00;0,00;0,00;0,00;0,00
2021-03-21;20,00;128,00;128,00;236,00;0,00;0,00;0,00;0,00;0,00
2021-03-28;43,00;66,45;156,36;66,45;0,00;0,00;0,00;0,00;21,00
2021-04-04;0,00;11,00;21,00;16,00;0,00;0,00;20,00;0,00;0,00
2021-04-11;0,00;16,00;21,00;37,00;0,00;0,00;0,00;0,00;0,00
2021-04-18;0,00;22,00;22,00;16,00;0,00;0,00;0,00;0,00;0,00
2021-04-25;0,00;27,00;11,00;21,00;0,00;0,00;0,00;0,00;0,00
2021-05-02;0,00;21,00;15,00;36,00;0,00;0,00;19,00;0,00;19,00
2021-05-09;0,00;27,00;5,00;37,00;0,00;0,00;40,00;0,00;0,00
2021-05-16;39,00;58,50;81,90;19,50;0,00;0,00;0,00;0,00;0,00
2021-05-23;20,00;88,00;20,00;88,00;0,00;0,00;20,00;0,00;20,00
2021-05-30;20,00;132,00;88,00;88,00;0,00;0,00;41,00;0,00;0,00
2021-06-06;20,00;108,00;108,00;128,00;0,00;0,00;0,00;20,00;0,00
2021-06-13;20,00;104,00;0,00;124,00;0,00;0,00;0,00;0,00;0,00
2021-06-20;20,00;44,00;64,00;128,00;0,00;0,00;20,00;20,00;0,00
2021-06-27;0,00;11,00;16,00;21,00;0,00;0,00;20,00;0,00;0,00
2021-07-04;43,00;207,83;143,33;268,75;0,00;0,00;22,00;22,00;0,00
2021-07-11;22,00;172,33;172,33;150,33;0,00;0,00;0,00;22,00;0,00
2021-07-18;24,00;180,00;208,00;104,00;0,00;24,00;24,00;0,00;24,00
2021-07-25;45,00;112,50;135,00;112,50;0,00;0,00;0,00;22,00;0,00
2021-08-01;45,00;90,00;90,00;90,00;0,00;0,00;22,00;0,00;0,00
2021-08-08;69,00;164,83;141,83;164,83;0,00;0,00;0,00;23,00;0,00
2021-08-15;89,00;155,75;66,75;89,00;0,00;22,00;0,00;45,00;0,00
2021-08-22;23,00;69,00;0,00;95,83;0,00;0,00;0,00;23,00;0,00
2021-08-29;46,00;0,00;46,00;95,83;23,00;0,00;0,00;23,00;0,00
2021-09-05;24,00;76,00;76,00;104,00;0,00;0,00;0,00;0,00;0,00
2021-09-12;24,00;76,00;24,00;52,00;0,00;0,00;0,00;0,00;0,00
2021-09-19;47,00;115,69;68,69;90,38;0,00;0,00;0,00;0,00;0,00
2021-09-26;23,00;191,67;23,00;141,83;0,00;0,00;0,00;23,00;0,00
2021-10-03;17,00;131,75;76,50;148,75;0,00;0,00;17,00;0,00;0,00
2021-10-10;61,00;76,25;61,00;91,50;0,00;15,00;0,00;0,00;0,00
2021-10-17;15,00;45,00;60,00;195,00;15,00;0,00;0,00;0,00;0,00
2021-10-24;15,00;60,00;15,00;90,00;0,00;0,00;0,00;30,00;15,00
2021-10-31;31,00;158,88;15,50;174,38;0,00;0,00;31,00;15,00;0,00
2021-11-07;46,00;141,83;46,00;218,50;0,00;0,00;61,00;30,00;15,00
2021-11-14;15,00;71,25;60,00;217,50;0,00;0,00;15,00;0,00;29,00
