Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2019-01-06;18,00;36,00;36,00;36,00;0,00;18,00;0,00;0,00;0,00
2019-01-13;55,00;55,00;0,00;73,33;0,00;0,00;0,00;56,00;19,00
2019-01-20;18,00;18,00;18,00;54,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;74,00;92,00;74,00;92,00;0,00;19,00;19,00;0,00;0,00
2019-02-03;38,00;38,00;38,00;76,00;0,00;0,00;19,00;0,00;19,00
2019-02-10;78,00;98,53;20,53;59,53;0,00;0,00;19,00;0,00;0,00
2019-02-17;40,00;21,05;21,05;82,11;0,00;0,00;20,00;0,00;0,00
2019-02-24;58,00;18,64;58,00;39,36;18,64;0,00;0,00;39,00;0,00
2019-03-03;0,00;0,00;27,00;27,00;9,00;0,00;0,00;0,00;0,00
2019-03-10;57,00;57,00;0,00;95,68;0,00;0,00;0,00;0,00;19,00
2019-03-17;0,00;0,00;0,00;58,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;78,00;0,00;59,53;20,53;0,00;0,00;0,00;58,00;19,00
2019-03-31;19,00;19,00;0,00;137,22;0,00;19,00;0,00;0,00;0,00
2019-04-07;89,00;52,59;18,20;105,18;0,00;0,00;0,00;18,00;0,00
2019-04-14;21,00;63,00;0,00;42,00;0,00;0,00;0,00;0,00;41,00
2019-04-21;21,00;63,00;42,00;63,00;0,00;0,00;0,00;0,00;0,00
2019-04-28;36,00;72,00;18,00;106,00;0,00;0,00;0,00;36,00;0,00
2019-05-05;36,00;0,00;18,00;72,00;0,00;0,00;0,00;0,00;18,00
2019-05-12;56,00;56,00;36,00;110,00;0,00;37,00;0,00;0,00;19,00
2019-05-19;18,00;18,00;54,00;72,00;0,00;0,00;0,00;18,00;0,00
2019-05-26;20,00;20,00;40,00;98,00;0,00;0,00;20,00;20,00;20,00
2019-06-02;0,00;37,00;18,00;37,00;0,00;0,00;0,00;0,00;0,00
2019-06-09;18,00;18,00;0,00;72,00;0,00;0,00;0,00;0,00;0,00
2019-06-16;0,00;28,00;9,00;28,00;9,00;0,00;19,00;0,00;19,00
2019-06-23;41,00;20,50;41,00;20,50;0,00;0,00;20,00;20,00;20,00
2019-06-30;20,00;0,00;58,00;38,00;0,00;0,00;20,00;0,00;0,00
2019-07-07;0,00;10,00;0,00;20,00;0,00;20,00;0,00;20,00;20,00
2019-07-14;0,00;21,00;10,00;21,00;10,00;0,00;0,00;0,00;0,00
2019-07-21;23,00;48,09;0,00;46,00;0,00;0,00;23,00;46,00;23,00
2019-07-28;23,00;0,00;0,00;142,18;0,00;23,00;0,00;23,00;0,00
2019-08-04;21,00;86,10;44,10;109,20;21,00;0,00;0,00;0,00;0,00
2019-08-11;39,00;57,47;57,47;78,00;0,00;0,00;19,00;0,00;0,00
2019-08-18;74,00;0,00;0,00;18,00;0,00;0,00;0,00;19,00;19,00
2019-08-25;37,00;0,00;18,50;57,56;0,00;0,00;19,00;0,00;19,00
2019-09-01;36,00;88,00;52,00;70,00;0,00;0,00;18,00;0,00;0,00
2019-09-08;0,00;45,00;9,00;9,00;0,00;18,00;0,00;0,00;0,00
2019-09-15;55,00;18,33;0,00;73,33;0,00;0,00;0,00;0,00;0,00
2019-09-22;37,00;74,00;18,50;74,00;0,00;18,00;0,00;55,00;0,00
2019-09-29;75,00;56,76;36,49;150,00;0,00;0,00;0,00;0,00;0,00
2019-10-06;19,00;78,11;19,00;116,11;0,00;0,00;19,00;0,00;0,00
2019-10-13;37,00;55,50;37,00;37,00;0,00;0,00;0,00;0,00;0,00
2019-10-20;54,00;0,00;37,38;145,38;0,00;0,00;18,00;0,00;0,00
2019-10-27;54,00;54,00;37,38;91,38;0,00;0,00;18,00;0,00;18,00
2019-11-03;35,00;53,53;35,00;142,06;0,00;0,00;18,00;18,00;0,00
2019-11-10;0,00;17,00;9,00;35,00;0,00;18,00;0,00;18,00;0,00
2019-11-17;70,00;70,00;0,00;35,00;0,00;0,00;18,00;35,00;18,00
2019-11-24;0,00;35,00;43,00;52,00;0,00;0,00;0,00;35,00;0,00
2019-12-01;18,00;70,00;36,00;70,00;0,00;0,00;0,00;0,00;0,00
2019-12-08;36,00;52,00;106,00;70,00;0,00;0,00;18,00;18,00;0,00
2019-12-15;72,00;36,00;36,00;72,00;0,00;0,00;0,00;0,00;18,00
2019-12-22;21,00;44,10;21,00;130,20;0,00;0,00;0,00;0,00;21,00
