Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2019-01-06;20,00;20,00;0,00;0,00;0,00;20,00;0,00;0,00;0,00;20,00;0,00;125,71;0,00;0,00;0,00;42,22;0,00;0,00;41,33;0,00;0,00
2019-01-13;0,00;76,00;0,00;19,00;19,00;0,00;0,00;0,00;19,00;0,00;56,00;28,00;0,00;0,00;0,00;37,00;9,00;0,00;30,00;0,00;15,00
2019-01-20;19,00;19,00;19,00;19,00;19,00;0,00;0,00;0,00;19,00;0,00;38,00;78,71;0,00;0,00;0,00;78,11;19,00;0,00;0,00;0,00;38,00
2019-01-27;0,00;0,00;0,00;0,00;0,00;20,00;0,00;0,00;0,00;0,00;44,00;15,00;0,00;0,00;0,00;9,00;0,00;0,00;15,00;0,00;0,00
2019-02-03;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;30,00;37,00;0,00;0,00;0,00;10,00;10,00;0,00;95,00;0,00;16,00
2019-02-10;20,00;41,00;41,00;0,00;0,00;20,00;0,00;0,00;0,00;0,00;42,86;128,57;20,00;0,00;0,00;116,00;0,00;0,00;40,00;0,00;20,00
2019-02-17;62,00;21,00;0,00;0,00;0,00;42,00;0,00;0,00;0,00;0,00;40,43;40,43;0,00;0,00;0,00;41,33;0,00;0,00;20,24;0,00;0,00
2019-02-24;0,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24,00;16,00;0,00;0,00;0,00;20,00;0,00;0,00;66,00;17,00;0,00
2019-03-03;60,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;141,82;81,82;0,00;0,00;0,00;78,62;0,00;0,00;60,00;0,00;20,43
2019-03-10;0,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;37,00;37,00;0,00;0,00;0,00;29,00;10,00;0,00;47,00;0,00;16,00
2019-03-17;42,00;21,00;21,00;0,00;0,00;42,00;0,00;0,00;0,00;0,00;141,75;141,75;0,00;0,00;0,00;21,00;21,00;0,00;42,00;0,00;0,00
2019-03-24;43,00;21,00;21,00;0,00;0,00;21,00;0,00;0,00;21,00;0,00;190,81;126,31;0,00;0,00;0,00;21,50;0,00;0,00;43,00;0,00;0,00
2019-03-31;0,00;41,00;41,00;0,00;0,00;41,00;0,00;20,00;0,00;0,00;38,00;45,00;0,00;0,00;0,00;10,00;20,00;0,00;32,00;0,00;0,00
2019-04-07;40,00;0,00;0,00;0,00;0,00;40,00;20,00;0,00;20,00;0,00;40,00;58,67;0,00;0,00;0,00;21,05;0,00;0,00;0,00;0,00;20,00
2019-04-14;0,00;44,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24,00;33,00;0,00;0,00;0,00;21,00;21,00;0,00;69,00;0,00;0,00
2019-04-21;0,00;22,00;22,00;0,00;0,00;44,00;0,00;0,00;0,00;0,00;40,00;32,00;0,00;0,00;0,00;42,00;0,00;0,00;17,00;17,00;17,00
2019-04-28;20,00;79,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20,00;145,71;102,86;0,00;0,00;0,00;104,44;0,00;0,00;20,00;0,00;20,00
2019-05-05;20,00;20,00;0,00;0,00;20,00;0,00;0,00;0,00;20,00;0,00;102,86;145,71;0,00;0,00;0,00;20,00;0,00;0,00;0,00;0,00;0,00
2019-05-12;21,00;21,00;21,00;0,00;0,00;62,00;0,00;0,00;0,00;0,00;39,38;78,75;0,00;0,00;21,00;102,90;0,00;0,00;84,00;0,00;42,00
2019-05-19;40,00;40,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;40,00;178,67;138,67;0,00;0,00;0,00;82,11;0,00;0,00;100,65;20,65;40,00
2019-05-26;20,00;61,00;61,00;0,00;0,00;20,00;0,00;0,00;0,00;0,00;62,86;85,71;0,00;0,00;0,00;58,00;20,00;0,00;78,75;0,00;20,00
2019-06-02;81,00;40,00;20,00;0,00;0,00;20,00;0,00;0,00;0,00;0,00;99,90;159,30;0,00;0,00;0,00;185,45;21,32;0,00;60,43;0,00;60,43
2019-06-09;41,00;21,00;21,00;0,00;0,00;41,00;0,00;21,00;21,00;0,00;166,73;103,87;21,87;0,00;0,00;79,95;20,50;20,50;61,50;20,50;20,50
2019-06-16;61,00;20,00;41,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;100,78;159,13;0,00;0,00;0,00;164,07;21,03;0,00;40,67;0,00;20,33
2019-06-23;0,00;0,00;0,00;0,00;0,00;20,00;0,00;0,00;20,00;0,00;60,00;45,00;0,00;0,00;0,00;39,00;0,00;0,00;16,00;16,00;16,00
2019-06-30;41,00;20,00;20,00;0,00;0,00;0,00;20,00;0,00;0,00;19,13;142,13;123,00;0,00;0,00;0,00;41,00;0,00;0,00;80,72;20,50;41,00
2019-07-07;20,00;20,00;60,00;0,00;20,00;0,00;0,00;0,00;20,00;0,00;85,71;62,86;0,00;0,00;0,00;20,00;38,00;0,00;97,50;0,00;0,00
2019-07-14;0,00;63,00;0,00;0,00;0,00;84,00;0,00;0,00;21,00;0,00;31,00;54,00;0,00;0,00;0,00;70,00;0,00;0,00;33,00;0,00;33,00
2019-07-21;66,00;66,00;22,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;88,00;88,00;22,00;0,00;0,00;200,13;0,00;0,00;66,00;0,00;0,00
2019-07-28;64,00;42,00;0,00;0,00;0,00;21,00;0,00;0,00;0,00;0,00;86,26;64,00;0,00;0,00;0,00;87,47;0,00;0,00;62,72;20,48;0,00
2019-08-04;43,00;21,00;0,00;21,00;0,00;21,00;43,00;0,00;0,00;0,00;147,81;21,50;0,00;0,00;0,00;104,43;43,00;0,00;130,30;0,00;0,00
2019-08-11;20,00;81,00;20,00;0,00;0,00;0,00;0,00;60,00;20,00;0,00;105,71;62,86;0,00;20,00;0,00;38,00;20,00;0,00;20,00;0,00;20,00
2019-08-18;63,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;273,91;63,00;0,00;0,00;0,00;42,00;21,00;0,00;41,14;0,00;41,14
2019-08-25;41,00;21,00;0,00;21,00;21,00;21,00;0,00;0,00;0,00;0,00;123,00;164,00;0,00;0,00;0,00;41,00;20,50;20,50;82,00;0,00;41,00
2019-09-01;20,00;40,00;0,00;0,00;0,00;40,00;0,00;20,00;0,00;0,00;248,57;125,71;0,00;0,00;0,00;188,89;0,00;0,00;20,00;0,00;61,33
2019-09-08;40,00;20,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;117,33;58,67;0,00;0,00;0,00;120,00;0,00;0,00;19,35;0,00;19,35
2019-09-15;40,00;40,00;20,00;0,00;20,00;60,00;0,00;0,00;0,00;0,00;213,33;18,67;0,00;0,00;0,00;58,95;40,00;0,00;0,00;19,35;0,00
2019-09-22;19,00;19,00;19,00;0,00;0,00;0,00;0,00;0,00;19,00;0,00;154,71;38,00;0,00;0,00;19,00;0,00;0,00;0,00;57,00;0,00;0,00
2019-09-29;20,00;39,00;0,00;0,00;0,00;20,00;0,00;0,00;0,00;0,00;162,86;40,00;0,00;0,00;0,00;20,00;0,00;0,00;60,00;0,00;20,00
2019-10-06;20,00;39,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;142,86;0,00;0,00;0,00;0,00;62,22;0,00;0,00;20,00;0,00;20,00
