Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2019-01-06;29,00;3,00;0,00;6,00;11,00;0,00;0,00;11,00;0,00;0,00;3,00;9,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;34,00;3,00;0,00;0,00;6,00;3,00;3,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;51,00;0,00;3,00;0,00;8,00;5,00;5,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;19,00;0,00;0,00;3,00;8,00;0,00;3,00;8,00;3,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;8,00;0,00;0,00;3,00;6,00;0,00;6,00;8,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;28,00;8,00;0,00;3,00;14,00;3,00;6,00;8,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;26,00;3,00;0,00;0,00;12,00;3,00;6,00;6,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;11,00;0,00;3,00;0,00;3,00;3,00;6,00;14,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00
2019-03-03;27,00;3,00;3,00;3,00;12,00;12,00;15,00;9,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;12,00;3,00;0,00;0,00;6,00;6,00;14,00;9,00;0,00;0,00;0,00;12,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-17;33,00;0,00;3,00;0,00;9,00;6,00;9,00;12,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;24,00;15,00;0,00;9,00;18,00;3,00;6,00;6,00;0,00;0,00;0,00;24,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-31;60,00;8,00;0,00;3,00;6,00;0,00;9,00;14,00;0,00;0,00;0,00;6,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-07;50,00;0,00;0,00;0,00;3,00;0,00;14,00;11,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-14;58,00;3,00;3,00;3,00;3,00;3,00;20,00;17,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-21;91,00;6,00;3,00;3,00;6,00;3,00;18,00;24,00;0,00;0,00;6,00;24,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-28;56,00;6,00;0,00;3,00;0,00;6,00;11,00;14,00;0,00;0,00;0,00;17,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2019-05-05;33,00;3,00;3,00;3,00;5,00;0,00;5,00;32,00;0,00;0,00;3,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
