Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;47,00;470,00;14,10;9,40;9,40;15,00;25,00;4,00;7,00;3,00;4,00;0,00;1,00
2019-01-13;47,00;376,00;18,80;4,70;14,10;18,00;20,00;4,00;18,00;3,00;7,00;4,00;3,00
2019-01-20;55,00;357,50;4,58;4,58;18,33;10,00;10,00;10,00;14,00;9,00;7,00;0,00;1,00
2019-01-27;43,00;358,33;9,56;9,56;14,33;12,00;11,00;3,00;22,00;6,00;12,00;8,00;0,00
2019-02-03;60,00;360,00;9,23;4,62;13,85;8,00;36,00;3,00;17,00;12,00;10,00;3,00;0,00
2019-02-10;61,00;342,54;14,08;9,38;14,08;15,00;22,00;6,00;12,00;6,00;6,00;0,00;4,00
2019-02-17;46,00;294,40;9,20;9,20;13,80;10,00;18,00;6,00;22,00;9,00;6,00;4,00;1,00
2019-02-24;38,00;332,50;9,50;4,75;19,00;15,00;16,00;4,00;23,00;12,00;7,00;4,00;3,00
2019-03-03;56,00;308,00;4,67;4,67;14,00;17,00;26,00;9,00;17,00;3,00;11,00;6,00;1,00
2019-03-10;49,00;365,27;8,91;13,36;13,36;17,00;14,00;4,00;7,00;3,00;13,00;3,00;3,00
2019-03-17;57,00;356,25;19,00;9,50;23,75;19,00;25,00;7,00;4,00;7,00;13,00;9,00;0,00
2019-03-24;54,00;297,00;9,00;4,50;18,00;23,00;26,00;9,00;13,00;6,00;6,00;1,00;5,00
2019-03-31;74,00;309,88;4,63;9,25;23,13;30,00;24,00;16,00;16,00;3,00;1,00;7,00;1,00
2019-04-07;54,00;373,50;13,50;9,00;13,50;16,00;16,00;12,00;20,00;10,00;4,00;7,00;1,00
2019-04-14;50,00;390,91;9,09;9,09;9,09;12,00;29,00;9,00;15,00;3,00;14,00;8,00;2,00
2019-04-21;42,00;280,00;4,67;9,33;9,33;9,00;22,00;9,00;18,00;7,00;7,00;4,00;1,00
2019-04-28;43,00;329,67;9,56;9,56;14,33;19,00;23,00;4,00;10,00;7,00;4,00;11,00;3,00
2019-05-05;58,00;294,46;8,92;8,92;13,38;23,00;28,00;15,00;22,00;9,00;9,00;9,00;1,00
2019-05-12;68,00;317,33;9,07;4,53;18,13;28,00;27,00;7,00;20,00;10,00;9,00;4,00;0,00
2019-05-19;44,00;334,40;17,60;4,40;13,20;31,00;25,00;7,00;12,00;7,00;12,00;4,00;3,00
2019-05-26;85,00;302,22;4,72;4,72;18,89;27,00;23,00;11,00;19,00;7,00;11,00;9,00;3,00
2019-06-02;88,00;342,74;9,26;9,26;18,53;23,00;22,00;17,00;14,00;12,00;4,00;6,00;1,00
2019-06-09;94,00;347,80;9,40;9,40;18,80;22,00;39,00;6,00;18,00;3,00;10,00;6,00;3,00
2019-06-16;68,00;353,60;13,60;4,53;27,20;16,00;38,00;12,00;16,00;7,00;12,00;6,00;4,00
2019-06-23;93,00;399,90;9,30;9,30;37,20;25,00;28,00;7,00;16,00;12,00;12,00;7,00;3,00
2019-06-30;61,00;347,23;4,69;9,38;42,23;24,00;26,00;12,00;16,00;4,00;14,00;9,00;1,00
2019-07-07;78,00;376,24;13,76;4,59;18,35;19,00;32,00;12,00;33,00;16,00;10,00;4,00;3,00
2019-07-14;56,00;392,00;9,33;9,33;14,00;30,00;29,00;10,00;20,00;7,00;14,00;9,00;6,00
2019-07-21;78,00;445,06;13,76;9,18;18,35;31,00;26,00;6,00;22,00;15,00;13,00;10,00;1,00
2019-07-28;80,00;404,71;14,12;14,12;18,82;21,00;28,00;9,00;19,00;13,00;12,00;9,00;3,00
2019-08-04;100,00;327,27;13,64;9,09;13,64;13,00;32,00;12,00;14,00;9,00;10,00;14,00;3,00
2019-08-11;84,00;359,33;9,33;9,33;14,00;28,00;20,00;7,00;24,00;10,00;21,00;10,00;0,00
2019-08-18;67,00;335,00;13,40;8,93;17,87;25,00;13,00;12,00;16,00;6,00;12,00;7,00;1,00
2019-08-25;52,00;354,55;9,45;9,45;18,91;22,00;32,00;6,00;13,00;14,00;16,00;6,00;3,00
2019-09-01;63,00;411,92;24,23;19,38;29,08;20,00;24,00;9,00;18,00;4,00;7,00;4,00;3,00
2019-09-08;65,00;436,43;18,57;9,29;18,57;17,00;30,00;7,00;18,00;7,00;4,00;4,00;3,00
2019-09-15;64,00;443,43;13,71;9,14;18,29;21,00;19,00;13,00;22,00;8,00;14,00;6,00;3,00
2019-09-22;71,00;407,07;23,67;18,93;14,20;17,00;16,00;13,00;11,00;13,00;5,00;5,00;3,00
2019-09-29;42,00;396,67;9,33;14,00;23,33;23,00;16,00;12,00;13,00;5,00;8,00;5,00;1,00
2019-10-06;52,00;387,64;14,18;9,45;33,09;29,00;17,00;12,00;12,00;9,00;8,00;9,00;0,00
2019-10-13;48,00;403,20;9,60;9,60;14,40;24,00;13,00;12,00;12,00;4,00;5,00;8,00;1,00
2019-10-20;46,00;381,80;13,80;9,20;23,00;9,00;13,00;7,00;13,00;9,00;9,00;4,00;0,00
2019-10-27;28,00;331,33;14,00;9,33;14,00;12,00;16,00;11,00;11,00;7,00;8,00;1,00;3,00
2019-11-03;36,00;328,50;4,50;4,50;9,00;12,00;26,00;10,00;18,00;8,00;6,00;1,00;3,00
2019-11-10;29,00;343,17;14,50;4,83;14,50;12,00;22,00;16,00;8,00;8,00;8,00;5,00;1,00
2019-11-17;43,00;329,67;9,56;9,56;19,11;10,00;25,00;9,00;19,00;4,00;9,00;3,00;1,00
2019-11-24;54,00;274,50;13,50;13,50;18,00;13,00;15,00;11,00;9,00;6,00;9,00;1,00;3,00
2019-12-01;40,00;311,11;8,89;8,89;13,33;8,00;15,00;9,00;10,00;4,00;4,00;3,00;1,00
2019-12-08;18,00;279,00;18,00;13,50;13,50;17,00;9,00;9,00;18,00;7,00;9,00;0,00;0,00
2019-12-15;25,00;360,00;10,00;10,00;25,00;18,00;18,00;15,00;20,00;3,00;7,00;1,00;4,00
2019-12-22;45,00;333,00;9,00;18,00;22,50;15,00;10,00;6,00;21,00;7,00;12,00;3,00;1,00
2019-12-29;46,00;414,00;4,60;9,20;13,80;23,00;30,00;7,00;13,00;9,00;5,00;4,00;0,00
2020-01-05;60,00;415,38;13,85;9,23;27,69;12,00;25,00;10,00;21,00;6,00;14,00;6,00;4,00
