Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2019-01-06;51,00;21,00;0,00;0,00;6,00;0,00;0,00;5,00;0,00;4,86;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;24,00;15,00;0,00;6,00;9,00;5,00;0,00;0,00;0,00;4,80;0,00;0,00;4,80;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00
2019-01-20;28,00;34,22;6,22;0,00;0,00;5,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;9,00;54,00;6,00;6,00;9,00;0,00;5,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;5,00;0,00;0,00;0,00;0,00
2019-02-03;20,00;20,00;0,00;0,00;5,71;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;10,00;16,67;10,00;10,00;6,67;5,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00
2019-02-17;15,00;30,00;6,00;6,00;15,00;0,00;5,00;5,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;30,00;36,00;21,00;6,00;0,00;10,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;20,00;34,29;8,57;0,00;5,71;0,00;0,00;0,00;0,00;4,44;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00
2019-03-10;20,00;28,57;0,00;0,00;0,00;5,00;10,00;10,00;0,00;10,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00
2019-03-17;20,00;14,29;0,00;0,00;14,29;0,00;0,00;0,00;0,00;4,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;25,00;41,67;5,56;0,00;8,33;0,00;5,00;5,00;0,00;9,09;0,00;0,00;4,55;0,00;10,00;0,00;0,00;0,00;5,00;0,00;0,00
2019-03-31;24,00;18,00;0,00;0,00;0,00;5,00;9,00;0,00;0,00;4,80;4,80;0,00;4,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-07;52,00;14,44;0,00;28,89;8,67;14,00;14,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00
2019-04-14;30,00;42,00;15,00;6,00;9,00;0,00;30,00;5,00;0,00;4,62;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-21;28,00;44,80;8,40;8,40;5,60;0,00;9,00;0,00;0,00;0,00;0,00;4,67;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00
2019-04-28;48,00;39,00;0,00;6,00;9,00;0,00;10,00;10,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00
2019-05-05;28,00;16,80;5,60;5,60;14,00;0,00;0,00;9,00;0,00;0,00;0,00;4,67;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00
2019-05-12;38,00;17,54;0,00;8,77;23,38;10,00;19,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00
2019-05-19;28,00;36,40;0,00;14,00;0,00;5,00;24,00;0,00;0,00;0,00;0,00;0,00;4,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-26;42,00;63,00;15,00;15,00;9,00;5,00;5,00;5,00;0,00;9,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00
2019-06-02;51,00;81,00;0,00;6,00;15,00;0,00;5,00;0,00;0,00;4,86;0,00;0,00;0,00;5,00;5,00;9,00;0,00;0,00;0,00;0,00;0,00
2019-06-09;56,00;41,26;23,58;0,00;8,84;0,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;5,00;5,00;0,00;5,00;0,00;5,00;0,00;0,00
2019-06-16;24,00;30,00;6,00;9,00;0,00;0,00;10,00;5,00;0,00;9,60;0,00;4,80;0,00;0,00;5,00;10,00;10,00;0,00;5,00;5,00;0,00
