Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;100,00;12,00;12,00;0,00;25,00;0,00;12,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;12,00;12,00;0,00;0,00;112,20;24,39;0,00;0,00;0,00
2019-01-13;48,00;12,00;24,00;0,00;0,00;12,00;0,00;12,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;35,37;35,37;12,00;0,00;12,00
2019-01-20;68,00;0,00;23,00;0,00;0,00;0,00;11,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;23,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;99,57;12,14;11,00;23,00;0,00
2019-01-27;23,00;0,00;0,00;23,00;23,00;12,00;0,00;12,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;75,90;0,00;0,00;23,00;0,00
2019-02-03;49,00;0,00;0,00;12,00;12,00;12,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;36,75;24,50;0,00;25,00;12,00
2019-02-10;12,00;0,00;12,00;0,00;49,00;0,00;0,00;24,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;72,00;12,00;0,00;12,00;12,00
2019-02-17;25,00;0,00;25,00;12,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;50,00;25,00;12,00;25,00;0,00
2019-02-24;37,00;0,00;0,00;24,00;0,00;0,00;12,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;37,00;12,33;0,00;12,00;0,00
2019-03-03;25,00;0,00;13,00;25,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;50,00;50,00;0,00;0,00;0,00
2019-03-10;25,00;0,00;13,00;13,00;12,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25,00;0,00;0,00;0,00;0,00
2019-03-17;13,00;0,00;13,00;13,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;0,00;26,00;26,00;0,00;13,00;13,00
2019-03-24;37,00;25,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,33;24,67;0,00;0,00;0,00
2019-03-31;12,00;0,00;12,00;0,00;23,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;12,00;0,00;0,00
2019-04-07;23,00;12,00;0,00;12,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;23,00;11,50;0,00;0,00;0,00
2019-04-14;12,00;0,00;37,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;12,00;0,00
2019-04-21;35,00;0,00;12,00;0,00;23,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-28;36,00;0,00;0,00;0,00;24,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-05;35,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-12;35,00;0,00;12,00;23,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,50;0,00;0,00;0,00;0,00
2019-05-19;46,00;0,00;0,00;12,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,11;0,00;12,11;0,00;0,00;0,00;0,00
2019-05-26;58,00;12,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;23,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;12,61;0,00;0,00;0,00;0,00
2019-06-02;11,00;0,00;11,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-09;34,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,14;0,00;0,00;0,00
2019-06-16;36,00;0,00;24,00;24,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;48,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00
2019-06-23;73,00;0,00;37,00;12,00;0,00;24,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;36,50;0,00;0,00;0,00;0,00
2019-06-30;61,00;0,00;36,00;12,00;12,00;0,00;0,00;0,00;0,00;12,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00
2019-07-07;48,00;24,00;12,00;24,00;0,00;0,00;0,00;24,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25,26;0,00;0,00;0,00;0,00
2019-07-14;62,00;0,00;25,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;49,60;0,00;0,00;0,00;0,00
2019-07-21;87,00;37,00;37,00;37,00;37,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;37,00;0,00;0,00;0,00;0,00;0,00;37,29;0,00;0,00;0,00;0,00
