Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;48,00;489,60;0,00;96,00;19,20;24,00;14,00;7,00;17,00;7,00;0,00;0,00;0,00
2019-01-13;47,00;493,50;11,75;141,00;35,25;27,00;20,00;17,00;13,00;7,00;3,00;0,00;7,00
2019-01-20;37,00;379,25;9,25;120,25;27,75;44,00;13,00;7,00;10,00;0,00;10,00;10,00;3,00
2019-01-27;41,00;461,25;0,00;133,25;20,50;17,00;14,00;10,00;17,00;24,00;17,00;0,00;3,00
2019-02-03;32,00;448,00;10,67;128,00;21,33;28,00;25,00;7,00;7,00;7,00;7,00;4,00;0,00
2019-02-10;21,00;462,00;0,00;105,00;42,00;25,00;21,00;4,00;7,00;21,00;11,00;4,00;0,00
2019-02-17;36,00;576,00;0,00;216,00;48,00;33,00;18,00;0,00;18,00;11,00;0,00;11,00;4,00
2019-02-24;26,00;754,00;6,50;182,00;26,00;22,00;15,00;7,00;11,00;4,00;15,00;11,00;0,00
2019-03-03;24,00;612,00;12,00;168,00;12,00;25,00;28,00;0,00;14,00;10,00;14,00;17,00;7,00
2019-03-10;28,00;513,33;9,33;158,67;9,33;32,00;14,00;11,00;14,00;4,00;14,00;4,00;4,00
2019-03-17;18,00;495,00;9,00;153,00;18,00;48,00;11,00;7,00;22,00;15,00;7,00;7,00;4,00
2019-03-24;47,00;498,20;4,70;169,20;9,40;29,00;22,00;4,00;25,00;7,00;15,00;0,00;4,00
2019-03-31;47,00;575,75;23,50;164,50;23,50;58,00;14,00;11,00;7,00;4,00;0,00;4,00;0,00
2019-04-07;57,00;638,40;11,40;239,40;22,80;29,00;28,00;18,00;11,00;14,00;7,00;11,00;0,00
2019-04-14;46,00;1150,00;11,50;310,50;57,50;12,00;23,00;11,00;8,00;23,00;19,00;4,00;4,00
2019-04-21;79,00;533,25;4,94;177,75;9,88;45,00;23,00;4,00;11,00;11,00;4,00;8,00;4,00
2019-04-28;68,00;555,33;11,33;170,00;11,33;48,00;20,00;17,00;7,00;14,00;3,00;10,00;10,00
2019-05-05;81,00;496,13;10,13;162,00;30,38;27,00;40,00;13,00;20,00;10,00;10,00;10,00;3,00
2019-05-12;71,00;497,00;10,14;192,71;20,29;43,00;35,00;0,00;32,00;25,00;11,00;7,00;0,00
2019-05-19;46,00;552,00;11,50;207,00;46,00;35,00;35,00;7,00;28,00;14,00;7,00;10,00;0,00
2019-05-26;53,00;551,20;0,00;190,80;21,20;57,00;18,00;21,00;21,00;11,00;11,00;11,00;7,00
2019-06-02;73,00;636,14;10,43;187,71;31,29;63,00;28,00;10,00;28,00;17,00;7,00;17,00;10,00
2019-06-09;90,00;540,00;10,00;220,00;20,00;32,00;18,00;18,00;21,00;21,00;25,00;11,00;0,00
2019-06-16;54,00;572,40;0,00;259,20;21,60;47,00;32,00;18,00;11,00;18,00;7,00;4,00;7,00
2019-06-23;43,00;505,25;10,75;182,75;32,25;54,00;29,00;7,00;14,00;18,00;29,00;4,00;7,00
2019-06-30;82,00;502,25;0,00;194,75;41,00;68,00;28,00;21,00;43,00;14,00;7,00;7,00;7,00
2019-07-07;77,00;671,00;5,50;209,00;44,00;53,00;14,00;18,00;21,00;11,00;11,00;18,00;4,00
2019-07-14;87,00;685,13;5,44;195,75;21,75;29,00;47,00;11,00;14,00;25,00;22,00;18,00;7,00
2019-07-21;76,00;586,29;5,43;271,43;21,71;50,00;30,00;23,00;19,00;8,00;8,00;15,00;0,00
2019-07-28;52,00;582,40;0,00;228,80;20,80;52,00;29,00;11,00;33,00;22,00;0,00;4,00;4,00
2019-08-04;83,00;612,13;20,75;238,63;10,38;38,00;26,00;26,00;8,00;4,00;11,00;4,00;4,00
2019-08-11;61,00;610,00;10,17;152,50;10,17;61,00;39,00;14,00;25,00;25,00;7,00;18,00;4,00
2019-08-18;91,00;626,89;10,11;343,78;20,22;44,00;25,00;25,00;22,00;14,00;4,00;7,00;0,00
2019-08-25;100,00;560,00;5,00;560,00;10,00;36,00;54,00;14,00;21,00;7,00;14,00;0,00;7,00
2019-09-01;83,00;508,38;0,00;155,63;20,75;59,00;31,00;24,00;7,00;10,00;7,00;3,00;3,00
2019-09-08;49,00;509,60;0,00;196,00;19,60;28,00;21,00;7,00;14,00;14,00;14,00;3,00;7,00
2019-09-15;46,00;517,50;11,50;241,50;23,00;42,00;24,00;0,00;21,00;17,00;10,00;3,00;4,00
2019-09-22;64,00;597,33;5,33;202,67;32,00;34,00;30,00;14,00;24,00;10,00;7,00;3,00;7,00
2019-09-29;55,00;627,00;11,00;352,00;11,00;34,00;44,00;14,00;14,00;3,00;7,00;7,00;3,00
2019-10-06;55,00;616,00;11,00;209,00;22,00;21,00;14,00;3,00;17,00;17,00;0,00;10,00;3,00
2019-10-13;24,00;624,00;12,00;204,00;48,00;48,00;34,00;0,00;10,00;3,00;7,00;3,00;0,00
2019-10-20;40,00;460,00;10,00;190,00;30,00;43,00;17,00;7,00;17,00;0,00;3,00;0,00;0,00
2019-10-27;13,00;637,00;13,00;208,00;39,00;36,00;16,00;7,00;13,00;7,00;3,00;13,00;0,00
2019-11-03;19,00;389,50;4,75;114,00;19,00;29,00;26,00;13,00;10,00;6,00;10,00;3,00;6,00
2019-11-10;20,00;430,00;0,00;140,00;10,00;46,00;13,00;7,00;6,00;10,00;0,00;6,00;0,00
2019-11-17;23,00;483,00;11,50;138,00;11,50;32,00;10,00;3,00;16,00;10,00;10,00;3,00;0,00
2019-11-24;35,00;571,67;11,67;221,67;35,00;22,00;13,00;16,00;10,00;13,00;6,00;6,00;0,00
2019-12-01;36,00;516,00;12,00;240,00;36,00;39,00;10,00;3,00;23,00;3,00;10,00;3,00;0,00
2019-12-08;29,00;444,67;9,67;164,33;9,67;20,00;10,00;6,00;10,00;13,00;0,00;0,00;0,00
2019-12-15;47,00;517,00;5,88;246,75;11,75;30,00;10,00;10,00;17,00;10,00;3,00;3,00;3,00
2019-12-22;41,00;604,75;5,13;256,25;20,50;26,00;15,00;8,00;15,00;4,00;8,00;0,00;8,00
2019-12-29;60,00;560,00;10,00;220,00;20,00;32,00;18,00;7,00;14,00;18,00;4,00;4,00;0,00
2020-01-05;34,00;668,67;11,33;102,00;22,67;37,00;6,00;12,00;12,00;3,00;3,00;6,00;6,00
2020-01-12;42,00;577,50;5,25;105,00;10,50;27,00;9,00;9,00;15,00;6,00;18,00;3,00;0,00
2020-01-19;44,00;528,00;0,00;110,00;11,00;50,00;34,00;12,00;19,00;9,00;0,00;9,00;3,00
2020-01-26;53,00;466,40;5,30;116,60;21,20;13,00;12,00;3,00;22,00;16,00;0,00;6,00;3,00
2020-02-02;37,00;351,50;9,25;111,00;18,50;25,00;18,00;9,00;22,00;6,00;6,00;3,00;3,00
2020-02-09;54,00;453,60;10,80;162,00;21,60;24,00;21,00;3,00;15,00;3,00;3,00;0,00;3,00
2020-02-16;76,00;499,43;5,43;173,71;21,71;16,00;25,00;3,00;13,00;6,00;9,00;13,00;0,00
2020-02-23;39,00;399,75;9,75;136,50;39,00;33,00;12,00;27,00;6,00;9,00;6,00;12,00;0,00
2020-03-01;51,00;387,60;10,20;132,60;10,20;27,00;6,00;9,00;12,00;12,00;3,00;3,00;0,00
2020-03-08;40,00;340,00;10,00;130,00;10,00;17,00;8,00;6,00;6,00;11,00;0,00;0,00;3,00
2020-03-15;17,00;195,50;4,25;42,50;8,50;17,00;11,00;11,00;6,00;3,00;6,00;0,00;3,00
2020-03-22;6,00;96,00;0,00;42,00;6,00;11,00;3,00;8,00;6,00;6,00;3,00;0,00;3,00
2020-03-29;6,00;96,00;3,00;18,00;3,00;6,00;6,00;0,00;6,00;0,00;3,00;3,00;0,00
2020-04-05;9,00;153,00;0,00;36,00;9,00;25,00;3,00;0,00;3,00;9,00;0,00;0,00;0,00
2020-04-12;15,00;135,00;15,00;60,00;15,00;12,00;3,00;9,00;3,00;3,00;0,00;0,00;0,00
2020-04-19;9,00;81,00;0,00;27,00;4,50;11,00;3,00;6,00;0,00;3,00;0,00;0,00;0,00
2020-04-26;6,00;72,00;0,00;24,00;6,00;3,00;3,00;6,00;11,00;0,00;6,00;3,00;3,00
