Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2019-01-06;45,00;9,00;0,00;9,00;0,00;9,00;0,00;0,00;9,00;0,00;9,00;18,00;0,00;0,00;0,00;54,00;0,00;0,00;0,00;9,00;0,00
2019-01-13;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;26,00;0,00;0,00;0,00;52,20;0,00;0,00;0,00;0,00;0,00
2019-01-20;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;9,00;0,00;44,00;0,00;0,00;0,00;36,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;17,00;8,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25,00;0,00;0,00;0,00;23,80;0,00;0,00;0,00;0,00;8,00
2019-02-03;26,00;0,00;17,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;25,00;0,00;0,00;0,00;9,29;0,00;0,00;0,00;0,00;0,00
2019-02-10;36,00;0,00;0,00;0,00;0,00;0,00;9,00;9,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;42,86;0,00;0,00;0,00;0,00;0,00
2019-02-17;18,00;0,00;0,00;9,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;82,80;0,00;0,00;0,00;0,00;0,00
2019-02-24;27,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;27,00;9,00;0,00;0,00;45,00;0,00;0,00;9,00;0,00;9,00
2019-03-03;53,00;0,00;0,00;0,00;9,00;9,00;0,00;0,00;0,00;0,00;9,00;17,00;0,00;0,00;0,00;44,17;0,00;0,00;9,00;0,00;0,00
2019-03-10;18,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;9,00;26,00;0,00;0,00;0,00;27,00;0,00;0,00;0,00;0,00;9,00
2019-03-17;27,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18,00;27,00;0,00;0,00;0,00;72,00;0,00;0,00;0,00;9,00;9,00
2019-03-24;64,00;18,00;0,00;0,00;0,00;18,00;0,00;0,00;0,00;9,00;9,00;64,00;0,00;0,00;0,00;81,78;0,00;0,00;0,00;0,00;18,00
2019-03-31;36,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;25,71;0,00;0,00;0,00;0,00;0,00
2019-04-07;54,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;18,00;0,00;0,00;0,00;36,00;0,00;0,00;0,00;0,00;18,00
