Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2019-01-06;92,00;23,00;26,00;4,00;1,00;15,00;4,00;39,00;4,00
2019-01-13;100,00;22,00;24,00;9,00;0,00;21,00;4,00;46,00;3,00
2019-01-20;83,00;17,00;21,00;8,00;3,00;20,00;3,00;59,00;4,00
2019-01-27;84,00;14,00;17,00;8,00;1,00;14,00;0,00;37,00;8,00
2019-02-03;59,00;15,00;18,00;6,00;0,00;22,00;4,00;41,00;3,00
2019-02-10;72,00;9,00;21,00;5,00;1,00;9,00;0,00;35,00;7,00
2019-02-17;92,00;19,00;20,00;11,00;1,00;15,00;0,00;36,00;5,00
2019-02-24;69,00;14,00;27,00;10,00;0,00;17,00;3,00;43,00;4,00
2019-03-03;92,00;9,00;14,00;4,00;0,00;13,00;3,00;33,00;4,00
2019-03-10;84,00;13,00;17,00;4,00;0,00;17,00;3,00;32,00;1,00
2019-03-17;53,00;11,00;16,00;7,00;3,00;13,00;3,00;32,00;3,00
2019-03-24;75,00;5,00;9,00;9,00;1,00;13,00;4,00;28,00;9,00
2019-03-31;54,00;13,00;11,00;7,00;0,00;13,00;1,00;31,00;8,00
2019-04-07;63,00;7,00;17,00;1,00;1,00;13,00;1,00;38,00;3,00
2019-04-14;50,00;10,00;24,00;3,00;1,00;17,00;1,00;29,00;8,00
2019-04-21;69,00;12,00;6,00;11,00;1,00;7,00;3,00;28,00;4,00
2019-04-28;73,00;16,00;11,00;5,00;0,00;24,00;3,00;36,00;0,00
2019-05-05;58,00;11,00;7,00;4,00;0,00;5,00;4,00;30,00;1,00
2019-05-12;74,00;16,00;11,00;4,00;3,00;7,00;1,00;25,00;5,00
2019-05-19;71,00;6,00;8,00;8,00;1,00;7,00;4,00;39,00;7,00
2019-05-26;85,00;8,00;8,00;8,00;1,00;14,00;3,00;28,00;6,00
2019-06-02;69,00;8,00;11,00;8,00;1,00;9,00;1,00;32,00;0,00
2019-06-09;70,00;4,00;19,00;3,00;1,00;14,00;0,00;39,00;3,00
2019-06-16;55,00;7,00;22,00;14,00;1,00;14,00;0,00;32,00;3,00
2019-06-23;66,00;11,00;62,00;10,00;0,00;7,00;0,00;42,00;1,00
2019-06-30;67,00;14,00;9,00;6,00;0,00;13,00;0,00;36,00;0,00
2019-07-07;61,00;12,00;7,00;7,00;3,00;8,00;1,00;40,00;5,00
2019-07-14;68,00;11,00;7,00;17,00;3,00;10,00;1,00;32,00;6,00
2019-07-21;78,00;7,00;6,00;10,00;0,00;14,00;0,00;31,00;3,00
2019-07-28;68,00;14,00;10,00;20,00;0,00;17,00;0,00;44,00;3,00
2019-08-04;80,00;13,00;10,00;10,00;3,00;14,00;3,00;31,00;7,00
2019-08-11;68,00;4,00;18,00;15,00;3,00;16,00;3,00;23,00;5,00
2019-08-18;82,00;15,00;15,00;4,00;0,00;12,00;1,00;25,00;7,00
2019-08-25;96,00;8,00;17,00;4,00;3,00;13,00;3,00;34,00;1,00
2019-09-01;64,00;9,00;8,00;16,00;3,00;11,00;4,00;30,00;4,00
2019-09-08;71,00;6,00;9,00;10,00;0,00;16,00;1,00;27,00;0,00
2019-09-15;53,00;10,00;17,00;9,00;0,00;16,00;2,00;32,00;4,00
2019-09-22;56,00;14,00;9,00;12,00;1,00;9,00;4,00;31,00;2,00
2019-09-29;52,00;9,00;13,00;9,00;4,00;10,00;0,00;22,00;5,00
2019-10-06;73,00;9,00;13,00;6,00;0,00;11,00;4,00;20,00;4,00
2019-10-13;58,00;5,00;18,00;18,00;4,00;13,00;0,00;15,00;5,00
2019-10-20;67,00;9,00;7,00;17,00;1,00;9,00;2,00;28,00;5,00
2019-10-27;55,00;12,00;19,00;12,00;2,00;11,00;0,00;27,00;4,00
2019-11-03;58,00;17,00;10,00;6,00;1,00;11,00;2,00;22,00;6,00
2019-11-10;61,00;12,00;18,00;10,00;0,00;16,00;2,00;21,00;4,00
2019-11-17;46,00;22,00;12,00;2,00;1,00;17,00;2,00;19,00;5,00
2019-11-24;45,00;13,00;12,00;5,00;3,00;17,00;4,00;29,00;5,00
2019-12-01;56,00;13,00;12,00;7,00;1,00;14,00;6,00;30,00;5,00
2019-12-08;62,00;17,00;23,00;10,00;0,00;21,00;0,00;25,00;6,00
2019-12-15;48,00;20,00;15,00;9,00;0,00;8,00;1,00;30,00;8,00
2019-12-22;52,00;22,00;13,00;8,00;3,00;21,00;0,00;32,00;7,00
2019-12-29;78,00;8,00;23,00;12,00;1,00;34,00;1,00;41,00;10,00
2020-01-05;70,00;23,00;26,00;4,00;1,00;32,00;11,00;44,00;8,00
2020-01-12;68,00;27,00;30,00;10,00;2,00;23,00;6,00;43,00;3,00
2020-01-19;73,00;18,00;21,00;8,00;2,00;12,00;4,00;38,00;8,00
2020-01-26;83,00;22,00;25,00;5,00;0,00;13,00;5,00;33,00;8,00
2020-02-02;54,00;19,00;26,00;6,00;1,00;23,00;1,00;35,00;9,00
2020-02-09;77,00;7,00;19,00;4,00;1,00;18,00;1,00;31,00;9,00
2020-02-16;80,00;11,00;15,00;8,00;2,00;26,00;1,00;47,00;6,00
2020-02-23;58,00;19,00;16,00;9,00;0,00;19,00;5,00;35,00;9,00
2020-03-01;61,00;19,00;17,00;16,00;0,00;9,00;2,00;24,00;3,00
2020-03-08;56,00;17,00;20,00;17,00;0,00;10,00;2,00;35,00;8,00
2020-03-15;53,00;13,00;11,00;13,00;0,00;12,00;4,00;22,00;7,00
2020-03-22;43,00;17,00;8,00;19,00;0,00;7,00;2,00;13,00;8,00
2020-03-29;36,00;6,00;13,00;16,00;0,00;4,00;6,00;7,00;5,00
2020-04-05;45,00;11,00;14,00;15,00;0,00;9,00;5,00;18,00;4,00
2020-04-12;50,00;11,00;11,00;8,00;3,00;13,00;3,00;13,00;5,00
2020-04-19;46,00;14,00;24,00;12,00;2,00;9,00;2,00;13,00;7,00
2020-04-26;47,00;7,00;16,00;8,00;1,00;4,00;3,00;14,00;7,00
2020-05-03;59,00;14,00;7,00;15,00;2,00;7,00;4,00;17,00;7,00
2020-05-10;43,00;11,00;14,00;10,00;1,00;9,00;0,00;18,00;2,00
2020-05-17;57,00;15,00;14,00;10,00;0,00;7,00;1,00;15,00;2,00
2020-05-24;53,00;10,00;13,00;7,00;0,00;8,00;2,00;17,00;4,00
2020-05-31;56,00;13,00;15,00;8,00;0,00;6,00;1,00;15,00;3,00
2020-06-07;47,00;9,00;11,00;14,00;0,00;9,00;5,00;23,00;5,00
2020-06-14;47,00;15,00;14,00;16,00;1,00;10,00;1,00;24,00;2,00
2020-06-21;55,00;9,00;6,00;10,00;2,00;16,00;2,00;24,00;6,00
2020-06-28;56,00;10,00;13,00;6,00;0,00;8,00;2,00;19,00;7,00
2020-07-05;36,00;10,00;9,00;3,00;1,00;15,00;7,00;19,00;6,00
2020-07-12;46,00;9,00;13,00;11,00;0,00;8,00;5,00;18,00;5,00
2020-07-19;58,00;12,00;12,00;18,00;0,00;15,00;4,00;13,00;5,00
2020-07-26;53,00;15,00;11,00;15,00;1,00;12,00;2,00;15,00;7,00
2020-08-02;66,00;15,00;9,00;8,00;4,00;9,00;7,00;25,00;3,00
2020-08-09;62,00;10,00;12,00;9,00;2,00;13,00;2,00;21,00;7,00
2020-08-16;59,00;17,00;17,00;7,00;0,00;13,00;6,00;10,00;7,00
2020-08-23;48,00;12,00;14,00;11,00;1,00;22,00;3,00;31,00;8,00
2020-08-30;51,00;18,00;13,00;14,00;0,00;8,00;2,00;14,00;1,00
2020-09-06;54,00;10,00;20,00;6,00;1,00;11,00;2,00;19,00;4,00
2020-09-13;52,00;10,00;10,00;3,00;0,00;15,00;1,00;13,00;5,00
2020-09-20;47,00;9,00;10,00;8,00;1,00;8,00;2,00;15,00;6,00
2020-09-27;42,00;11,00;19,00;13,00;0,00;7,00;0,00;12,00;5,00
2020-10-04;44,00;12,00;8,00;8,00;1,00;13,00;2,00;13,00;6,00
2020-10-11;63,00;12,00;8,00;13,00;3,00;10,00;0,00;10,00;4,00
2020-10-18;45,00;15,00;13,00;7,00;3,00;12,00;0,00;20,00;3,00
2020-10-25;65,00;8,00;11,00;4,00;4,00;8,00;4,00;12,00;8,00
2020-11-01;40,00;11,00;11,00;3,00;0,00;16,00;1,00;14,00;2,00
2020-11-08;52,00;15,00;14,00;6,00;1,00;14,00;0,00;24,00;4,00
2020-11-15;49,00;8,00;21,00;12,00;3,00;10,00;0,00;17,00;4,00
2020-11-22;49,00;11,00;16,00;11,00;1,00;13,00;1,00;8,00;7,00
2020-11-29;48,00;15,00;10,00;15,00;0,00;13,00;5,00;18,00;4,00
2020-12-06;55,00;6,00;14,00;3,00;0,00;6,00;3,00;20,00;5,00
2020-12-13;45,00;14,00;5,00;29,00;0,00;9,00;5,00;17,00;4,00
2020-12-20;53,00;10,00;13,00;14,00;0,00;17,00;1,00;10,00;3,00
2020-12-27;60,00;7,00;17,00;12,00;0,00;30,00;1,00;13,00;4,00
2021-01-03;52,00;10,00;15,00;14,00;0,00;19,00;0,00;27,00;1,00
2021-01-10;53,00;14,00;7,00;7,00;4,00;14,00;4,00;19,00;9,00
2021-01-17;46,00;9,00;8,00;10,00;0,00;20,00;0,00;14,00;5,00
2021-01-24;49,00;11,00;14,00;8,00;1,00;11,00;2,00;23,00;6,00
2021-01-31;56,00;7,00;6,00;9,00;6,00;16,00;0,00;27,00;6,00
2021-02-07;39,00;11,00;13,00;9,00;1,00;15,00;6,00;15,00;8,00
2021-02-14;47,00;10,00;22,00;4,00;0,00;13,00;0,00;25,00;9,00
2021-02-21;35,00;14,00;12,00;10,00;0,00;14,00;1,00;23,00;3,00
2021-02-28;46,00;6,00;14,00;9,00;0,00;17,00;3,00;27,00;4,00
2021-03-07;52,00;15,00;23,00;4,00;4,00;10,00;4,00;33,00;9,00
2021-03-14;54,00;8,00;15,00;11,00;0,00;17,00;1,00;30,00;6,00
2021-03-21;57,00;13,00;9,00;8,00;1,00;20,00;1,00;29,00;4,00
2021-03-28;48,00;14,00;5,00;14,00;1,00;22,00;3,00;31,00;4,00
2021-04-04;51,00;12,00;21,00;16,00;3,00;21,00;1,00;44,00;4,00
2021-04-11;68,00;24,00;27,00;11,00;1,00;11,00;1,00;31,00;6,00
2021-04-18;57,00;20,00;25,00;8,00;0,00;16,00;1,00;39,00;8,00
2021-04-25;41,00;14,00;10,00;6,00;3,00;15,00;1,00;20,00;3,00
2021-05-02;64,00;23,00;18,00;13,00;1,00;11,00;0,00;31,00;5,00
2021-05-09;59,00;21,00;17,00;13,00;1,00;12,00;10,00;24,00;3,00
2021-05-16;70,00;17,00;20,00;11,00;3,00;24,00;8,00;25,00;5,00
2021-05-23;61,00;5,00;21,00;20,00;4,00;15,00;7,00;46,00;5,00
2021-05-30;61,00;12,00;13,00;12,00;1,00;15,00;1,00;27,00;4,00
2021-06-06;58,00;12,00;18,00;20,00;3,00;10,00;0,00;33,00;9,00
2021-06-13;65,00;13,00;12,00;16,00;0,00;13,00;3,00;30,00;5,00
2021-06-20;59,00;25,00;12,00;9,00;1,00;13,00;5,00;41,00;8,00
2021-06-27;64,00;12,00;7,00;12,00;1,00;8,00;1,00;44,00;7,00
2021-07-04;65,00;26,00;15,00;19,00;3,00;22,00;3,00;35,00;9,00
2021-07-11;60,00;41,00;67,00;16,00;3,00;21,00;0,00;39,00;7,00
2021-07-18;55,00;17,00;20,00;16,00;3,00;16,00;4,00;42,00;1,00
2021-07-25;67,00;5,00;22,00;10,00;0,00;16,00;1,00;29,00;5,00
2021-08-01;48,00;21,00;17,00;13,00;1,00;16,00;4,00;31,00;13,00
2021-08-08;75,00;16,00;9,00;9,00;0,00;11,00;5,00;29,00;7,00
2021-08-15;60,00;12,00;19,00;19,00;1,00;11,00;3,00;29,00;4,00
2021-08-22;59,00;13,00;9,00;13,00;0,00;8,00;4,00;32,00;3,00
2021-08-29;51,00;8,00;19,00;15,00;0,00;12,00;4,00;32,00;9,00
2021-09-05;50,00;7,00;16,00;9,00;3,00;13,00;3,00;25,00;4,00
2021-09-12;51,00;22,00;19,00;15,00;3,00;8,00;1,00;26,00;5,00
2021-09-19;59,00;8,00;14,00;3,00;1,00;14,00;7,00;29,00;5,00
2021-09-26;35,00;22,00;8,00;11,00;0,00;15,00;6,00;25,00;3,00
2021-10-03;35,00;10,00;11,00;19,00;3,00;19,00;3,00;27,00;5,00
2021-10-10;53,00;21,00;13,00;17,00;2,00;17,00;6,00;17,00;3,00
2021-10-17;44,00;14,00;16,00;21,00;4,00;21,00;6,00;30,00;10,00
2021-10-24;39,00;15,00;11,00;13,00;2,00;16,00;1,00;33,00;3,00
2021-10-31;38,00;12,00;11,00;18,00;2,00;18,00;2,00;28,00;9,00
2021-11-07;53,00;14,00;10,00;13,00;2,00;21,00;3,00;22,00;13,00
2021-11-14;44,00;11,00;6,00;9,00;1,00;18,00;0,00;28,00;6,00
2021-11-21;57,00;24,00;11,00;9,00;2,00;19,00;0,00;18,00;5,00
2021-11-28;52,00;21,00;11,00;10,00;2,00;14,00;5,00;23,00;6,00
2021-12-05;42,00;16,00;7,00;7,00;3,00;24,00;3,00;29,00;13,00
2021-12-12;42,00;13,00;6,00;8,00;3,00;19,00;3,00;30,00;24,00
2021-12-19;69,00;8,00;8,00;10,00;3,00;26,00;3,00;25,00;7,00
2021-12-26;59,00;15,00;16,00;13,00;3,00;37,00;6,00;32,00;12,00
2022-01-02;63,00;10,00;3,00;9,00;2,00;53,00;3,00;36,00;6,00
2022-01-09;54,00;18,00;4,00;12,00;5,00;26,00;5,00;31,00;4,00
2022-01-16;60,00;10,00;7,00;14,00;1,00;26,00;2,00;42,00;11,00
2022-01-23;57,00;10,00;11,00;18,00;3,00;17,00;4,00;23,00;5,00
2022-01-30;49,00;6,00;10,00;9,00;1,00;32,00;1,00;25,00;5,00
