Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2019-01-06;44,00;24,32;19,68;19,68;4,63;15,00;5,00;5,00;5,00
2019-01-13;43,00;33,44;19,11;14,33;0,00;29,00;5,00;10,00;0,00
2019-01-20;38,00;51,82;13,82;13,82;0,00;10,00;10,00;19,00;0,00
2019-01-27;37,00;27,75;0,00;27,75;9,25;5,00;5,00;9,00;0,00
2019-02-03;14,00;32,67;4,67;18,67;4,67;9,00;0,00;19,00;0,00
2019-02-10;25,00;35,71;4,76;25,00;4,76;10,00;0,00;20,00;0,00
2019-02-17;25,00;40,48;15,48;4,76;0,00;5,00;5,00;10,00;15,00
2019-02-24;34,00;24,62;14,07;9,38;0,00;10,00;5,00;24,00;0,00
2019-03-03;29,00;29,00;9,67;24,17;4,83;14,00;14,00;19,00;5,00
2019-03-10;10,00;5,00;15,00;20,00;0,00;10,00;0,00;5,00;5,00
2019-03-17;29,00;9,28;9,28;13,92;0,00;10,00;10,00;5,00;5,00
2019-03-24;30,00;30,00;10,38;4,62;0,00;5,00;5,00;15,00;5,00
2019-03-31;20,00;0,00;15,29;20,00;0,00;25,00;5,00;20,00;10,00
2019-04-07;39,00;20,09;20,09;15,36;0,00;10,00;10,00;25,00;0,00
2019-04-14;31,00;10,73;10,73;4,77;0,00;0,00;5,00;10,00;0,00
2019-04-21;35,00;19,83;9,33;15,17;4,67;5,00;0,00;15,00;5,00
2019-04-28;19,00;19,00;19,00;0,00;4,75;19,00;5,00;5,00;0,00
2019-05-05;34,00;9,38;24,62;19,93;0,00;5,00;0,00;5,00;10,00
2019-05-12;39,00;9,45;0,00;15,36;4,73;10,00;0,00;5,00;5,00
2019-05-19;44,00;15,05;15,05;15,05;0,00;10,00;0,00;5,00;5,00
2019-05-26;29,00;14,50;9,67;19,33;0,00;10,00;5,00;24,00;14,00
2019-06-02;5,00;10,00;5,00;20,00;0,00;5,00;0,00;5,00;5,00
2019-06-09;19,00;19,00;4,75;0,00;0,00;5,00;0,00;14,00;0,00
2019-06-16;20,00;9,41;15,29;20,00;4,71;0,00;5,00;10,00;5,00
2019-06-23;15,00;21,25;21,25;5,00;0,00;0,00;0,00;10,00;5,00
2019-06-30;39,00;14,18;18,91;24,82;4,73;5,00;5,00;5,00;0,00
2019-07-07;19,00;14,25;4,75;4,75;0,00;5,00;14,00;10,00;0,00
2019-07-14;53,00;18,84;18,84;23,56;0,00;14,00;5,00;29,00;5,00
2019-07-21;49,00;9,33;9,33;29,17;0,00;0,00;10,00;10,00;10,00
2019-07-28;25,00;9,52;20,24;25,00;0,00;0,00;0,00;5,00;0,00
2019-08-04;34,00;24,62;14,07;43,38;0,00;0,00;0,00;14,00;5,00
2019-08-11;43,00;19,11;9,56;23,89;0,00;14,00;0,00;0,00;5,00
2019-08-18;49,00;9,33;19,83;4,67;0,00;0,00;0,00;5,00;5,00
2019-08-25;48,00;23,41;14,05;9,37;0,00;0,00;5,00;14,00;10,00
2019-09-01;33,00;23,57;0,00;14,14;0,00;5,00;5,00;19,00;5,00
2019-09-08;38,00;38,00;28,50;9,50;0,00;9,00;5,00;23,00;0,00
2019-09-15;23,00;13,80;18,40;18,40;0,00;14,00;5,00;42,00;14,00
2019-09-22;44,00;12,74;30,11;34,74;9,26;4,00;4,00;4,00;18,00
2019-09-29;32,00;4,74;14,22;4,74;4,74;5,00;9,00;14,00;5,00
2019-10-06;40,00;9,41;4,71;17,65;0,00;13,00;4,00;9,00;4,00
2019-10-13;22,00;39,37;26,63;9,26;0,00;13,00;0,00;4,00;4,00
2019-10-20;31,00;17,88;4,77;31,00;0,00;0,00;9,00;13,00;0,00
2019-10-27;31,00;17,22;9,19;4,59;0,00;13,00;4,00;4,00;0,00
2019-11-03;17,00;40,80;17,00;32,87;7,93;17,00;9,00;21,00;4,00
2019-11-10;39,00;17,73;43,73;8,27;4,73;9,00;0,00;4,00;0,00
2019-11-17;43,00;12,78;8,14;25,57;0,00;0,00;17,00;13,00;9,00
2019-11-24;25,00;12,50;25,00;20,45;0,00;13,00;4,00;25,00;4,00
2019-12-01;34,00;8,21;34,00;34,00;0,00;4,00;0,00;4,00;13,00
2019-12-08;48,00;43,32;17,56;12,88;0,00;4,00;0,00;9,00;4,00
2019-12-15;27,00;27,00;31,70;22,30;0,00;9,00;9,00;0,00;9,00
2019-12-22;55,00;15,21;29,26;35,11;0,00;20,00;0,00;5,00;15,00
2019-12-29;36,00;31,35;26,71;17,42;0,00;23,00;5,00;41,00;5,00
2020-01-05;21,00;45,50;8,17;21,00;0,00;25,00;12,00;21,00;4,00
2020-01-12;37,00;25,06;28,65;28,65;0,00;16,00;4,00;33,00;4,00
2020-01-19;25,00;40,91;32,95;15,91;0,00;13,00;4,00;17,00;4,00
2020-01-26;25,00;29,76;25,00;13,10;0,00;8,00;4,00;8,00;4,00
2020-02-02;25,00;65,91;4,55;15,91;0,00;4,00;4,00;34,00;8,00
2020-02-09;45,00;41,45;16,58;20,13;3,55;8,00;0,00;45,00;4,00
2020-02-16;41,00;24,60;11,71;28,11;0,00;4,00;12,00;20,00;8,00
2020-02-23;16,00;27,43;19,43;8,00;3,43;0,00;4,00;16,00;4,00
2020-03-01;24,00;12,00;28,80;20,40;3,60;20,00;0,00;12,00;4,00
2020-03-08;46,00;18,40;11,50;26,45;8,05;16,00;0,00;27,00;0,00
2020-03-15;31,00;20,27;20,27;11,92;0,00;4,00;4,00;19,00;12,00
2020-03-22;11,00;11,00;11,00;7,33;0,00;7,00;4,00;4,00;4,00
2020-03-29;18,00;21,38;0,00;24,75;0,00;4,00;11,00;0,00;7,00
2020-04-05;30,00;30,00;11,54;18,46;0,00;8,00;8,00;11,00;4,00
2020-04-12;19,00;26,13;11,88;19,00;0,00;0,00;0,00;8,00;0,00
2020-04-19;33,00;25,93;7,07;10,61;0,00;7,00;4,00;7,00;7,00
2020-04-26;51,00;14,23;0,00;7,12;0,00;4,00;4,00;14,00;4,00
2020-05-03;26,00;15,36;0,00;3,55;3,55;4,00;4,00;11,00;7,00
2020-05-10;43,00;17,43;6,97;3,49;3,49;0,00;7,00;11,00;11,00
2020-05-17;22,00;44,00;25,47;10,42;0,00;0,00;0,00;0,00;7,00
2020-05-24;12,00;8,40;20,40;24,00;8,40;12,00;12,00;8,00;0,00
2020-05-31;40,00;25,88;22,35;10,59;3,53;4,00;4,00;7,00;0,00
2020-06-07;29,00;10,88;14,50;3,63;3,63;4,00;0,00;7,00;4,00
2020-06-14;29,00;6,96;10,44;10,44;3,48;4,00;11,00;4,00;4,00
2020-06-21;30,00;26,54;11,54;3,46;6,92;8,00;0,00;11,00;0,00
2020-06-28;11,00;23,22;19,56;23,22;3,67;11,00;4,00;0,00;15,00
2020-07-05;31,00;11,92;8,35;27,42;3,58;15,00;8,00;19,00;8,00
2020-07-12;32,00;11,85;0,00;24,89;0,00;12,00;0,00;12,00;8,00
2020-07-19;33,00;3,54;11,79;28,29;3,54;4,00;8,00;16,00;4,00
2020-07-26;41,00;11,71;16,40;11,71;0,00;0,00;0,00;4,00;4,00
2020-08-02;37,00;20,29;16,71;20,29;0,00;4,00;0,00;8,00;0,00
2020-08-09;25,00;16,67;50,00;21,43;8,33;8,00;0,00;8,00;4,00
2020-08-16;28,00;11,67;16,33;16,33;0,00;4,00;0,00;4,00;8,00
2020-08-23;24,00;30,86;16,00;27,43;0,00;8,00;4,00;12,00;4,00
2020-08-30;21,00;12,83;8,17;12,83;0,00;0,00;0,00;8,00;0,00
2020-09-06;21,00;12,35;8,65;12,35;3,71;4,00;4,00;12,00;4,00
2020-09-13;50,00;45,35;20,93;32,56;4,65;4,00;0,00;8,00;4,00
2020-09-20;16,00;19,43;8,00;11,43;0,00;4,00;0,00;8,00;12,00
