Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;41,00;300,67;31,89;41,00;63,78;45,00;39,00;20,00;36,00;16,88;33,76;6,03;4,82
2019-01-13;45,00;279,00;27,00;36,00;67,50;46,00;45,00;21,00;37,00;20,00;32,50;5,00;7,50
2019-01-20;35,00;275,63;30,63;35,00;65,63;46,00;37,00;24,00;29,00;20,52;35,00;4,83;7,24
2019-01-27;30,00;282,86;30,00;42,86;55,71;41,00;59,00;12,00;30,00;19,20;30,00;6,00;3,60
2019-02-03;29,00;328,67;24,17;43,50;58,00;50,00;43,00;12,00;35,00;20,54;31,42;7,25;4,83
2019-02-10;30,00;291,43;30,00;38,57;51,43;51,00;38,00;13,00;40,00;24,00;38,40;7,20;4,80
2019-02-17;30,00;304,29;25,71;38,57;47,14;52,00;41,00;11,00;37,00;20,00;33,75;6,25;5,00
2019-02-24;35,00;297,50;26,25;43,75;56,88;62,00;37,00;15,00;43,00;20,52;35,00;9,66;3,62
2019-03-03;28,00;298,67;23,33;46,67;56,00;55,00;38,00;12,00;38,00;25,45;38,18;8,91;5,09
2019-03-10;30,00;282,86;21,43;42,86;47,14;53,00;40,00;13,00;41,00;26,25;30,00;5,00;3,75
2019-03-17;35,00;301,88;21,88;39,38;52,50;58,00;39,00;11,00;37,00;25,00;31,25;7,50;5,00
2019-03-24;36,00;306,00;31,50;45,00;45,00;59,00;43,00;10,00;40,00;26,07;28,55;6,21;4,97
2019-03-31;45,00;337,50;36,00;40,50;58,50;60,00;46,00;24,00;31,00;25,00;42,50;8,75;7,50
2019-04-07;53,00;342,09;38,55;48,18;72,27;59,00;42,00;24,00;38,00;24,65;41,91;8,63;9,86
2019-04-14;54,00;450,00;40,50;45,00;67,50;66,00;43,00;27,00;37,00;28,23;50,32;8,59;11,05
2019-04-21;50,00;331,82;36,36;45,45;68,18;61,00;40,00;29,00;33,00;30,49;31,71;9,76;7,32
2019-04-28;51,00;319,91;37,09;46,36;60,27;56,00;39,00;30,00;38,00;26,12;29,85;7,46;6,22
2019-05-05;45,00;274,50;31,50;40,50;54,00;52,00;37,00;21,00;39,00;26,25;35,00;8,75;8,75
2019-05-12;47,00;310,20;28,20;47,00;65,80;53,00;39,00;21,00;36,00;23,50;27,21;7,42;7,42
2019-05-19;51,00;292,09;32,45;41,73;83,45;56,00;45,00;27,00;35,00;26,12;32,34;8,71;8,71
2019-05-26;46,00;308,20;36,80;41,40;64,40;61,00;42,00;24,00;36,00;21,79;31,47;9,68;9,68
2019-06-02;56,00;317,33;32,67;42,00;65,33;65,00;46,00;23,00;34,00;28,00;28,00;7,30;10,96
2019-06-09;49,00;329,64;31,18;40,09;62,36;65,00;41,00;26,00;35,00;31,85;30,63;12,25;8,58
2019-06-16;61,00;370,69;37,54;51,62;70,38;78,00;46,00;23,00;42,00;30,50;34,16;9,76;9,76
2019-06-23;68,00;367,20;36,27;45,33;72,53;73,00;43,00;26,00;39,00;29,67;29,67;11,13;7,42
2019-06-30;63,00;337,50;31,50;49,50;76,50;74,00;44,00;26,00;36,00;32,12;37,06;13,59;9,88
2019-07-07;64,00;347,43;36,57;45,71;73,14;75,00;47,00;20,00;41,00;32,00;34,46;12,31;9,85
2019-07-14;61,00;356,62;28,15;46,92;75,08;76,00;49,00;26,00;45,00;32,94;42,70;13,42;7,32
2019-07-21;73,00;360,44;36,50;45,63;77,56;79,00;55,00;28,00;39,00;34,07;38,93;10,95;9,73
2019-07-28;68,00;362,67;31,73;45,33;77,07;91,00;50,00;22,00;51,00;38,86;42,50;12,14;10,93
2019-08-04;69,00;358,80;36,80;46,00;78,20;100,00;56,00;27,00;50,00;47,21;46,00;12,11;10,89
2019-08-11;69,00;372,60;41,40;46,00;69,00;93,00;57,00;26,00;45,00;44,36;40,66;11,09;8,63
2019-08-18;71,00;337,25;35,50;57,69;75,44;77,00;49,00;26,00;44,00;40,40;33,05;12,24;9,79
2019-08-25;63,00;319,50;45,00;58,50;67,50;72,00;44,00;23,00;40,00;31,50;35,13;8,48;9,69
2019-09-01;61,00;333,15;32,85;51,62;70,38;61,00;42,00;28,00;35,00;26,84;35,38;8,54;8,54
2019-09-08;55,00;339,17;36,67;50,42;68,75;56,00;44,00;28,00;35,00;26,89;33,00;9,78;9,78
2019-09-15;54,00;315,00;36,00;49,50;67,50;57,00;43,00;24,00;41,00;29,45;40,50;7,36;8,59
2019-09-22;52,00;330,91;33,09;42,55;70,91;51,00;41,00;24,00;38,00;21,77;30,23;9,67;8,47
2019-09-29;48,00;336,00;38,40;57,60;62,40;53,00;45,00;22,00;36,00;28,31;29,54;4,92;7,38
2019-10-06;47,00;319,60;37,60;51,70;70,50;51,00;46,00;23,00;42,00;21,69;28,92;7,23;7,23
2019-10-13;56,00;331,33;42,00;51,33;70,00;54,00;45,00;21,00;39,00;26,78;36,52;8,52;8,52
2019-10-20;53,00;344,50;35,33;57,42;66,25;54,00;43,00;25,00;39,00;32,05;30,81;8,63;11,09
2019-10-27;49,00;334,09;31,18;44,55;66,82;59,00;46,00;25,00;34,00;29,40;36,75;6,13;8,58
2019-11-03;42,00;312,67;37,33;51,33;70,00;48,00;50,00;25,00;36,00;23,47;37,06;4,94;7,41
2019-11-10;43,00;310,56;33,44;52,56;71,67;45,00;41,00;23,00;33,00;23,34;30,71;4,91;9,83
2019-11-17;48,00;307,20;38,40;62,40;67,20;40,00;29,00;21,00;35,00;22,15;29,54;6,15;8,62
2019-11-24;39,00;268,67;34,67;73,67;78,00;42,00;34,00;20,00;30,00;20,72;29,25;4,88;7,31
2019-12-01;46,00;289,80;32,20;64,40;59,80;43,00;36,00;23,00;40,00;23,00;30,26;7,26;8,47
2019-12-08;42,00;294,00;37,33;51,33;60,67;43,00;40,00;22,00;31,00;26,40;28,80;4,80;7,20
2019-12-15;55,00;293,33;32,08;64,17;59,58;51,00;44,00;21,00;39,00;23,22;31,78;6,11;8,56
2019-12-22;46,00;326,60;27,60;50,60;69,00;51,00;41,00;25,00;34,00;19,37;31,47;6,05;7,26
2019-12-29;50,00;336,36;27,27;50,00;72,73;54,00;39,00;22,00;36,00;24,39;35,37;6,10;9,76
2020-01-05;40,00;275,56;35,56;40,00;66,67;62,00;42,00;18,00;37,00;19,39;31,52;6,06;6,06
2020-01-12;44,00;281,60;30,80;39,60;61,60;52,00;39,00;23,00;34,00;23,22;35,44;4,89;8,56
2020-01-19;46,00;294,40;32,20;46,00;69,00;57,00;39,00;19,00;40,00;26,63;31,47;6,05;7,26
2020-01-26;39,00;287,63;43,88;48,75;63,38;45,00;36,00;20,00;29,00;20,72;31,69;6,09;9,75
2020-02-02;44,00;317,78;39,11;53,78;73,33;56,00;31,00;19,00;46,00;22,00;33,00;6,11;6,11
2020-02-09;47,00;319,60;32,90;42,30;65,80;54,00;39,00;21,00;39,00;30,13;34,95;7,23;9,64
2020-02-16;46,00;308,20;32,20;36,80;87,40;56,00;39,00;21,00;39,00;26,11;33,57;9,95;7,46
2020-02-23;41,00;287,00;36,44;50,11;68,33;51,00;41,00;26,00;32,00;33,55;27,33;8,70;8,70
2020-03-01;38,00;261,25;28,50;38,00;57,00;44,00;34,00;20,00;32,00;24,52;28,19;7,35;6,13
2020-03-08;36,00;238,50;27,00;36,00;49,50;39,00;31,00;20,00;32,00;20,40;26,40;6,00;4,80
2020-03-15;27,00;153,00;9,00;22,50;27,00;25,00;13,00;10,00;15,00;11,05;12,27;4,91;3,68
2020-03-22;16,00;80,00;4,00;12,00;12,00;14,00;9,00;10,00;9,00;6,15;6,15;2,46;3,69
2020-03-29;13,00;73,67;4,33;13,00;13,00;12,00;8,00;10,00;9,00;5,91;7,09;1,18;2,36
2020-04-05;13,00;78,00;4,33;13,00;17,33;15,00;6,00;9,00;10,00;7,09;7,09;2,36;3,55
2020-04-12;10,00;80,00;5,00;10,00;15,00;17,00;7,00;11,00;10,00;6,25;5,00;2,50;5,00
2020-04-19;11,00;82,50;5,50;11,00;11,00;15,00;9,00;9,00;8,00;4,89;7,33;2,44;3,67
2020-04-26;15,00;85,00;10,00;15,00;15,00;12,00;8,00;10,00;10,00;6,25;6,25;2,50;3,75
2020-05-03;14,00;88,67;9,33;14,00;18,67;21,00;10,00;9,00;10,00;7,64;8,91;2,55;5,09
2020-05-10;17,00;97,75;12,75;21,25;21,25;28,00;13,00;12,00;12,00;10,93;9,71;4,86;7,29
2020-05-17;21,00;117,60;16,80;21,00;25,20;27,00;17,00;16,00;15,00;11,12;11,12;2,47;6,18
2020-05-24;24,00;153,60;14,40;28,80;28,80;36,00;20,00;15,00;17,00;15,16;17,68;5,05;7,58
2020-05-31;32,00;173,71;22,86;27,43;41,14;42,00;25,00;20,00;21,00;20,92;22,15;6,15;7,38
2020-06-07;34,00;189,43;24,29;34,00;38,86;46,00;26,00;18,00;24,00;24,29;19,43;6,07;8,50
2020-06-14;37,00;185,00;27,75;37,00;50,88;55,00;30,00;23,00;27,00;24,67;25,90;7,40;9,87
2020-06-21;40,00;204,44;26,67;35,56;48,89;60,00;32,00;23,00;33,00;25,00;25,00;8,75;6,25
2020-06-28;44,00;211,20;26,40;44,00;57,20;69,00;39,00;23,00;36,00;31,78;26,89;8,56;8,56
2020-07-05;48,00;240,00;33,60;48,00;67,20;79,00;46,00;25,00;36,00;35,69;25,85;11,08;12,31
