Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2019-01-06;53,00;177,71;81,06;159,00;0,00;11,00;8,00;15,00;15,00
2019-01-13;49,00;160,07;65,33;140,47;6,53;4,00;19,00;27,00;19,00
2019-01-20;45,00;109,29;51,43;122,14;3,21;7,00;7,00;7,00;7,00
2019-01-27;26,00;94,25;39,00;113,75;3,25;7,00;11,00;18,00;7,00
2019-02-03;41,00;123,00;41,00;97,77;12,62;0,00;8,00;23,00;4,00
2019-02-10;38,00;129,83;57,00;91,83;0,00;11,00;15,00;8,00;4,00
2019-02-17;20,00;76,67;76,67;110,00;3,33;8,00;8,00;23,00;4,00
2019-02-24;38,00;72,83;50,67;91,83;6,33;4,00;11,00;15,00;11,00
2019-03-03;35,00;79,55;73,18;111,36;0,00;12,00;8,00;12,00;8,00
2019-03-10;30,00;96,00;60,00;108,00;0,00;8,00;19,00;8,00;8,00
2019-03-17;31,00;114,70;40,30;96,10;12,40;12,00;12,00;16,00;12,00
2019-03-24;24,00;126,86;41,14;164,57;6,86;16,00;16,00;12,00;4,00
2019-03-31;19,00;95,00;50,67;139,33;0,00;4,00;23,00;11,00;4,00
2019-04-07;12,00;72,00;27,00;87,00;0,00;8,00;4,00;12,00;4,00
2019-04-14;38,00;95,00;53,83;107,67;3,17;8,00;25,00;13,00;8,00
2019-04-21;24,00;75,00;24,00;114,00;0,00;4,00;12,00;4,00;0,00
2019-04-28;26,00;61,75;61,75;84,50;3,25;11,00;52,00;11,00;11,00
2019-05-05;37,00;53,82;50,45;84,09;3,36;4,00;0,00;7,00;15,00
2019-05-12;15,00;75,00;21,00;87,00;3,00;0,00;30,00;4,00;8,00
2019-05-19;37,00;55,50;24,67;148,00;3,08;22,00;26,00;7,00;4,00
2019-05-26;30,00;70,00;30,00;86,67;3,33;4,00;15,00;7,00;0,00
2019-06-02;18,00;63,00;33,00;81,00;6,00;4,00;11,00;0,00;4,00
2019-06-09;25,00;78,13;21,88;90,63;3,13;22,00;7,00;7,00;11,00
2019-06-16;30,00;66,67;53,33;130,00;0,00;4,00;7,00;7,00;19,00
2019-06-23;28,00;68,44;28,00;112,00;0,00;4,00;40,00;4,00;20,00
2019-06-30;45,00;57,86;32,14;135,00;0,00;4,00;16,00;4,00;12,00
