Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2019-01-06;8,00;0,00;8,00;38,00;8,00;76,00;0,00;0,00;46,67;8,00;34,00;100,00;0,00;0,00;0,00;256,00;8,00;18,67;53,33;0,00;0,00
2019-01-13;30,00;8,00;23,00;23,00;0,00;45,65;0,00;7,83;15,65;0,00;44,12;58,24;0,00;0,00;5,00;135,00;30,00;0,00;94,29;15,00;8,57
2019-01-20;15,00;0,00;36,00;22,00;7,00;15,00;0,00;8,18;0,00;15,00;30,00;22,50;0,00;0,00;0,00;150,00;5,00;27,86;49,29;0,00;6,43
2019-01-27;7,00;0,00;7,00;7,00;7,00;38,50;0,00;7,00;12,83;0,00;35,00;49,00;0,00;0,00;0,00;175,00;0,00;16,33;91,00;0,00;0,00
2019-02-03;15,00;0,00;0,00;15,00;0,00;46,36;0,00;0,00;0,00;7,50;22,50;46,88;0,00;0,00;0,00;120,00;20,00;15,00;51,43;0,00;8,57
2019-02-10;8,00;0,00;8,00;23,00;0,00;38,67;0,00;0,00;8,00;0,00;42,00;50,00;0,00;0,00;0,00;168,00;0,00;0,00;53,33;0,00;0,00
2019-02-17;23,00;0,00;46,00;23,00;0,00;15,33;0,00;0,00;23,00;7,08;53,08;53,08;7,08;0,00;0,00;207,00;17,25;6,90;0,00;6,90;16,10
2019-02-24;23,00;8,00;0,00;8,00;0,00;31,12;0,00;16,24;16,24;0,00;55,58;63,25;0,00;0,00;0,00;161,00;5,75;0,00;71,30;6,90;0,00
2019-03-03;45,00;23,00;15,00;8,00;0,00;38,38;0,00;0,00;15,88;0,00;28,80;66,60;0,00;0,00;0,00;219,38;5,63;15,75;6,75;0,00;31,50
2019-03-10;22,00;0,00;15,00;15,00;0,00;36,24;0,00;0,00;0,00;0,00;22,00;44,00;0,00;5,50;0,00;203,50;0,00;0,00;66,00;0,00;22,00
2019-03-17;15,00;0,00;0,00;0,00;0,00;61,36;0,00;0,00;8,18;0,00;37,50;37,50;7,50;0,00;0,00;95,00;0,00;0,00;27,86;0,00;0,00
2019-03-24;8,00;0,00;15,00;15,00;0,00;38,67;0,00;0,00;8,00;0,00;16,00;100,00;0,00;8,00;0,00;248,00;24,00;0,00;45,33;0,00;18,67
2019-03-31;23,00;8,00;0,00;31,00;0,00;7,67;7,67;7,67;7,67;0,00;23,00;118,54;0,00;0,00;0,00;138,00;5,75;16,10;23,00;6,90;16,10
2019-04-07;30,00;0,00;30,00;22,00;0,00;58,70;0,00;0,00;7,83;0,00;15,00;76,88;0,00;0,00;0,00;180,00;6,00;76,15;39,23;0,00;23,08
2019-04-14;40,00;24,00;32,00;16,00;0,00;24,00;0,00;0,00;8,00;0,00;40,00;47,27;16,36;0,00;0,00;142,86;0,00;15,56;40,00;31,11;15,56
2019-04-21;8,00;0,00;24,00;24,00;8,00;120,00;0,00;8,00;8,00;18,00;70,00;104,00;8,00;0,00;0,00;280,00;24,00;8,00;50,00;0,00;14,00
2019-04-28;22,00;7,00;7,00;15,00;0,00;58,24;0,00;0,00;22,00;16,50;51,33;88,00;7,33;5,50;0,00;242,00;44,00;28,60;37,40;15,40;6,60
2019-05-05;59,00;7,00;0,00;15,00;0,00;36,71;0,00;0,00;7,87;0,00;51,63;51,63;0,00;0,00;0,00;219,91;21,45;29,50;52,19;0,00;31,77
2019-05-12;22,00;0,00;15,00;30,00;0,00;58,24;0,00;0,00;22,00;23,83;7,33;60,50;0,00;0,00;0,00;132,00;5,50;22,00;22,00;15,40;24,20
2019-05-19;66,00;7,00;37,00;66,00;15,00;22,44;0,00;7,92;7,92;16,50;22,00;22,00;7,33;5,50;0,00;209,00;5,50;57,20;22,00;0,00;6,60
2019-05-26;52,00;7,00;15,00;22,00;0,00;72,80;0,00;0,00;37,70;7,17;35,86;59,17;0,00;0,00;0,00;171,60;15,60;45,22;99,48;0,00;24,87
2019-06-02;21,00;0,00;42,00;21,00;0,00;48,56;0,00;6,56;35,44;0,00;54,25;73,50;7,00;0,00;0,00;236,25;15,75;30,33;44,33;0,00;16,33
2019-06-09;7,00;7,00;14,00;36,00;7,00;53,20;0,00;0,00;0,00;0,00;75,25;96,25;0,00;7,00;0,00;287,00;35,00;30,33;105,00;0,00;7,00
2019-06-16;65,00;7,00;58,00;36,00;7,00;35,82;0,00;0,00;14,59;0,00;57,78;79,44;0,00;0,00;0,00;276,25;43,33;22,41;94,14;0,00;15,69
2019-06-23;30,00;7,00;30,00;30,00;7,00;36,52;0,00;0,00;14,35;0,00;37,50;37,50;0,00;0,00;0,00;294,00;48,00;23,08;108,46;16,15;9,23
2019-06-30;59,00;22,00;59,00;7,00;0,00;36,71;0,00;0,00;22,29;16,59;66,38;59,00;0,00;0,00;0,00;295,00;42,91;50,26;218,52;6,56;6,56
2019-07-07;95,00;7,00;36,00;29,00;15,00;72,57;7,92;0,00;22,43;14,62;182,69;131,54;7,31;0,00;5,59;430,29;44,71;64,07;218,72;22,09;53,02
2019-07-14;85,00;0,00;62,00;39,00;8,00;130,77;0,00;0,00;70,62;16,28;92,23;75,96;0,00;5,31;0,00;440,94;21,25;109,61;163,29;0,00;24,61
2019-07-21;67,00;0,00;42,00;50,00;8,00;116,92;0,00;7,88;17,08;27,16;83,30;50,70;9,05;11,17;0,00;541,58;44,67;51,37;209,93;33,50;26,80
2019-07-28;90,00;0,00;41,00;90,00;0,00;121,30;15,65;7,83;40,43;9,18;139,59;66,12;0,00;0,00;0,00;529,41;26,47;87,80;177,80;32,93;32,93
