Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;54,00;59,00;15,00;17,00;15,00;15,00;20,00;17,00;27,00;10,00;15,00;20,00;12,00;2,00;12,00;0,00;10,00;10,00;12,00;12,00;2,00;0,00;2,00;0,00;0,00;0,00;2,00;0,00
2019-01-13;37,00;20,00;29,00;7,00;17,00;5,00;20,00;7,00;10,00;2,00;10,00;7,00;0,00;5,00;5,00;0,00;5,00;0,00;17,00;2,00;0,00;0,00;2,00;2,00;2,00;0,00;0,00;0,00
2019-01-20;51,00;32,00;22,00;12,00;7,00;7,00;17,00;17,00;10,00;5,00;5,00;17,00;0,00;5,00;12,00;0,00;2,00;2,00;10,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;66,00;27,00;7,00;19,00;12,00;7,00;10,00;10,00;12,00;2,00;10,00;15,00;7,00;2,00;5,00;0,00;7,00;2,00;2,00;5,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;49,00;12,00;15,00;10,00;5,00;12,00;12,00;7,00;5,00;2,00;10,00;10,00;5,00;2,00;12,00;0,00;5,00;2,00;7,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-10;38,00;10,00;20,00;10,00;3,00;5,00;10,00;8,00;5,00;8,00;10,00;3,00;5,00;5,00;13,00;0,00;0,00;0,00;8,00;8,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;61,00;20,00;30,00;8,00;10,00;3,00;0,00;0,00;13,00;5,00;5,00;5,00;0,00;0,00;0,00;3,00;3,00;3,00;0,00;15,00;3,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00
2019-02-24;28,00;34,00;18,00;10,00;5,00;3,00;28,00;15,00;5,00;5,00;13,00;3,00;10,00;0,00;5,00;0,00;8,00;3,00;5,00;18,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;70,00;35,00;15,00;27,00;7,00;0,00;22,00;10,00;12,00;2,00;7,00;5,00;10,00;5,00;10,00;0,00;2,00;0,00;15,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;67,00;12,00;35,00;12,00;7,00;0,00;27,00;7,00;7,00;0,00;7,00;15,00;0,00;10,00;3,00;3,00;0,00;2,00;10,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00
2019-03-17;46,00;21,00;18,00;15,00;10,00;0,00;8,00;10,00;5,00;0,00;3,00;0,00;5,00;3,00;0,00;0,00;0,00;0,00;8,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;46,00;13,00;30,00;18,00;8,00;13,00;13,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;5,00;0,00;0,00;3,00;13,00;5,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00
2019-03-31;41,00;8,00;5,00;10,00;0,00;5,00;10,00;10,00;0,00;3,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-07;28,00;13,00;15,00;0,00;8,00;5,00;3,00;0,00;8,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-14;22,00;14,00;14,00;3,00;11,00;8,00;8,00;3,00;3,00;0,00;3,00;0,00;0,00;0,00;6,00;0,00;3,00;0,00;5,00;8,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
