Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2019-01-06;31,00;51,00;24,00;16,00;0,00;3,88;0,00;27,13;3,88
2019-01-13;24,00;55,00;32,00;51,00;8,00;4,00;8,00;20,00;0,00
2019-01-20;27,00;49,00;23,00;61,00;0,00;8,10;14,85;20,25;4,05
2019-01-27;23,00;45,00;15,00;38,00;0,00;0,00;4,06;43,29;14,88
2019-02-03;35,00;31,00;12,00;35,00;8,00;8,08;4,04;28,27;4,04
2019-02-10;16,00;47,00;20,00;24,00;4,00;0,00;0,00;44,00;4,00
2019-02-17;16,00;28,00;8,00;36,00;4,00;16,00;0,00;20,00;8,00
2019-02-24;43,00;43,00;28,00;36,00;0,00;3,91;0,00;27,36;3,91
2019-03-03;31,00;47,00;12,00;24,00;4,00;0,00;7,75;19,38;3,88
2019-03-10;19,00;35,00;19,00;12,00;4,00;8,14;8,14;16,29;4,07
2019-03-17;12,00;38,00;4,00;12,00;0,00;0,00;0,00;28,00;0,00
2019-03-24;44,00;36,00;16,00;28,00;4,00;4,00;4,00;24,00;8,00
2019-03-31;40,00;20,00;16,00;24,00;0,00;4,00;8,00;24,00;8,00
2019-04-07;19,00;27,00;15,00;0,00;0,00;3,80;0,00;34,20;7,60
2019-04-14;37,00;12,00;4,00;21,00;0,00;3,96;3,96;17,18;21,14
2019-04-21;12,00;37,00;4,00;16,00;0,00;12,00;8,00;21,33;12,00
2019-04-28;15,00;35,00;4,00;27,00;0,00;3,75;3,75;26,25;7,50
2019-05-05;15,00;34,00;23,00;46,00;8,00;4,09;4,09;23,18;8,18
2019-05-12;35,00;12,00;8,00;27,00;0,00;0,00;0,00;28,27;4,04
2019-05-19;30,00;19,00;19,00;15,00;0,00;0,00;11,74;19,57;15,65
2019-05-26;31,00;35,00;8,00;19,00;4,00;0,00;8,09;8,09;8,09
2019-06-02;22,00;26,00;18,00;29,00;0,00;0,00;11,00;19,25;6,88
2019-06-09;26,00;45,00;33,00;11,00;4,00;10,40;7,80;18,20;0,00
2019-06-16;15,00;11,00;15,00;38,00;4,00;0,00;12,27;27,27;4,09
2019-06-23;12,00;23,00;19,00;31,00;4,00;0,00;4,00;16,00;4,00
2019-06-30;54,00;35,00;8,00;39,00;4,00;0,00;11,85;15,80;11,85
2019-07-07;19,00;19,00;0,00;42,00;4,00;0,00;4,07;27,14;12,21
2019-07-14;20,00;16,00;12,00;44,00;4,00;0,00;12,00;20,00;8,00
2019-07-21;17,00;52,00;26,00;78,00;4,00;3,92;3,92;43,15;3,92
2019-07-28;26,00;30,00;13,00;38,00;4,00;0,00;4,11;35,58;8,21
2019-08-04;48,00;48,00;35,00;35,00;4,00;4,00;4,00;26,67;26,67
2019-08-11;24,00;48,00;8,00;36,00;12,00;4,00;8,00;24,00;0,00
2019-08-18;57,00;16,00;16,00;12,00;4,00;0,00;3,98;25,19;0,00
2019-08-25;32,00;52,00;8,00;40,00;0,00;0,00;0,00;48,00;8,00
2019-09-01;7,00;30,00;34,00;38,00;4,00;3,50;3,50;23,33;9,33
2019-09-08;11,00;23,00;11,00;34,00;0,00;3,67;3,67;31,78;11,00
2019-09-15;26,00;38,00;30,00;34,00;4,00;0,00;7,80;22,10;7,80
2019-09-22;22,00;30,00;18,00;33,00;4,00;0,00;3,88;14,24;3,88
2019-09-29;29,00;15,00;18,00;29,00;7,00;7,91;7,91;10,55;7,91
