Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;21,00;514,50;5,25;10,50;21,00;30,00;33,00;8,00;28,00;4,67;16,33;4,67;1,17
2019-01-13;16,00;848,00;8,00;32,00;48,00;30,00;36,00;10,00;23,00;16,00;16,00;4,57;2,29
2019-01-20;19,00;427,50;4,75;9,50;28,50;26,00;36,00;10,00;30,00;12,67;19,00;2,11;0,00
2019-01-27;16,00;784,00;8,00;16,00;32,00;21,00;29,00;5,00;26,00;13,71;16,00;6,86;1,14
2019-02-03;14,00;728,00;7,00;28,00;28,00;28,00;25,00;5,00;28,00;9,33;21,00;4,67;1,17
2019-02-10;15,00;795,00;7,50;30,00;30,00;27,00;31,00;6,00;17,00;12,86;19,29;4,29;0,00
2019-02-17;19,00;513,00;9,50;19,00;114,00;30,00;28,00;6,00;35,00;10,56;23,22;4,22;0,00
2019-02-24;10,00;480,00;5,00;10,00;20,00;24,00;28,00;9,00;33,00;8,00;18,00;4,00;0,00
2019-03-03;16,00;784,00;8,00;32,00;32,00;32,00;33,00;7,00;30,00;9,14;20,57;4,57;2,29
2019-03-10;17,00;867,00;8,50;17,00;51,00;29,00;34,00;8,00;32,00;10,63;19,13;4,25;1,06
2019-03-17;22,00;627,00;5,50;22,00;33,00;25,00;33,00;4,00;24,00;11,00;24,20;6,60;2,20
2019-03-24;24,00;588,00;12,00;24,00;24,00;32,00;26,00;9,00;27,00;13,09;17,45;6,55;2,18
2019-03-31;33,00;495,00;11,00;22,00;22,00;31,00;58,00;14,00;32,00;11,00;24,20;4,40;2,20
2019-04-07;26,00;650,00;13,00;26,00;26,00;42,00;48,00;9,00;39,00;17,33;21,67;8,67;2,17
2019-04-14;37,00;1233,33;12,33;24,67;37,00;46,00;71,00;19,00;47,00;15,24;32,65;6,53;1,09
2019-04-21;32,00;480,00;5,33;21,33;21,33;39,00;66,00;17,00;36,00;16,00;22,86;4,57;0,00
2019-04-28;25,00;500,00;6,25;12,50;25,00;34,00;42,00;13,00;25,00;11,36;20,45;4,55;2,27
2019-05-05;26,00;676,00;6,50;26,00;26,00;34,00;54,00;14,00;24,00;10,83;28,17;6,50;2,17
2019-05-12;29,00;406,00;4,83;19,33;29,00;34,00;51,00;16,00;39,00;11,15;22,31;6,69;0,00
2019-05-19;34,00;476,00;5,67;11,33;45,33;45,00;50,00;15,00;33,00;15,87;29,47;6,80;2,27
2019-05-26;37,00;493,33;6,17;24,67;24,67;23,00;41,00;19,00;30,00;17,41;21,76;4,35;2,18
2019-06-02;35,00;571,67;5,83;46,67;23,33;36,00;64,00;14,00;49,00;19,69;26,25;8,75;2,19
2019-06-09;39,00;559,00;13,00;52,00;39,00;47,00;50,00;9,00;40,00;23,83;28,17;6,50;2,17
2019-06-16;34,00;510,00;11,33;45,33;34,00;40,00;62,00;18,00;40,00;13,60;31,73;11,33;1,13
2019-06-23;50,00;575,00;6,25;37,50;25,00;41,00;60,00;19,00;31,00;15,22;36,96;8,70;4,35
2019-06-30;39,00;598,00;13,00;52,00;52,00;39,00;67,00;18,00;36,00;19,50;30,33;6,50;2,17
2019-07-07;44,00;517,00;11,00;22,00;33,00;56,00;60,00;18,00;44,00;22,00;33,00;11,00;4,40
2019-07-14;47,00;646,25;11,75;23,50;35,25;52,00;70,00;30,00;53,00;15,67;42,52;8,95;1,12
2019-07-21;39,00;728,00;13,00;26,00;39,00;55,00;80,00;26,00;47,00;21,67;32,50;10,83;2,17
2019-07-28;52,00;767,00;13,00;26,00;39,00;52,00;90,00;23,00;62,00;22,61;31,65;9,04;4,52
2019-08-04;48,00;672,00;12,00;36,00;36,00;72,00;100,00;25,00;55,00;28,36;37,09;13,09;2,18
2019-08-11;47,00;693,25;11,75;35,25;35,25;69,00;94,00;23,00;63,00;40,29;44,76;15,67;2,24
2019-08-18;50,00;687,50;6,25;37,50;50,00;46,00;96,00;19,00;58,00;28,26;28,26;8,70;4,35
2019-08-25;34,00;589,33;11,33;34,00;34,00;59,00;66,00;13,00;40,00;18,13;36,27;6,80;2,27
2019-09-01;32,00;565,33;10,67;21,33;32,00;39,00;68,00;23,00;45,00;9,14;29,71;4,57;4,57
2019-09-08;37,00;592,00;12,33;37,00;24,67;48,00;56,00;16,00;36,00;15,24;19,59;4,35;2,18
2019-09-15;24,00;696,00;6,00;36,00;36,00;26,00;52,00;11,00;28,00;15,27;26,18;4,36;2,18
2019-09-22;40,00;733,33;6,67;40,00;40,00;34,00;49,00;15,00;33,00;11,11;24,44;6,67;2,22
2019-09-29;33,00;583,00;5,50;33,00;22,00;34,00;62,00;7,00;31,00;11,00;24,20;6,60;6,60
2019-10-06;26,00;637,00;13,00;39,00;52,00;33,00;54,00;9,00;41,00;15,17;26,00;6,50;2,17
2019-10-13;30,00;430,00;10,00;20,00;30,00;40,00;59,00;13,00;32,00;12,86;19,29;4,29;0,00
2019-10-20;20,00;490,00;10,00;30,00;20,00;25,00;47,00;18,00;37,00;15,56;28,89;4,44;0,00
2019-10-27;18,00;522,00;9,00;27,00;18,00;31,00;51,00;9,00;27,00;15,75;22,50;2,25;1,13
