Tout_inclus;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-06-30;64,00;54,00;45,00;43,00;25,00;52,36;77,58;166,79;52,36
2019-07-07;67,00;73,00;49,00;45,00;24,00;49,77;91,89;168,46;55,51
2019-07-14;87,00;61,00;50,00;45,00;20,00;46,40;92,80;172,07;58,00
2019-07-21;80,00;61,00;46,00;42,00;24,00;49,52;81,90;161,90;57,14
2019-07-28;83,00;56,00;47,00;42,00;23,00;52,12;84,93;154,42;55,98
2019-08-04;83,00;55,00;52,00;44,00;21,00;55,98;84,93;169,86;54,05
2019-08-11;81,00;43,00;33,00;38,00;24,00;48,21;81,00;148,50;50,14
2019-08-18;69,00;45,00;41,00;34,00;20,00;38,33;59,42;143,75;47,92
2019-08-25;62,00;46,00;36,00;37,00;23,00;34,88;60,06;147,25;44,56
2019-09-01;54,00;37,00;32,00;31,00;15,00;27,00;61,71;136,93;46,29
2019-09-08;46,00;32,00;32,00;31,00;13,00;21,08;49,83;141,83;42,17
2019-09-15;47,00;31,00;29,00;29,00;14,00;16,92;50,76;142,88;47,00
2019-09-22;46,00;28,00;29,00;31,00;14,00;13,42;49,83;178,25;46,00
2019-09-29;48,00;30,00;29,00;30,00;10,00;13,44;40,32;122,88;48,00
2019-10-06;41,00;35,00;29,00;26,00;13,00;14,91;46,59;113,68;41,00
2019-10-13;42,00;32,00;23,00;27,00;10,00;15,27;36,27;101,18;43,91
2019-10-20;44,00;31,00;27,00;26,00;9,00;9,57;45,91;86,09;45,91
2019-10-27;42,00;35,00;15,00;22,00;6,00;11,45;36,27;78,27;42,00
2019-11-03;41,00;41,00;24,00;27,00;8,00;14,91;35,41;83,86;46,59
2019-11-10;41,00;32,00;26,00;20,00;9,00;11,71;37,10;82,00;46,86
2019-11-17;40,00;35,00;21,00;24,00;7,00;17,14;38,10;70,48;45,71
2019-11-24;37,00;29,00;20,00;22,00;8,00;13,63;33,11;75,95;50,63
2019-12-01;33,00;23,00;22,00;22,00;9,00;13,59;33,00;71,82;50,47
2019-12-08;36,00;34,00;21,00;21,00;7,00;11,37;37,89;66,32;49,26
2019-12-15;49,00;35,00;26,00;22,00;9,00;16,96;35,81;79,15;49,00
2019-12-22;56,00;30,00;26,00;31,00;10,00;17,38;54,07;121,66;65,66
2019-12-29;67,00;52,00;39,00;37,00;12,00;26,80;65,09;178,03;89,97
2020-01-05;67,00;50,00;35,00;42,00;12,00;32,54;86,14;183,77;97,63
2020-01-12;70,00;50,00;42,00;40,00;11,00;35,00;75,83;192,50;103,06
2020-01-19;67,00;41,00;39,00;37,00;12,00;30,63;70,83;168,46;93,80
2020-01-26;67,00;42,00;33,00;34,00;9,00;24,89;61,26;147,40;70,83
2020-02-02;61,00;43,00;39,00;30,00;10,00;26,69;53,38;137,25;72,44
2020-02-09;65,00;44,00;29,00;27,00;9,00;26,76;57,35;124,26;70,74
2020-02-16;61,00;49,00;40,00;29,00;12,00;22,88;61,00;135,34;80,06
2020-02-23;50,00;26,00;27,00;24,00;10,00;13,46;40,38;107,69;69,23
2020-03-01;32,00;29,00;22,00;19,00;9,00;13,18;30,12;86,59;52,71
2020-03-08;28,00;24,00;13,00;15,00;5,00;3,73;26,13;69,07;52,27
2020-03-15;8,00;6,00;3,00;9,00;3,00;4,00;6,00;40,00;32,00
2020-03-22;11,00;7,00;11,00;7,00;2,00;3,67;7,33;29,33;23,83
2020-03-29;11,00;9,00;5,00;6,00;3,00;3,67;7,33;27,50;22,00
2020-04-05;11,00;7,00;7,00;9,00;3,00;3,67;7,33;38,50;23,83
2020-04-12;10,00;5,00;14,00;8,00;2,00;4,00;8,00;44,00;30,00
2020-04-19;10,00;9,00;7,00;7,00;2,00;4,00;8,00;36,00;28,00
2020-04-26;8,00;9,00;8,00;8,00;2,00;4,00;8,00;38,00;26,00
2020-05-03;10,00;8,00;7,00;8,00;2,00;4,00;8,00;42,00;30,00
2020-05-10;9,00;5,00;12,00;10,00;2,00;3,60;12,60;32,40;27,00
2020-05-17;13,00;12,00;10,00;13,00;3,00;7,43;16,71;42,71;29,71
2020-05-24;14,00;11,00;12,00;13,00;4,00;8,75;17,50;43,75;28,00
2020-05-31;26,00;13,00;22,00;14,00;4,00;16,71;27,86;50,14;31,57
2020-06-07;25,00;16,00;21,00;17,00;4,00;17,31;23,08;50,00;38,46
2020-06-14;31,00;20,00;15,00;16,00;4,00;21,31;27,13;52,31;40,69
2020-06-21;30,00;21,00;22,00;19,00;6,00;26,25;31,88;69,38;41,25
2020-06-28;39,00;27,00;19,00;22,00;6,00;37,05;39,00;68,25;35,10
2020-07-05;38,00;26,00;29,00;20,00;7,00;34,20;38,00;68,40;38,00
2020-07-12;31,00;19,00;23,00;20,00;7,00;32,94;46,50;77,50;36,81
2020-07-19;29,00;14,00;29,00;21,00;7,00;34,80;40,60;83,13;38,67
2020-07-26;32,00;10,00;28,00;17,00;8,00;33,88;39,53;60,24;35,76
2020-08-02;34,00;14,00;24,00;20,00;10,00;39,67;34,00;58,56;37,78
2020-08-09;34,00;20,00;21,00;15,00;10,00;34,00;28,33;69,89;37,78
2020-08-16;32,00;16,00;13,00;16,00;10,00;24,47;30,12;60,24;37,65
2020-08-23;28,00;16,00;11,00;13,00;8,00;16,80;28,00;63,47;35,47
2020-08-30;27,00;19,00;11,00;15,00;9,00;9,64;28,93;61,71;36,64
2020-09-06;25,00;19,00;15,00;15,00;5,00;9,62;36,54;53,85;38,46
2020-09-13;21,00;12,00;15,00;14,00;3,00;5,73;17,18;53,45;38,18
2020-09-20;19,00;11,00;22,00;12,00;4,00;3,80;15,20;49,40;38,00
2020-09-27;17,00;16,00;14,00;12,00;4,00;1,89;13,22;49,11;41,56
2020-10-04;17,00;5,00;13,00;11,00;4,00;3,78;13,22;49,11;43,44
2020-10-11;18,00;7,00;13,00;9,00;3,00;3,60;14,40;39,60;41,40
2020-10-18;18,00;6,00;8,00;8,00;3,00;4,00;10,00;54,00;46,00
2020-10-25;9,00;4,00;6,00;7,00;2,00;1,80;10,80;41,40;36,00
2020-11-01;8,00;8,00;10,00;5,00;2,00;2,00;14,00;34,00;36,00
2020-11-08;11,00;11,00;9,00;5,00;2,00;1,83;11,00;44,00;38,50
2020-11-15;13,00;11,00;4,00;5,00;3,00;1,86;13,00;39,00;39,00
2020-11-22;18,00;12,00;8,00;5,00;2,00;4,00;16,00;46,00;40,00
2020-11-29;17,00;10,00;7,00;6,00;2,00;3,78;15,11;39,67;39,67
2020-12-06;17,00;15,00;12,00;4,00;2,00;1,89;17,00;41,56;39,67
2020-12-13;20,00;15,00;10,00;6,00;2,00;4,00;12,00;40,00;42,00
2020-12-20;19,00;15,00;7,00;7,00;4,00;3,80;7,60;36,10;45,60
2020-12-27;33,00;11,00;8,00;10,00;2,00;7,76;15,53;52,41;56,29
2021-01-03;34,00;12,00;17,00;10,00;2,00;7,56;17,00;43,44;58,56
2021-01-10;26,00;14,00;14,00;9,00;2,00;3,71;14,86;39,00;59,43
2021-01-17;22,00;10,00;15,00;9,00;2,00;6,00;10,00;44,00;60,00
2021-01-24;16,00;7,00;13,00;8,00;2,00;5,33;10,67;28,44;51,56
2021-01-31;17,00;9,00;16,00;9,00;2,00;7,56;13,22;30,22;52,89
2021-02-07;17,00;6,00;12,00;8,00;4,00;3,78;11,33;30,22;52,89
2021-02-14;21,00;11,00;21,00;9,00;3,00;3,82;15,27;34,36;66,82
2021-02-21;21,00;10,00;14,00;8,00;3,00;7,64;15,27;49,64;70,64
2021-02-28;21,00;12,00;15,00;10,00;4,00;5,73;17,18;42,00;78,27
2021-03-07;24,00;9,00;16,00;9,00;3,00;6,00;18,00;46,00;84,00
2021-03-14;23,00;11,00;18,00;12,00;6,00;5,75;15,33;42,17;93,92
2021-03-21;23,00;11,00;17,00;8,00;5,00;7,67;13,42;38,33;86,25
2021-03-28;16,00;7,00;11,00;6,00;4,00;12,00;12,00;30,00;84,00
2021-04-04;24,00;13,00;18,00;11,00;3,00;16,00;16,00;32,00;100,00
2021-04-11;23,00;18,00;17,00;8,00;6,00;15,33;15,33;26,83;88,17
2021-04-18;28,00;17,00;21,00;9,00;6,00;14,00;18,00;32,00;86,00
2021-04-25;30,00;15,00;19,00;13,00;6,00;20,00;20,00;30,00;82,00
2021-05-02;37,00;22,00;20,00;16,00;6,00;19,47;23,37;37,00;79,84
2021-05-09;46,00;29,00;28,00;22,00;9,00;24,92;36,42;34,50;76,67
2021-05-16;46,00;37,00;25,00;25,00;11,00;26,83;44,08;30,67;82,42
2021-05-23;49,00;40,00;35,00;34,00;10,00;32,04;49,00;32,04;79,15
2021-05-30;49,00;53,00;37,00;36,00;11,00;39,20;58,80;37,24;84,28
2021-06-06;54,00;51,00;36,00;37,00;13,00;36,64;57,86;30,86;86,79
2021-06-13;55,00;48,00;40,00;42,00;17,00;39,29;58,93;29,46;90,36
2021-06-20;81,00;41,00;41,00;43,00;14,00;48,21;65,57;40,50;86,79
2021-06-27;55,00;55,00;32,00;36,00;17,00;41,25;58,93;39,29;86,43
2021-07-04;50,00;61,00;52,00;41,00;16,00;50,00;51,92;48,08;82,69
2021-07-11;47,00;53,00;44,00;34,00;17,00;39,17;52,88;50,92;86,17
2021-07-18;51,00;60,00;44,00;37,00;18,00;33,35;60,81;54,92;74,54
2021-07-25;52,00;60,00;46,00;36,00;17,00;32,74;77,04;57,78;69,33
2021-08-01;53,00;46,00;34,00;34,00;19,00;32,18;83,29;64,36;58,68
2021-08-08;58,00;41,00;37,00;33,00;19,00;36,73;69,60;67,67;56,07
2021-08-15;53,00;45,00;32,00;35,00;18,00;37,30;70,67;62,81;53,00
2021-08-22;46,00;48,00;25,00;33,00;15,00;28,75;53,67;63,25;49,83
2021-08-29;49,00;40,00;32,00;30,00;12,00;21,56;54,88;62,72;50,96
2021-09-05;42,00;34,00;28,00;35,00;12,00;13,36;55,36;63,00;49,64
2021-09-12;40,00;35,00;24,00;31,00;11,00;11,43;55,24;70,48;49,52
2021-09-19;43,00;36,00;35,00;30,00;9,00;7,82;50,82;68,41;50,82
2021-09-26;41,00;35,00;35,00;28,00;7,00;9,76;46,86;60,52;50,76
2021-10-03;38,00;28,00;25,00;26,00;9,00;7,60;41,80;66,50;53,20
2021-10-10;39,00;35,00;24,00;30,00;5,00;9,75;42,90;68,25;54,60
2021-10-17;38,00;27,00;23,00;25,00;6,00;9,50;43,70;60,80;51,30
2021-10-24;41,00;28,00;25,00;22,00;7,00;7,81;29,29;56,62;56,62
2021-10-31;41,00;40,00;18,00;22,00;6,00;9,76;29,29;46,86;54,67
2021-11-07;39,00;32,00;23,00;18,00;6,00;9,75;21,45;50,70;54,60
2021-11-14;34,00;22,00;18,00;15,00;5,00;9,44;22,67;43,44;51,00
2021-11-21;26,00;19,00;13,00;12,00;4,00;6,00;18,00;40,00;56,00
2021-11-28;22,00;17,00;14,00;10,00;5,00;6,00;16,00;26,00;54,00
2021-12-05;23,00;16,00;8,00;14,00;5,00;7,67;23,00;24,92;47,92
2021-12-12;22,00;21,00;11,00;17,00;4,00;8,00;28,00;26,00;54,00
2021-12-19;30,00;22,00;14,00;15,00;7,00;8,00;28,00;26,00;52,00
2021-12-26;39,00;33,00;20,00;24,00;4,00;11,70;40,95;56,55;64,35
2022-01-02;50,00;44,00;23,00;34,00;5,00;17,31;53,85;92,31;90,38
2022-01-09;47,00;48,00;28,00;29,00;7,00;11,75;68,54;105,75;99,88
2022-01-16;53,00;44,00;34,00;31,00;8,00;17,67;53,00;107,96;98,15
2022-01-23;60,00;51,00;30,00;26,00;8,00;19,35;58,06;108,39;87,10
2022-01-30;65,00;52,00;38,00;33,00;10,00;19,12;53,53;105,15;76,47
2022-02-06;69,00;51,00;35,00;36,00;8,00;21,08;67,08;99,67;78,58
2022-02-13;73,00;42,00;46,00;40,00;6,00;17,29;51,87;97,97;78,76
2022-02-20;74,00;36,00;29,00;32,00;7,00;20,87;62,62;92,97;91,08
2022-02-27;57,00;35,00;36,00;27,00;9,00;20,90;51,30;87,40;83,60
2022-03-06;58,00;34,00;38,00;31,00;9,00;23,20;50,27;94,73;85,07
2022-03-13;60,00;31,00;41,00;29,00;9,00;19,35;50,32;102,58;83,23
2022-03-20;67,00;37,00;36,00;30,00;9,00;26,80;55,51;107,20;84,23
2022-03-27;70,00;46,00;19,00;34,00;11,00;32,16;52,97;115,41;81,35
