Residence_tourisme;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;40,00;34,00;23,00;18,00;36,00;9,00;27,00;29,00;9,00
2019-01-13;41,00;32,00;23,00;17,00;43,00;11,00;32,00;25,00;3,00
2019-01-20;44,00;48,00;28,00;17,00;46,00;9,00;23,00;25,00;2,00
2019-01-27;37,00;24,00;22,00;24,00;42,00;12,00;34,00;21,00;2,00
2019-02-03;41,00;34,00;24,00;18,00;39,00;7,00;24,00;24,00;2,00
2019-02-10;45,00;36,00;18,00;23,00;39,00;13,00;25,00;20,00;2,00
2019-02-17;42,00;16,00;20,00;19,00;47,00;14,00;13,00;19,00;2,00
2019-02-24;42,00;25,00;22,00;20,00;56,00;13,00;18,00;21,00;4,00
2019-03-03;45,00;19,00;22,00;15,00;56,00;8,00;16,00;16,00;3,00
2019-03-10;41,00;14,00;14,00;20,00;53,00;11,00;18,00;21,00;2,00
2019-03-17;43,00;22,00;27,00;17,00;55,00;12,00;17,00;19,00;2,00
2019-03-24;48,00;30,00;20,00;15,00;51,00;11,00;19,00;20,00;3,00
2019-03-31;49,00;33,00;25,00;14,00;51,00;12,00;17,00;23,00;2,00
2019-04-07;49,00;28,00;22,00;17,00;58,00;13,00;17,00;25,00;3,00
2019-04-14;49,00;22,00;24,00;9,00;50,00;9,00;19,00;22,00;3,00
2019-04-21;38,00;24,00;12,00;14,00;44,00;14,00;19,00;19,00;3,00
2019-04-28;42,00;33,00;10,00;15,00;48,00;13,00;24,00;21,00;3,00
2019-05-05;39,00;22,00;19,00;15,00;56,00;12,00;17,00;20,00;3,00
2019-05-12;40,00;17,00;26,00;13,00;59,00;6,00;7,00;17,00;3,00
2019-05-19;37,00;29,00;18,00;16,00;55,00;12,00;18,00;27,00;5,00
2019-05-26;44,00;31,00;19,00;18,00;67,00;10,00;25,00;19,00;6,00
2019-06-02;45,00;32,00;12,00;23,00;61,00;13,00;15,00;22,00;3,00
2019-06-09;47,00;22,00;16,00;19,00;64,00;16,00;15,00;23,00;3,00
2019-06-16;38,00;27,00;18,00;20,00;69,00;15,00;31,00;27,00;3,00
2019-06-23;46,00;29,00;27,00;22,00;73,00;14,00;15,00;25,00;3,00
2019-06-30;47,00;35,00;7,00;19,00;83,00;17,00;19,00;27,00;3,00
2019-07-07;40,00;29,00;29,00;21,00;71,00;10,00;26,00;28,00;3,00
2019-07-14;43,00;32,00;33,00;22,00;81,00;16,00;19,00;22,00;3,00
2019-07-21;50,00;23,00;39,00;21,00;81,00;13,00;23,00;24,00;2,00
2019-07-28;55,00;25,00;29,00;22,00;87,00;14,00;23,00;23,00;4,00
2019-08-04;59,00;19,00;27,00;20,00;87,00;16,00;22,00;23,00;3,00
2019-08-11;55,00;18,00;19,00;20,00;78,00;13,00;29,00;23,00;3,00
2019-08-18;50,00;25,00;20,00;17,00;62,00;16,00;17,00;20,00;3,00
2019-08-25;38,00;13,00;34,00;19,00;51,00;14,00;18,00;21,00;4,00
2019-09-01;34,00;28,00;14,00;18,00;47,00;10,00;25,00;22,00;4,00
2019-09-08;31,00;19,00;16,00;22,00;34,00;7,00;15,00;25,00;4,00
2019-09-15;36,00;20,00;29,00;18,00;37,00;7,00;21,00;25,00;4,00
2019-09-22;40,00;24,00;14,00;15,00;33,00;9,00;18,00;28,00;4,00
2019-09-29;39,00;26,00;16,00;17,00;37,00;9,00;17,00;18,00;4,00
2019-10-06;42,00;17,00;14,00;15,00;38,00;9,00;13,00;24,00;3,00
2019-10-13;44,00;16,00;7,00;10,00;26,00;6,00;18,00;18,00;3,00
2019-10-20;38,00;19,00;19,00;13,00;29,00;5,00;20,00;16,00;4,00
2019-10-27;46,00;18,00;10,00;14,00;28,00;7,00;15,00;19,00;4,00
2019-11-03;47,00;16,00;20,00;12,00;21,00;8,00;18,00;16,00;3,00
2019-11-10;32,00;13,00;10,00;13,00;20,00;8,00;17,00;15,00;4,00
2019-11-17;34,00;16,00;24,00;11,00;29,00;5,00;17,00;15,00;4,00
