Voyage;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;81,00;63,00;70,00;81,00;73,00;64,13;64,13;81,00;43,88
2019-01-13;81,00;55,00;73,00;78,00;72,00;64,13;59,06;81,00;42,19
2019-01-20;72,00;50,00;65,00;71,00;69,00;56,93;48,56;78,70;40,19
2019-01-27;57,00;49,00;65,00;69,00;77,00;60,35;46,94;73,76;38,56
2019-02-03;55,00;44,00;65,00;60,00;77,00;58,33;45,00;68,33;38,33
2019-02-10;52,00;47,00;62,00;55,00;74,00;58,71;45,29;62,06;40,26
2019-02-17;53,00;41,00;59,00;51,00;75,00;57,97;43,06;64,59;41,41
2019-02-24;66,00;44,00;59,00;47,00;75,00;62,70;42,90;62,70;41,25
2019-03-03;54,00;44,00;61,00;53,00;74,00;62,44;42,19;65,81;43,88
2019-03-10;52,00;44,00;59,00;51,00;75,00;63,74;43,61;62,06;43,61
2019-03-17;52,00;43,00;60,00;47,00;78,00;62,06;36,90;62,06;41,94
2019-03-24;53,00;41,00;53,00;44,00;79,00;64,97;37,61;61,55;41,03
2019-03-31;70,00;51,00;56,00;41,00;72,00;60,00;36,67;61,67;40,00
2019-04-07;70,00;45,00;63,00;42,00;77,00;58,33;38,33;71,67;38,33
2019-04-14;66,00;44,00;60,00;42,00;68,00;56,10;36,30;62,70;36,30
2019-04-21;67,00;44,00;63,00;42,00;67,00;61,98;40,20;65,33;38,53
2019-04-28;67,00;45,00;58,00;45,00;66,00;58,63;45,23;65,33;36,85
2019-05-05;64,00;41,00;60,00;43,00;69,00;58,95;40,42;62,32;37,05
2019-05-12;59,00;44,00;57,00;41,00;73,00;55,63;38,77;64,06;40,46
2019-05-19;58,00;47,00;55,00;41,00;72,00;53,03;39,77;67,94;39,77
2019-05-26;54,00;43,00;55,00;42,00;71,00;52,36;39,27;67,09;40,91
2019-06-02;58,00;49,00;56,00;42,00;78,00;61,31;43,09;69,60;44,74
2019-06-09;65,00;50,00;62,00;46,00;78,00;65,00;43,33;75,00;46,67
2019-06-16;67,00;50,00;62,00;47,00;80,00;68,68;40,20;72,03;48,58
2019-06-23;66,00;53,00;57,00;44,00;85,00;67,65;41,25;70,95;44,55
2019-06-30;73,00;60,00;65,00;50,00;90,00;71,34;49,77;73,00;43,14
2019-07-07;72,00;66,00;73,00;68,00;93,00;73,67;55,26;75,35;43,53
2019-07-14;75,00;63,00;69,00;60,00;90,00;73,33;56,67;76,67;43,33
2019-07-21;81,00;61,00;65,00;53,00;93,00;82,69;50,63;74,25;42,19
2019-07-28;95,00;64,00;70,00;53,00;100,00;81,67;53,33;75,00;40,00
2019-08-04;85,00;57,00;73,00;51,00;91,00;83,30;54,40;78,20;42,50
2019-08-11;80,00;53,00;66,00;50,00;89,00;73,33;51,67;73,33;38,33
2019-08-18;64,00;53,00;65,00;50,00;85,00;70,74;48,84;74,11;40,42
2019-08-25;62,00;51,00;57,00;48,00;80,00;62,00;45,24;72,05;36,86
2019-09-01;58,00;52,00;62,00;50,00;74,00;59,71;49,47;69,94;37,53
2019-09-08;62,00;49,00;59,00;47,00;64,00;56,97;40,22;72,05;35,19
2019-09-15;60,00;49,00;61,00;46,00;66,00;51,67;38,33;73,33;36,67
2019-09-22;68,00;54,00;65,00;96,00;74,00;53,07;46,44;84,59;36,49
2019-09-29;57,00;45,00;65,00;55,00;71,00;50,29;43,59;68,74;36,88
2019-10-06;54,00;42,00;63,00;49,00;76,00;50,63;40,50;69,19;35,44
2019-10-13;55,00;47,00;50,00;48,00;71,00;53,33;41,67;63,33;33,33
2019-10-20;60,00;49,00;54,00;48,00;61,00;50,00;41,67;61,67;35,00
2019-10-27;59,00;51,00;53,00;49,00;62,00;48,89;42,14;55,63;32,03
2019-11-03;54,00;53,00;59,00;47,00;63,00;48,94;42,19;59,06;37,13
2019-11-10;51,00;53,00;52,00;43,00;58,00;52,70;39,10;56,10;35,70
2019-11-17;50,00;46,00;51,00;42,00;61,00;50,00;38,33;50,00;35,00
2019-11-24;50,00;45,00;49,00;39,00;59,00;50,00;35,00;48,33;36,67
2019-12-01;45,00;43,00;50,00;38,00;59,00;46,67;38,33;45,00;38,33
2019-12-08;45,00;46,00;52,00;38,00;57,00;46,67;38,33;45,00;35,00
2019-12-15;51,00;46,00;53,00;40,00;53,00;47,60;37,40;54,40;39,10
2019-12-22;60,00;53,00;63,00;52,00;60,00;55,00;45,00;58,33;43,33
2019-12-29;71,00;58,00;74,00;73,00;69,00;62,55;55,79;84,52;47,33
