Tout_inclus;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;78,00;53,00;39,00;40,00;8,00;38,05;89,41;190,24;93,22
2019-01-13;80,00;48,00;34,00;40,00;12,00;38,10;85,71;171,43;87,62
2019-01-20;68,00;44,00;30,00;37,00;11,00;35,89;62,33;149,22;81,22
2019-01-27;78,00;50,00;40,00;36,00;12,00;32,34;64,68;138,88;76,10
2019-02-03;86,00;53,00;38,00;31,00;10,00;32,49;66,89;141,42;74,53
2019-02-10;100,00;41,00;41,00;29,00;13,00;32,69;61,54;125,00;69,23
2019-02-17;95,00;38,00;40,00;27,00;13,00;32,30;57,00;123,50;79,80
2019-02-24;90,00;43,00;27,00;25,00;12,00;38,30;55,53;122,55;76,60
2019-03-03;84,00;44,00;36,00;26,00;10,00;32,45;49,64;120,27;76,36
2019-03-10;65,00;33,00;26,00;25,00;11,00;32,50;53,53;116,62;68,82
2019-03-17;67,00;40,00;32,00;27,00;12,00;32,54;49,77;128,26;63,17
2019-03-24;62,00;41,00;28,00;23,00;13,00;31,94;52,61;118,36;65,76
2019-03-31;64,00;38,00;34,00;23,00;11,00;28,24;50,82;120,47;60,24
2019-04-07;63,00;37,00;45,00;26,00;14,00;28,64;55,36;127,91;57,27
2019-04-14;55,00;42,00;24,00;25,00;14,00;26,55;45,52;121,38;55,00
2019-04-21;60,00;40,00;34,00;27,00;12,00;34,84;50,32;147,10;56,13
2019-04-28;59,00;41,00;40,00;27,00;13,00;32,35;66,61;144,65;53,29
2019-05-05;58,00;35,00;26,00;27,00;13,00;29,00;52,20;141,13;52,20
2019-05-12;52,00;34,00;29,00;27,00;17,00;26,96;50,07;154,07;53,93
2019-05-19;50,00;41,00;45,00;30,00;17,00;34,62;63,46;155,77;55,77
2019-05-26;52,00;43,00;30,00;32,00;15,00;32,74;61,63;163,70;59,70
2019-06-02;52,00;43,00;32,00;36,00;16,00;38,52;63,56;161,78;59,70
2019-06-09;60,00;55,00;40,00;39,00;18,00;43,13;58,13;159,38;60,00
2019-06-16;63,00;52,00;48,00;43,00;22,00;51,55;59,18;168,00;64,91
2019-06-23;62,00;48,00;33,00;42,00;20,00;48,44;63,94;170,50;58,13
2019-06-30;65,00;53,00;45,00;42,00;24,00;51,62;74,56;164,41;51,62
2019-07-07;66,00;75,00;49,00;45,00;23,00;49,03;88,63;164,06;54,69
2019-07-14;86,00;63,00;49,00;44,00;20,00;45,87;89,82;168,18;57,33
2019-07-21;79,00;62,00;46,00;43,00;24,00;48,90;79,00;159,88;56,43
2019-07-28;81,00;56,00;45,00;43,00;25,00;52,74;82,88;152,58;54,63
