Chambres_hotes;FR;BE;CH;DE;ES;IT;NL;GB;US
2021-07-04;44,00;90,00;44,00;12,00;6,00;246,40;61,60;61,60;22,00
2021-07-11;44,00;87,00;42,00;12,00;7,00;224,40;74,80;70,40;22,00
2021-07-18;47,00;78,00;46,00;11,00;5,00;260,64;81,18;72,64;21,36
2021-07-25;52,00;78,00;39,00;13,00;7,00;264,33;82,33;78,00;21,67
2021-08-01;55,00;76,00;38,00;13,00;8,00;304,62;93,08;76,15;21,15
2021-08-08;62,00;76,00;37,00;13,00;8,00;396,80;95,07;78,53;20,67
2021-08-15;54,00;67,00;33,00;12,00;7,00;340,62;95,54;66,46;20,77
2021-08-22;41,00;62,00;29,00;12,00;7,00;213,20;73,80;69,70;16,40
2021-08-29;34,00;61,00;23,00;10,00;6,00;178,50;68,00;59,50;21,25
2021-09-05;34,00;52,00;29,00;10,00;6,00;170,00;59,50;55,25;21,25
2021-09-12;30,00;45,00;25,00;9,00;6,00;137,14;51,43;55,71;17,14
2021-09-19;27,00;41,00;26,00;9,00;5,00;130,50;49,50;49,50;18,00
2021-09-26;24,00;34,00;22,00;8,00;5,00;116,00;40,00;36,00;20,00
2021-10-03;26,00;38,00;21,00;9,00;6,00;108,33;43,33;39,00;17,33
2021-10-10;24,00;43,00;25,00;9,00;6,00;108,00;32,00;36,00;20,00
2021-10-17;25,00;33,00;23,00;9,00;6,00;112,50;33,33;37,50;16,67
2021-10-24;24,00;35,00;16,00;7,00;4,00;104,00;24,00;32,00;16,00
2021-10-31;22,00;34,00;15,00;7,00;4,00;92,40;26,40;30,80;17,60
2021-11-07;21,00;32,00;16,00;6,00;5,00;88,20;29,40;29,40;12,60
2021-11-14;18,00;27,00;16,00;5,00;5,00;90,00;27,00;27,00;13,50
2021-11-21;13,00;23,00;8,00;5,00;4,00;73,67;26,00;21,67;13,00
2021-11-28;14,00;24,00;9,00;5,00;4,00;74,67;23,33;23,33;14,00
2021-12-05;15,00;27,00;9,00;4,00;4,00;90,00;25,00;20,00;15,00
2021-12-12;13,00;24,00;11,00;4,00;3,00;69,33;17,33;17,33;13,00
2021-12-19;15,00;19,00;14,00;5,00;3,00;70,00;20,00;20,00;15,00
2021-12-26;16,00;31,00;15,00;6,00;4,00;80,00;24,00;24,00;12,00
2022-01-02;17,00;38,00;11,00;8,00;4,00;72,25;29,75;29,75;12,75
2022-01-09;19,00;31,00;19,00;7,00;5,00;66,50;33,25;38,00;14,25
2022-01-16;20,00;42,00;17,00;8,00;6,00;64,00;32,00;36,00;12,00
2022-01-23;22,00;39,00;23,00;7,00;5,00;79,20;35,20;39,60;13,20
2022-01-30;23,00;42,00;22,00;8,00;5,00;82,80;36,80;41,40;13,80
2022-02-06;26,00;47,00;20,00;9,00;5,00;91,00;39,00;43,33;13,00
2022-02-13;27,00;38,00;24,00;10,00;6,00;108,00;40,50;40,50;13,50
2022-02-20;24,00;43,00;27,00;8,00;6,00;88,00;40,00;32,00;12,00
2022-02-27;24,00;35,00;25,00;9,00;6,00;80,00;32,00;32,00;12,00
2022-03-06;22,00;33,00;20,00;9,00;5,00;92,40;39,60;39,60;17,60
2022-03-13;27,00;40,00;23,00;9,00;7,00;103,50;40,50;40,50;18,00
