Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-01-06;34,00;98,22;88,78;45,33;88,78;79,83;85,74;36,96;50,26;25,00;17,00;27,00;17,00;14,00;13,00;14,00;14,00;7,00;7,00;10,00;20,00;13,00;3,00;0,00;0,00;0,00;0,00;0,00
2019-01-13;48,00;94,15;60,92;64,62;49,85;78,00;64,50;48,00;43,50;46,00;44,00;31,00;17,00;14,00;10,00;31,00;41,00;13,00;13,00;10,00;7,00;10,00;4,00;7,00;3,00;0,00;0,00;0,00
2019-01-20;50,00;88,89;68,52;66,67;62,96;80,30;56,06;43,94;50,00;31,00;26,00;27,00;13,00;3,00;46,00;7,00;27,00;7,00;16,00;10,00;13,00;10,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;56,00;72,80;95,20;69,07;48,53;122,32;73,68;75,16;45,68;28,00;23,00;23,00;30,00;16,00;13,00;10,00;17,00;10,00;23,00;20,00;26,00;7,00;7,00;3,00;0,00;0,00;0,00;0,00
2019-02-03;51,00;88,78;71,78;54,78;34,00;60,00;43,50;21,00;16,50;28,00;40,00;27,00;14,00;13,00;23,00;14,00;17,00;13,00;17,00;10,00;13,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00
2019-02-10;17,00;62,33;49,11;62,33;34,00;30,91;41,73;18,55;35,55;25,00;27,00;24,00;17,00;3,00;10,00;7,00;7,00;3,00;14,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00
2019-02-17;49,00;67,85;88,58;56,54;28,27;41,58;47,52;25,24;17,82;15,00;10,00;25,00;18,00;18,00;17,00;29,00;28,00;3,00;21,00;7,00;7,00;0,00;4,00;3,00;0,00;0,00;0,00;3,00
2019-02-24;71,00;108,37;115,84;74,74;71,00;106,50;69,52;36,98;32,54;29,00;24,00;38,00;21,00;27,00;17,00;38,00;31,00;20,00;27,00;14,00;20,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-03-03;83,00;119,89;184,44;79,31;57,18;69,42;58,85;39,24;13,58;22,00;27,00;35,00;14,00;14,00;17,00;28,00;14,00;17,00;21,00;7,00;7,00;14,00;11,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;27,00;52,20;163,80;55,80;48,60;61,50;51,00;10,50;24,00;4,00;24,00;17,00;21,00;7,00;17,00;7,00;31,00;20,00;27,00;7,00;3,00;14,00;4,00;0,00;0,00;0,00;0,00;0,00
2019-03-17;35,00;71,84;51,58;23,95;47,89;35,00;56,30;13,70;24,35;4,00;10,00;18,00;7,00;10,00;7,00;11,00;21,00;3,00;7,00;11,00;17,00;3,00;7,00;0,00;0,00;0,00;7,00;0,00
2019-03-24;28,00;70,93;52,27;16,80;52,27;61,89;64,84;7,37;20,63;11,00;14,00;21,00;18,00;4,00;0,00;7,00;21,00;10,00;17,00;0,00;3,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-03-31;52,00;85,43;57,57;89,14;48,29;90,24;68,82;21,41;24,47;11,00;17,00;14,00;14,00;10,00;10,00;14,00;7,00;10,00;7,00;7,00;7,00;20,00;0,00;10,00;0,00;0,00;0,00;0,00
2019-04-07;55,00;55,00;26,55;73,97;58,79;36,67;88,61;7,64;25,97;19,00;22,00;15,00;7,00;4,00;14,00;7,00;15,00;7,00;18,00;11,00;7,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00
2019-04-14;22,00;40,33;18,33;14,67;36,67;22,00;17,60;11,73;10,27;8,00;15,00;8,00;4,00;0,00;4,00;0,00;15,00;0,00;18,00;15,00;4,00;15,00;8,00;4,00;0,00;0,00;0,00;0,00
2019-04-21;25,00;26,79;10,71;14,29;21,43;14,71;7,35;0,00;0,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00;4,00;4,00;4,00;0,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00
2019-04-28;27,00;13,50;13,50;3,86;9,64;3,00;13,50;0,00;0,00;7,00;7,00;0,00;0,00;0,00;0,00;7,00;17,00;0,00;0,00;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-05;26,00;5,57;3,71;7,43;13,00;8,67;0,00;2,89;0,00;10,00;10,00;0,00;7,00;0,00;3,00;3,00;16,00;0,00;0,00;7,00;0,00;3,00;3,00;0,00;0,00;3,00;0,00;0,00
2019-05-12;20,00;7,27;20,00;0,00;12,73;5,71;2,86;0,00;2,86;4,00;7,00;0,00;0,00;3,00;3,00;0,00;10,00;7,00;3,00;0,00;0,00;0,00;4,00;3,00;0,00;0,00;0,00;0,00
