Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2019-01-06;53,00;174,59;77,94;162,12;0,00;12,00;8,00;16,00;16,00
2019-01-13;49,00;147,00;58,19;137,81;6,13;4,00;20,00;28,00;16,00
2019-01-20;45,00;109,29;54,64;122,14;3,21;8,00;4,00;8,00;8,00
2019-01-27;26,00;97,50;39,00;113,75;3,25;8,00;12,00;20,00;8,00
2019-02-03;41,00;126,15;37,85;97,77;12,62;0,00;8,00;24,00;4,00
2019-02-10;42,00;126,00;54,92;90,46;0,00;12,00;12,00;8,00;4,00
2019-02-17;20,00;80,00;73,33;110,00;3,33;8,00;8,00;13,00;4,00
2019-02-24;38,00;79,17;53,83;85,50;3,17;4,00;8,00;16,00;12,00
2019-03-03;35,00;82,73;73,18;111,36;0,00;12,00;8,00;8,00;8,00
2019-03-10;31,00;102,30;58,90;114,70;0,00;8,00;20,00;8,00;4,00
2019-03-17;31,00;114,70;43,40;89,90;12,40;12,00;8,00;13,00;12,00
2019-03-24;24,00;126,86;41,14;168,00;6,86;8,00;17,00;13,00;4,00
2019-03-31;19,00;85,50;50,67;139,33;0,00;4,00;25,00;12,00;4,00
2019-04-07;12,00;72,00;30,00;90,00;0,00;4,00;9,00;13,00;4,00
2019-04-14;38,00;95,00;53,83;104,50;3,17;9,00;22,00;13,00;9,00
2019-04-21;24,00;72,00;24,00;111,00;0,00;4,00;13,00;4,00;0,00
2019-04-28;26,00;61,75;61,75;84,50;3,25;12,00;48,00;12,00;8,00
2019-05-05;37,00;49,33;46,25;77,08;3,08;4,00;0,00;8,00;15,00
2019-05-12;15,00;75,00;21,00;87,00;3,00;0,00;32,00;4,00;8,00
2019-05-19;37,00;55,50;24,67;154,17;3,08;23,00;24,00;8,00;4,00
2019-05-26;30,00;70,00;30,00;86,67;3,33;4,00;16,00;8,00;0,00
2019-06-02;21,00;63,00;33,00;78,00;6,00;4,00;11,00;0,00;4,00
2019-06-09;25,00;78,13;21,88;90,63;3,13;22,00;8,00;8,00;11,00
2019-06-16;30,00;66,67;56,67;126,67;0,00;4,00;8,00;8,00;20,00
2019-06-23;28,00;65,33;31,11;115,11;0,00;4,00;42,00;4,00;17,00
2019-06-30;45,00;54,64;32,14;138,21;0,00;4,00;9,00;4,00;13,00
2019-07-07;28,00;96,44;21,78;90,22;0,00;8,00;13,00;8,00;12,00
2019-07-14;46,00;134,71;78,86;141,29;9,86;13,00;9,00;0,00;9,00
2019-07-21;39,00;136,50;78,00;139,75;0,00;5,00;14,00;9,00;9,00
2019-07-28;25,00;100,00;59,38;87,50;3,13;4,00;9,00;18,00;18,00
2019-08-04;17,00;74,80;78,20;108,80;3,40;4,00;13,00;22,00;18,00
2019-08-11;28,00;108,89;46,67;133,78;0,00;0,00;13,00;4,00;0,00
2019-08-18;60,00;91,58;47,37;97,89;3,16;0,00;17,00;4,00;8,00
2019-08-25;46,00;101,20;70,53;98,13;3,07;0,00;12,00;21,00;0,00
2019-09-01;19,00;63,33;50,67;98,17;3,17;8,00;4,00;16,00;8,00
2019-09-08;100,00;83,87;48,39;135,48;0,00;0,00;12,00;0,00;8,00
2019-09-15;38,00;85,50;63,33;155,17;0,00;0,00;8,00;12,00;8,00
2019-09-22;26,00;100,75;52,00;110,50;3,25;4,00;16,00;4,00;8,00
2019-09-29;29,00;67,67;70,89;109,56;0,00;4,00;8,00;4,00;0,00
2019-10-06;32,00;76,80;32,00;128,00;3,20;4,00;23,00;8,00;7,00
2019-10-13;36,00;94,91;36,00;108,00;9,82;4,00;8,00;8,00;8,00
2019-10-20;44,00;138,29;72,29;144,57;3,14;0,00;58,00;19,00;15,00
2019-10-27;19,00;98,17;53,83;107,67;0,00;4,00;24,00;8,00;0,00
2019-11-03;32,00;89,60;86,40;128,00;3,20;4,00;22,00;11,00;4,00
2019-11-10;4,00;152,00;72,00;140,00;0,00;0,00;27,00;19,00;8,00
2019-11-17;11,00;179,67;77,00;113,67;7,33;7,00;46,00;12,00;4,00
2019-11-24;34,00;102,00;68,00;114,36;0,00;11,00;7,00;22,00;0,00
2019-12-01;25,00;150,00;65,63;121,88;9,38;4,00;15,00;8,00;0,00
2019-12-08;49,00;133,93;81,67;120,87;0,00;7,00;26,00;7,00;4,00
2019-12-15;59,00;173,89;83,84;102,47;0,00;11,00;15,00;7,00;11,00
2019-12-22;57,00;142,50;72,83;104,50;0,00;8,00;4,00;12,00;4,00
2019-12-29;49,00;173,13;71,87;111,07;6,53;8,00;16,00;4,00;16,00
2020-01-05;37,00;154,17;132,58;104,83;3,08;7,00;14,00;18,00;0,00
2020-01-12;33,00;184,80;112,20;108,90;3,30;3,00;18,00;18,00;0,00
2020-01-19;20,00;150,00;80,00;116,67;3,33;7,00;14,00;11,00;4,00
2020-01-26;24,00;157,71;89,14;109,71;6,86;7,00;25,00;7,00;4,00
2020-02-02;58,00;157,89;77,33;87,00;0,00;0,00;11,00;14,00;4,00
2020-02-09;33,00;204,60;99,00;125,40;3,30;0,00;14,00;0,00;3,00
2020-02-16;40,00;138,46;86,15;156,92;6,15;0,00;11,00;4,00;7,00
2020-02-23;37,00;148,00;49,33;123,33;0,00;3,00;7,00;4,00;0,00
2020-03-01;26,00;169,00;97,50;100,75;0,00;7,00;14,00;10,00;21,00
2020-03-08;29,00;135,33;70,89;167,56;3,22;3,00;10,00;0,00;3,00
2020-03-15;13,00;97,50;45,50;165,75;0,00;3,00;14,00;10,00;14,00
2020-03-22;25,00;75,00;31,25;100,00;6,25;3,00;20,00;3,00;3,00
2020-03-29;31,00;43,40;43,40;99,20;3,10;6,00;26,00;0,00;0,00
2020-04-05;49,00;81,67;29,40;101,27;0,00;0,00;31,00;14,00;0,00
2020-04-12;28,00;49,78;40,44;161,78;0,00;3,00;13,00;10,00;7,00
2020-04-19;21,00;57,00;21,00;111,00;0,00;6,00;29,00;10,00;6,00
