Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2019-01-06;38,00;5,00;5,00;2,00;0,00;4,00;0,00;2,00;0,00;0,00;7,00;44,00;2,00;0,00;0,00;61,75;0,00;0,00;12,00;2,00;4,00
2019-01-13;37,00;5,00;7,00;2,00;2,00;4,00;0,00;0,00;7,00;0,00;5,00;32,00;2,00;0,00;0,00;83,87;0,00;2,00;2,00;2,00;5,00
2019-01-20;35,00;3,00;3,00;3,00;2,00;3,00;0,00;0,00;0,00;0,00;5,00;18,00;0,00;0,00;0,00;53,67;0,00;0,00;2,00;0,00;5,00
2019-01-27;45,00;2,00;5,00;0,00;0,00;2,00;0,00;0,00;0,00;3,00;5,00;21,00;0,00;2,37;4,74;49,74;4,74;0,00;10,00;6,00;5,00
2019-02-03;50,00;3,00;10,00;0,00;0,00;5,00;0,00;0,00;2,00;0,00;9,00;44,00;2,00;0,00;0,00;54,76;0,00;0,00;0,00;9,00;9,00
2019-02-10;61,00;5,00;5,00;4,00;4,00;4,00;0,00;0,00;2,00;4,00;4,00;24,00;0,00;0,00;0,00;63,35;2,35;0,00;0,00;4,00;7,00
2019-02-17;55,00;4,00;2,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;6,00;39,00;0,00;0,00;0,00;64,57;0,00;0,00;5,00;0,00;0,00
2019-02-24;54,00;9,00;9,00;0,00;2,00;7,00;0,00;2,00;2,00;2,00;11,00;31,00;5,00;0,00;2,45;54,00;2,45;0,00;7,00;0,00;2,00
2019-03-03;44,00;3,00;5,00;2,00;0,00;4,00;0,00;0,00;7,00;2,00;11,00;30,00;0,00;0,00;0,00;70,89;2,44;0,00;7,00;8,00;14,00
2019-03-10;50,00;4,00;5,00;0,00;0,00;4,00;0,00;2,00;2,00;7,00;6,00;31,00;0,00;0,00;0,00;80,95;0,00;0,00;0,00;4,00;2,00
2019-03-17;37,00;2,00;5,00;0,00;0,00;2,00;0,00;0,00;2,00;0,00;8,00;39,00;0,00;0,00;0,00;64,13;0,00;0,00;0,00;2,00;7,00
