Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2019-01-06;40,00;10,91;10,91;10,91;7,27;12,00;5,00;3,00;0,00;4,00;0,00;3,00;4,00;0,00;1,00;0,00;1,00;0,00;1,00;1,00;0,00
2019-01-13;46,00;12,38;3,54;12,38;14,15;8,00;3,00;4,00;0,00;0,00;0,00;3,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;44,00;9,17;7,33;1,83;1,83;11,00;5,00;4,00;0,00;0,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;1,00;0,00
2019-01-27;18,00;7,20;7,20;3,60;9,00;12,00;5,00;1,00;0,00;1,00;0,00;1,00;1,00;1,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00
2019-02-03;23,00;10,62;3,54;1,77;1,77;11,00;5,00;4,00;1,00;3,00;1,00;3,00;3,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00
2019-02-10;24,00;9,23;9,23;9,23;3,69;8,00;3,00;1,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;4,00;1,00;0,00;0,00;1,00;0,00
2019-02-17;29,00;9,06;5,44;3,63;3,63;7,00;12,00;4,00;0,00;1,00;1,00;1,00;3,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;1,00
2019-02-24;36,00;5,40;9,00;5,40;9,00;10,00;9,00;3,00;1,00;3,00;4,00;1,00;0,00;1,00;0,00;1,00;1,00;0,00;0,00;0,00;1,00
2019-03-03;33,00;13,89;0,00;1,74;5,21;1,00;12,00;4,00;0,00;1,00;1,00;1,00;3,00;1,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00
2019-03-10;31,00;8,61;6,89;10,33;10,33;13,00;9,00;5,00;0,00;1,00;1,00;8,00;3,00;0,00;3,00;0,00;1,00;0,00;0,00;0,00;0,00
