Croisiere;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;58,00;19,00;80,00;75,00;3,00;100,44;4,24;19,80;15,56
2019-01-13;57,00;22,00;63,00;74,00;3,00;92,63;2,85;19,95;15,68
2019-01-20;47,00;15,00;70,00;64,00;3,00;81,18;4,27;17,09;12,82
2019-01-27;30,00;11,00;54,00;65,00;4,00;75,71;2,86;15,71;11,43
2019-02-03;23,00;10,00;39,00;49,00;2,00;73,31;4,31;14,38;11,50
2019-02-10;22,00;10,00;34,00;59,00;3,00;70,40;2,93;14,67;13,20
2019-02-17;24,00;12,00;43,00;52,00;3,00;69,18;2,82;22,59;14,12
2019-02-24;32,00;9,00;43,00;51,00;2,00;75,13;2,78;20,87;11,13
2019-03-03;26,00;9,00;41,00;52,00;2,00;75,11;4,33;17,33;23,11
2019-03-10;28,00;6,00;41,00;48,00;4,00;70,74;2,95;13,26;13,26
2019-03-17;26,00;12,00;34,00;52,00;4,00;79,44;5,78;24,56;15,89
2019-03-24;29,00;15,00;34,00;48,00;4,00;110,20;7,25;36,25;40,60
2019-03-31;36,00;13,00;32,00;39,00;3,00;60,48;2,88;14,40;11,52
2019-04-07;40,00;16,00;50,00;41,00;2,00;62,86;2,86;14,29;10,00
2019-04-14;41,00;16,00;52,00;39,00;3,00;59,38;2,83;15,55;9,90
2019-04-21;42,00;16,00;49,00;44,00;3,00;82,55;2,90;17,38;10,14
2019-04-28;40,00;18,00;58,00;48,00;4,00;78,57;2,86;15,71;17,14
2019-05-05;40,00;12,00;47,00;50,00;3,00;74,29;4,29;15,71;11,43
2019-05-12;36,00;12,00;42,00;46,00;2,00;69,12;2,88;20,16;11,52
2019-05-19;34,00;14,00;44,00;47,00;3,00;68,00;2,83;19,83;9,92
2019-05-26;35,00;13,00;49,00;47,00;3,00;68,60;4,20;19,60;9,80
2019-06-02;50,00;23,00;44,00;46,00;5,00;142,86;7,14;54,29;25,71
2019-06-09;40,00;15,00;46,00;54,00;4,00;87,14;5,71;24,29;11,43
2019-06-16;41,00;16,00;51,00;55,00;4,00;97,55;2,83;21,21;11,31
2019-06-23;37,00;22,00;39,00;47,00;3,00;99,62;2,85;19,92;12,81
2019-06-30;38,00;14,00;46,00;56,00;3,00;99,93;5,63;18,30;11,26
2019-07-07;57,00;26,00;58,00;66,00;5,00;123,98;7,13;34,20;35,63
2019-07-14;54,00;19,00;56,00;58,00;5,00;103,74;5,68;21,32;14,21
2019-07-21;45,00;20,00;46,00;57,00;6,00;114,68;7,26;23,23;20,32
2019-07-28;51,00;24,00;56,00;55,00;5,00;117,58;4,25;31,17;14,17
2019-08-04;56,00;17,00;56,00;62,00;6,00;126,36;4,31;22,97;11,49
2019-08-11;50,00;16,00;59,00;68,00;6,00;131,43;5,71;21,43;11,43
2019-08-18;46,00;20,00;50,00;58,00;5,00;119,31;4,31;23,00;11,50
2019-08-25;49,00;13,00;46,00;61,00;5,00;103,60;5,60;23,80;11,20
2019-09-01;41,00;17,00;41,00;59,00;6,00;91,90;4,24;22,62;12,72
2019-09-08;37,00;18,00;61,00;54,00;3,00;85,38;4,27;21,35;9,96
2019-09-15;39,00;13,00;48,00;58,00;4,00;76,61;2,79;19,50;9,75
2019-09-22;36,00;16,00;47,00;56,00;5,00;69,23;2,77;19,38;9,69
2019-09-29;36,00;13,00;56,00;54,00;6,00;70,56;4,32;17,28;10,08
2019-10-06;32,00;13,00;37,00;54,00;4,00;65,39;4,17;18,09;11,13
2019-10-13;34,00;15,00;44,00;52,00;4,00;65,17;4,25;14,17;9,92
2019-10-20;32,00;14,00;45,00;54,00;5,00;61,09;2,91;17,45;10,18
2019-10-27;35,00;14,00;38,00;52,00;4,00;54,60;4,20;15,40;11,20
2019-11-03;33,00;14,00;46,00;51,00;4,00;54,52;4,30;15,78;10,04
2019-11-10;31,00;14,00;36,00;51,00;4,00;50,73;2,82;12,68;9,86
2019-11-17;29,00;17,00;35,00;47,00;4,00;52,20;2,90;13,05;11,60
2019-11-24;28,00;11,00;29,00;42,00;4,00;46,20;4,20;9,80;11,20
2019-12-01;25,00;12,00;40,00;44,00;3,00;40,28;4,17;9,72;9,72
2019-12-08;27,00;11,00;34,00;39,00;2,00;42,63;4,26;14,21;11,37
2019-12-15;27,00;11,00;31,00;45,00;3,00;45,47;4,26;19,89;21,32
2019-12-22;35,00;12,00;34,00;73,00;4,00;63,00;4,20;21,00;19,60
2019-12-29;47,00;13,00;59,00;89,00;4,00;76,91;5,70;21,36;15,67
2020-01-05;61,00;15,00;58,00;81,00;3,00;75,19;2,84;19,86;15,60
2020-01-12;45,00;16,00;50,00;74,00;3,00;75,94;2,81;19,69;16,88
2020-01-19;43,00;17,00;50,00;67,00;3,00;77,40;4,30;18,63;18,63
2020-01-26;47,00;17,00;47,00;63,00;3,00;82,61;2,85;25,64;24,21
2020-02-02;41,00;14,00;44,00;57,00;4,00;59,38;5,66;32,52;29,69
2020-02-09;39,00;17,00;37,00;57,00;3,00;53,44;5,78;28,89;30,33
2020-02-16;38,00;19,00;45,00;49,00;3,00;50,67;4,22;26,74;23,93
2020-02-23;36,00;16,00;34,00;48,00;3,00;48,96;4,32;30,24;24,48
2020-03-01;28,00;11,00;44,00;53,00;2,00;40,60;4,20;30,80;36,40
2020-03-08;33,00;10,00;43,00;100,00;6,00;22,96;4,30;38,74;58,83
2020-03-15;14,00;5,00;22,00;39,00;2,00;18,20;2,80;25,20;19,60
2020-03-22;16,00;3,00;18,00;22,00;1,00;17,45;2,91;16,00;20,36
2020-03-29;14,00;8,00;11,00;26,00;1,00;15,40;4,20;15,40;26,60
2020-04-05;11,00;6,00;19,00;24,00;1,00;16,50;1,38;11,00;12,38
2020-04-12;13,00;4,00;18,00;26,00;1,00;17,33;1,44;11,56;8,67
2020-04-19;17,00;6,00;13,00;23,00;1,00;18,42;1,42;9,92;8,50
2020-04-26;10,00;6,00;17,00;27,00;0,50;14,29;1,43;8,57;7,14
2020-05-03;10,00;4,00;13,00;25,00;1,00;14,29;1,43;10,00;7,14
2020-05-10;11,00;5,00;12,00;25,00;1,00;16,50;1,38;8,25;6,88
2020-05-17;13,00;6,00;11,00;31,00;1,00;15,89;2,89;11,56;7,22
2020-05-24;13,00;10,00;15,00;30,00;1,00;20,22;4,33;10,11;5,78
2020-05-31;19,00;7,00;23,00;30,00;1,00;21,92;2,92;11,69;5,85
2020-06-07;18,00;9,00;16,00;33,00;1,00;22,15;1,38;11,08;6,92
2020-06-14;39,00;8,00;21,00;32,00;1,00;26,46;1,39;13,93;6,96
2020-06-21;39,00;11,00;24,00;28,00;1,00;26,46;1,39;13,93;5,57
2020-06-28;22,00;8,00;17,00;33,00;1,00;30,25;1,38;13,75;5,50
2020-07-05;26,00;8,00;26,00;36,00;1,00;30,33;2,89;15,89;5,78
2020-07-12;29,00;5,00;14,00;27,00;2,00;30,38;6,90;12,43;5,52
2020-07-19;32,00;12,00;28,00;30,00;2,00;30,61;4,17;11,13;5,57
2020-07-26;33,00;5,00;27,00;26,00;1,00;37,30;2,87;11,48;7,17
