Chambres_hotes;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;25,00;48,00;25,00;13,00;5,00;91,67;37,50;54,17;12,50
2019-01-13;29,00;48,00;28,00;14,00;6,00;95,29;41,43;45,57;12,43
2019-01-20;29,00;54,00;25,00;11,00;8,00;95,29;33,14;49,71;12,43
2019-01-27;33,00;45,00;26,00;10,00;7,00;86,63;33,00;45,38;12,38
2019-02-03;34,00;48,00;24,00;10,00;8,00;89,25;34,00;51,00;12,75
2019-02-10;35,00;48,00;37,00;10,00;8,00;100,63;48,13;52,50;13,13
2019-02-17;38,00;54,00;24,00;9,00;8,00;92,89;42,22;50,67;12,67
2019-02-24;45,00;52,00;31,00;8,00;9,00;106,36;36,82;53,18;12,27
2019-03-03;41,00;50,00;34,00;11,00;7,00;106,60;36,90;49,20;12,30
2019-03-10;37,00;48,00;31,00;11,00;8,00;106,89;32,89;49,33;12,33
2019-03-17;38,00;45,00;26,00;10,00;8,00;118,22;33,78;50,67;12,67
2019-03-24;40,00;46,00;27,00;9,00;8,00;124,44;40,00;53,33;13,33
2019-03-31;37,00;50,00;36,00;10,00;7,00;135,67;49,33;53,44;12,33
2019-04-07;37,00;53,00;42,00;12,00;9,00;139,78;45,22;61,67;12,33
2019-04-14;37,00;45,00;39,00;13,00;8,00;143,89;49,33;61,67;12,33
2019-04-21;36,00;46,00;35,00;12,00;7,00;180,00;40,50;58,50;13,50
2019-04-28;35,00;51,00;31,00;12,00;8,00;148,75;56,88;61,25;13,13
2019-05-05;34,00;45,00;36,00;12,00;7,00;140,25;42,50;55,25;12,75
2019-05-12;32,00;46,00;33,00;12,00;8,00;132,57;50,29;64,00;13,71
2019-05-19;36,00;50,00;34,00;12,00;8,00;139,50;54,00;72,00;13,50
2019-05-26;42,00;60,00;42,00;14,00;9,00;138,60;54,60;63,00;12,60
2019-06-02;39,00;61,00;39,00;12,00;10,00;182,00;47,67;65,00;13,00
2019-06-09;38,00;68,00;44,00;14,00;9,00;194,22;42,22;63,33;12,67
2019-06-16;39,00;73,00;39,00;15,00;10,00;212,33;52,00;69,33;17,33
2019-06-23;41,00;70,00;33,00;14,00;11,00;213,20;45,10;65,60;16,40
2019-06-30;41,00;98,00;41,00;12,00;10,00;221,40;45,10;65,60;16,40
2019-07-07;48,00;90,00;37,00;14,00;11,00;226,91;61,09;69,82;17,45
2019-07-14;51,00;98,00;48,00;16,00;10,00;229,50;63,75;68,00;17,00
2019-07-21;54,00;78,00;43,00;16,00;11,00;249,23;62,31;66,46;16,62
2019-07-28;54,00;74,00;45,00;15,00;11,00;253,38;62,31;70,62;16,62
2019-08-04;63,00;83,00;36,00;14,00;12,00;323,40;75,60;75,60;16,80
