Residence_tourisme;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-06-23;47,00;31,00;23,00;22,00;73,00;13,00;14,00;27,00;3,00
2019-06-30;48,00;37,00;8,00;19,00;86,00;17,00;20,00;27,00;3,00
2019-07-07;41,00;29,00;27,00;20,00;72,00;10,00;27,00;29,00;3,00
2019-07-14;44,00;36,00;29,00;22,00;82,00;16,00;17,00;23,00;3,00
2019-07-21;51,00;23,00;28,00;21,00;82,00;13,00;22,00;25,00;2,00
2019-07-28;56,00;26,00;26,00;23,00;88,00;14,00;23,00;24,00;4,00
2019-08-04;61,00;19,00;22,00;20,00;87,00;15,00;22,00;25,00;3,00
2019-08-11;56,00;18,00;16,00;20,00;81,00;13,00;27,00;24,00;3,00
2019-08-18;51,00;23,00;21,00;17,00;60,00;16,00;15,00;21,00;3,00
2019-08-25;39,00;13,00;33,00;20,00;52,00;14,00;18,00;21,00;4,00
2019-09-01;34,00;28,00;13,00;18,00;48,00;10,00;24,00;23,00;4,00
2019-09-08;32,00;19,00;15,00;23,00;35,00;8,00;14,00;26,00;4,00
2019-09-15;37,00;22,00;23,00;19,00;38,00;7,00;21,00;26,00;4,00
2019-09-22;40,00;24,00;15,00;14,00;32,00;10,00;18,00;28,00;4,00
2019-09-29;40,00;27,00;15,00;18,00;37,00;9,00;19,00;20,00;5,00
2019-10-06;44,00;16,00;10,00;14,00;39,00;9,00;13,00;25,00;3,00
2019-10-13;44,00;15,00;8,00;10,00;26,00;7,00;17,00;18,00;3,00
2019-10-20;39,00;20,00;15,00;13,00;28,00;5,00;22,00;18,00;4,00
2019-10-27;47,00;20,00;11,00;14,00;27,00;6,00;14,00;19,00;4,00
2019-11-03;48,00;17,00;16,00;12,00;21,00;8,00;18,00;17,00;3,00
2019-11-10;32,00;15,00;11,00;13,00;21,00;8,00;18,00;16,00;4,00
2019-11-17;35,00;19,00;20,00;11,00;31,00;6,00;17,00;15,00;4,00
2019-11-24;33,00;10,00;18,00;12,00;25,00;5,00;14,00;14,00;4,00
2019-12-01;33,00;22,00;15,00;10,00;28,00;7,00;16,00;13,00;5,00
2019-12-08;29,00;14,00;18,00;14,00;26,00;6,00;18,00;16,00;5,00
2019-12-15;31,00;20,00;11,00;7,00;23,00;5,00;15,00;18,00;6,00
2019-12-22;49,00;21,00;24,00;12,00;29,00;6,00;20,00;23,00;8,00
2019-12-29;43,00;33,00;6,00;17,00;28,00;12,00;15,00;26,00;5,00
2020-01-05;40,00;25,00;18,00;18,00;37,00;8,00;21,00;34,00;7,00
2020-01-12;37,00;29,00;21,00;20,00;37,00;7,00;26,00;32,00;6,00
2020-01-19;43,00;39,00;25,00;23,00;35,00;11,00;22,00;33,00;8,00
2020-01-26;38,00;28,00;14,00;16,00;36,00;7,00;28,00;29,00;5,00
2020-02-02;45,00;25,00;14,00;20,00;37,00;9,00;22,00;25,00;7,00
2020-02-09;46,00;18,00;11,00;13,00;43,00;10,00;18,00;23,00;6,00
2020-02-16;48,00;21,00;20,00;14,00;41,00;6,00;19,00;28,00;7,00
2020-02-23;41,00;25,00;19,00;12,00;40,00;7,00;16,00;22,00;6,00
2020-03-01;30,00;19,00;22,00;9,00;34,00;4,00;13,00;20,00;6,00
2020-03-08;25,00;11,00;15,00;8,00;21,00;1,00;8,00;14,00;6,00
2020-03-15;10,00;5,00;0,00;3,00;5,00;1,00;3,00;14,00;5,00
2020-03-22;6,00;3,00;5,00;3,00;7,00;2,00;3,00;11,00;5,00
2020-03-29;6,00;6,00;5,00;3,00;7,00;2,00;0,00;8,00;4,00
2020-04-05;8,00;8,00;2,00;3,00;10,00;1,00;3,00;8,00;5,00
2020-04-12;7,00;4,00;2,00;4,00;9,00;1,00;2,00;9,00;4,00
2020-04-19;7,00;3,00;8,00;4,00;7,00;2,00;2,00;9,00;5,00
2020-04-26;6,00;0,00;9,00;4,00;9,00;2,00;6,00;8,00;4,00
2020-05-03;11,00;8,00;5,00;6,00;10,00;1,00;2,00;11,00;4,00
2020-05-10;10,00;4,00;16,00;5,00;15,00;2,00;8,00;11,00;5,00
2020-05-17;9,00;13,00;2,00;9,00;16,00;4,00;9,00;12,00;6,00
2020-05-24;14,00;12,00;7,00;9,00;24,00;7,00;7,00;10,00;5,00
2020-05-31;25,00;8,00;13,00;10,00;27,00;5,00;7,00;16,00;9,00
2020-06-07;30,00;6,00;8,00;12,00;38,00;10,00;7,00;30,00;22,00
2020-06-14;38,00;20,00;17,00;12,00;37,00;16,00;13,00;21,00;13,00
2020-06-21;40,00;24,00;26,00;16,00;52,00;14,00;11,00;25,00;18,00
2020-06-28;47,00;21,00;16,00;14,00;51,00;13,00;16,00;17,00;7,00
2020-07-05;50,00;27,00;22,00;15,00;47,00;12,00;11,00;16,00;6,00
2020-07-12;59,00;14,00;32,00;20,00;50,00;15,00;13,00;16,00;7,00
2020-07-19;76,00;17,00;19,00;17,00;47,00;13,00;22,00;18,00;7,00
2020-07-26;88,00;12,00;25,00;18,00;62,00;13,00;13,00;18,00;8,00
2020-08-02;88,00;21,00;26,00;17,00;75,00;10,00;16,00;16,00;7,00
2020-08-09;88,00;12,00;16,00;16,00;67,00;15,00;11,00;19,00;7,00
2020-08-16;76,00;21,00;14,00;13,00;65,00;9,00;8,00;18,00;6,00
2020-08-23;32,00;16,00;15,00;12,00;44,00;6,00;12,00;21,00;7,00
2020-08-30;30,00;14,00;16,00;12,00;39,00;7,00;6,00;21,00;5,00
2020-09-06;50,00;12,00;12,00;15,00;29,00;9,00;12,00;14,00;5,00
2020-09-13;54,00;14,00;10,00;14,00;21,00;3,00;11,00;14,00;5,00
2020-09-20;56,00;20,00;10,00;13,00;16,00;4,00;5,00;14,00;6,00
2020-09-27;53,00;16,00;5,00;24,00;19,00;4,00;6,00;16,00;6,00
2020-10-04;61,00;14,00;18,00;21,00;22,00;3,00;5,00;14,00;7,00
2020-10-11;53,00;6,00;16,00;17,00;14,00;3,00;4,00;16,00;7,00
2020-10-18;59,00;13,00;14,00;18,00;9,00;1,00;3,00;15,00;6,00
2020-10-25;31,00;7,00;3,00;15,00;13,00;1,00;7,00;19,00;5,00
2020-11-01;32,00;14,00;6,00;14,00;9,00;1,00;7,00;16,00;5,00
2020-11-08;39,00;8,00;9,00;14,00;10,00;1,00;7,00;20,00;6,00
2020-11-15;29,00;3,00;10,00;20,00;12,00;2,00;5,00;15,00;6,00
2020-11-22;22,00;7,00;8,00;12,00;9,00;0,50;7,00;13,00;6,00
2020-11-29;37,00;9,00;0,00;10,00;12,00;1,00;4,00;15,00;4,00
2020-12-06;63,00;7,00;8,00;11,00;11,00;1,00;6,00;16,00;6,00
2020-12-13;66,00;10,00;2,00;15,00;8,00;1,00;4,00;15,00;4,00
2020-12-20;47,00;15,00;10,00;20,00;8,00;1,00;6,00;14,00;6,00
2020-12-27;28,00;10,00;14,00;5,00;15,00;1,00;8,00;11,00;5,00
2021-01-03;52,00;7,00;10,00;14,00;11,00;2,00;8,00;11,00;6,00
2021-01-10;35,00;12,00;5,00;10,00;10,00;1,00;4,00;13,00;5,00
2021-01-17;53,00;7,00;20,00;16,00;12,00;1,00;6,00;15,00;6,00
2021-01-24;40,00;16,00;12,00;10,00;14,00;3,00;6,00;9,00;5,00
2021-01-31;48,00;16,00;8,00;16,00;13,00;3,00;2,00;16,00;5,00
2021-02-07;64,00;9,00;24,00;10,00;14,00;4,00;2,00;24,00;5,00
2021-02-14;43,00;17,00;12,00;13,00;11,00;1,00;9,00;12,00;6,00
2021-02-21;34,00;10,00;16,00;18,00;18,00;3,00;6,00;9,00;5,00
2021-02-28;26,00;11,00;19,00;7,00;18,00;1,00;6,00;10,00;5,00
2021-03-07;32,00;11,00;12,00;9,00;21,00;2,00;7,00;13,00;7,00
2021-03-14;57,00;12,00;14,00;26,00;24,00;3,00;10,00;24,00;6,00
2021-03-21;57,00;8,00;15,00;26,00;22,00;2,00;8,00;29,00;7,00
2021-03-28;20,00;13,00;9,00;20,00;22,00;2,00;7,00;19,00;7,00
2021-04-04;33,00;19,00;13,00;9,00;21,00;4,00;5,00;13,00;8,00
2021-04-11;54,00;15,00;10,00;24,00;20,00;5,00;7,00;25,00;10,00
2021-04-18;52,00;7,00;7,00;16,00;18,00;5,00;7,00;26,00;14,00
2021-04-25;62,00;12,00;12,00;12,00;22,00;6,00;10,00;26,00;11,00
2021-05-02;59,00;16,00;9,00;13,00;37,00;7,00;13,00;20,00;15,00
2021-05-09;68,00;31,00;12,00;21,00;43,00;6,00;14,00;28,00;15,00
2021-05-16;38,00;23,00;14,00;23,00;52,00;11,00;17,00;30,00;13,00
2021-05-23;45,00;20,00;16,00;19,00;60,00;8,00;14,00;14,00;12,00
2021-05-30;39,00;20,00;12,00;27,00;62,00;12,00;20,00;18,00;9,00
2021-06-06;62,00;27,00;23,00;24,00;56,00;11,00;19,00;22,00;13,00
2021-06-13;38,00;18,00;18,00;28,00;72,00;13,00;19,00;23,00;11,00
2021-06-20;41,00;18,00;10,00;19,00;72,00;13,00;19,00;13,00;10,00
2021-06-27;44,00;21,00;16,00;17,00;63,00;13,00;14,00;15,00;12,00
2021-07-04;77,00;28,00;22,00;24,00;77,00;15,00;18,00;21,00;10,00
2021-07-11;70,00;15,00;34,00;23,00;63,00;9,00;11,00;21,00;10,00
2021-07-18;54,00;21,00;15,00;18,00;75,00;10,00;15,00;14,00;12,00
2021-07-25;57,00;30,00;26,00;20,00;80,00;11,00;29,00;15,00;10,00
2021-08-01;100,00;26,00;20,00;30,00;82,00;14,00;29,00;20,00;9,00
2021-08-08;74,00;27,00;24,00;24,00;78,00;15,00;18,00;31,00;11,00
2021-08-15;55,00;17,00;15,00;18,00;74,00;11,00;23,00;18,00;11,00
2021-08-22;45,00;34,00;18,00;19,00;55,00;11,00;19,00;13,00;9,00
2021-08-29;36,00;21,00;21,00;15,00;41,00;9,00;26,00;18,00;10,00
2021-09-05;39,00;17,00;14,00;20,00;35,00;7,00;23,00;16,00;11,00
2021-09-12;40,00;20,00;21,00;16,00;29,00;5,00;19,00;14,00;10,00
2021-09-19;59,00;16,00;17,00;16,00;25,00;5,00;10,00;24,00;9,00
2021-09-26;52,00;13,00;8,00;17,00;29,00;5,00;22,00;26,00;10,00
2021-10-03;61,00;24,00;15,00;20,00;33,00;2,00;14,00;18,00;10,00
2021-10-10;70,00;26,00;14,00;21,00;23,00;5,00;18,00;22,00;11,00
2021-10-17;67,00;9,00;10,00;17,00;27,00;11,00;7,00;27,00;11,00
2021-10-24;69,00;13,00;25,00;18,00;27,00;8,00;7,00;26,00;11,00
2021-10-31;73,00;15,00;11,00;17,00;26,00;6,00;9,00;20,00;9,00
2021-11-07;44,00;11,00;11,00;17,00;26,00;6,00;7,00;23,00;7,00
2021-11-14;38,00;12,00;13,00;18,00;24,00;6,00;11,00;18,00;7,00
2021-11-21;44,00;15,00;11,00;12,00;20,00;4,00;7,00;20,00;12,00
2021-11-28;43,00;15,00;9,00;11,00;25,00;5,00;8,00;18,00;9,00
2021-12-05;61,00;18,00;15,00;15,00;18,00;5,00;7,00;20,00;6,00
2021-12-12;43,00;19,00;13,00;18,00;13,00;5,00;5,00;22,00;7,00
2021-12-19;68,00;14,00;13,00;16,00;13,00;4,00;9,00;16,00;7,00
2021-12-26;67,00;31,00;12,00;19,00;16,00;6,00;21,00;21,00;7,00
2022-01-02;65,00;29,00;20,00;25,00;27,00;6,00;23,00;29,00;6,00
2022-01-09;56,00;25,00;23,00;21,00;21,00;5,00;21,00;33,00;6,00
2022-01-16;55,00;23,00;19,00;24,00;27,00;7,00;19,00;34,00;4,00
2022-01-23;68,00;31,00;15,00;28,00;26,00;5,00;29,00;36,00;5,00
2022-01-30;62,00;27,00;26,00;25,00;33,00;6,00;21,00;25,00;5,00
2022-02-06;70,00;14,00;26,00;20,00;31,00;7,00;14,00;22,00;5,00
2022-02-13;72,00;29,00;18,00;21,00;29,00;10,00;19,00;19,00;6,00
2022-02-20;54,00;19,00;16,00;18,00;35,00;6,00;28,00;18,00;5,00
2022-02-27;30,00;27,00;27,00;14,00;29,00;9,00;16,00;15,00;6,00
2022-03-06;47,00;14,00;55,00;15,00;28,00;5,00;13,00;15,00;6,00
2022-03-13;40,00;20,00;49,00;18,00;34,00;6,00;18,00;20,00;8,00
2022-03-20;41,00;12,00;40,00;11,00;35,00;8,00;19,00;24,00;8,00
2022-03-27;37,00;19,00;47,00;14,00;37,00;6,00;13,00;26,00;7,00
2022-04-03;41,00;26,00;45,00;15,00;42,00;13,00;21,00;22,00;7,00
2022-04-10;41,00;18,00;30,00;15,00;38,00;13,00;18,00;26,00;7,00
2022-04-17;41,00;12,00;15,00;19,00;49,00;17,00;24,00;26,00;6,00
2022-04-24;40,00;22,00;24,00;22,00;43,00;12,00;23,00;22,00;7,00
2022-05-01;38,00;18,00;25,00;17,00;46,00;10,00;23,00;23,00;6,00
2022-05-08;35,00;14,00;26,00;20,00;55,00;10,00;21,00;19,00;6,00
2022-05-15;48,00;21,00;18,00;20,00;57,00;17,00;18,00;26,00;7,00
2022-05-22;54,00;15,00;25,00;26,00;51,00;13,00;22,00;27,00;8,00
2022-05-29;47,00;28,00;36,00;26,00;49,00;17,00;22,00;31,00;7,00
2022-06-05;42,00;22,00;21,00;18,00;58,00;8,00;19,00;21,00;8,00
2022-06-12;46,00;12,00;17,00;17,00;61,00;10,00;16,00;25,00;8,00
