Avion;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;51,00;78,00;19,00;12,00;5,00;16,17;113,20;6,22;22,39
2019-01-13;49,00;79,00;17,00;11,00;4,00;13,82;113,08;6,28;20,10
2019-01-20;46,00;69,00;12,00;11,00;6,00;12,78;97,11;6,39;21,72
2019-01-27;40,00;67,00;14,00;11,00;4,00;12,50;106,25;6,25;20,00
2019-02-03;43,00;69,00;12,00;12,00;5,00;12,65;101,18;7,59;20,24
2019-02-10;40,00;74,00;11,00;11,00;4,00;16,25;101,25;6,25;20,00
2019-02-17;45,00;61,00;17,00;11,00;6,00;12,50;98,75;6,25;21,25
2019-02-24;47,00;64,00;20,00;11,00;5,00;13,61;100,18;6,18;21,03
2019-03-03;41,00;80,00;16,00;12,00;5,00;14,09;96,09;6,41;23,06
2019-03-10;41,00;69,00;14,00;12,00;6,00;13,67;90,70;4,97;21,12
2019-03-17;45,00;65,00;18,00;11,00;4,00;12,50;87,50;7,50;21,25
2019-03-24;45,00;67,00;16,00;12,00;4,00;15,00;81,25;6,25;20,00
2019-03-31;49,00;74,00;18,00;12,00;6,00;15,08;91,72;6,28;20,10
2019-04-07;47,00;70,00;15,00;13,00;5,00;13,97;91,46;8,89;20,32
2019-04-14;42,00;60,00;16,00;13,00;4,00;14,00;77,64;6,36;19,09
2019-04-21;45,00;68,00;16,00;12,00;5,00;13,75;77,50;7,50;20,00
2019-04-28;45,00;57,00;14,00;11,00;6,00;15,00;91,25;6,25;20,00
2019-05-05;44,00;65,00;13,00;11,00;6,00;13,83;85,49;7,54;20,11
2019-05-12;41,00;58,00;13,00;11,00;6,00;13,67;86,97;7,45;21,12
2019-05-19;41,00;61,00;19,00;12,00;5,00;13,67;90,70;7,45;21,12
2019-05-26;41,00;63,00;15,00;13,00;6,00;12,81;93,53;6,41;21,78
2019-06-02;45,00;64,00;16,00;13,00;7,00;16,25;88,75;7,50;21,25
2019-06-09;48,00;77,00;17,00;14,00;6,00;16,42;96,00;6,32;22,74
2019-06-16;48,00;72,00;13,00;14,00;6,00;17,68;92,21;7,58;22,74
2019-06-23;47,00;70,00;19,00;13,00;6,00;17,32;87,82;7,42;22,26
2019-06-30;55,00;92,00;18,00;16,00;6,00;16,25;100,00;7,50;22,50
2019-07-07;56,00;90,00;20,00;16,00;7,00;18,67;124,44;8,71;22,40
2019-07-14;53,00;98,00;22,00;15,00;8,00;17,67;122,40;8,83;22,71
2019-07-21;50,00;75,00;20,00;16,00;8,00;18,75;117,50;8,75;21,25
2019-07-28;57,00;88,00;18,00;15,00;9,00;19,83;106,57;7,43;21,07
2019-08-04;55,00;82,00;19,00;14,00;9,00;20,00;113,75;7,50;20,00
2019-08-11;52,00;71,00;17,00;12,00;7,00;17,76;107,80;7,61;20,29
2019-08-18;45,00;61,00;24,00;13,00;7,00;15,00;100,00;7,50;20,00
2019-08-25;38,00;70,00;13,00;12,00;6,00;15,20;98,80;7,60;19,00
2019-09-01;42,00;57,00;14,00;11,00;5,00;16,55;101,82;8,91;19,09
2019-09-08;44,00;70,00;15,00;11,00;7,00;15,09;90,51;10,06;18,86
2019-09-15;40,00;57,00;15,00;11,00;6,00;13,75;88,75;10,00;18,75
2019-09-22;36,00;71,00;16,00;10,00;5,00;14,90;86,90;9,93;18,62
2019-09-29;43,00;56,00;15,00;12,00;5,00;13,91;83,47;10,12;18,97
2019-10-06;38,00;53,00;14,00;11,00;7,00;13,93;93,73;11,40;19,00
2019-10-13;40,00;60,00;17,00;11,00;5,00;13,75;88,75;15,00;20,00
2019-10-20;40,00;59,00;14,00;11,00;6,00;13,75;83,75;31,25;30,00
2019-10-27;41,00;61,00;15,00;10,00;5,00;13,67;79,52;17,39;22,36
2019-11-03;39,00;62,00;11,00;10,00;6,00;12,58;83,03;10,06;20,13
2019-11-10;38,00;60,00;14,00;11,00;5,00;14,71;82,13;8,58;18,39
2019-11-17;41,00;60,00;13,00;11,00;5,00;12,42;72,06;9,94;18,64
2019-11-24;41,00;58,00;12,00;10,00;5,00;15,38;80,72;11,53;20,50
2019-12-01;37,00;57,00;15,00;11,00;5,00;15,31;88,03;11,48;20,41
2019-12-08;39,00;55,00;13,00;11,00;6,00;13,84;72,97;12,58;20,13
2019-12-15;39,00;59,00;16,00;11,00;5,00;13,84;81,77;13,84;21,39
2019-12-22;47,00;64,00;18,00;13,00;5,00;16,08;92,76;14,84;23,50
2019-12-29;47,00;61,00;15,00;11,00;6,00;14,84;105,13;12,37;24,74
2020-01-05;47,00;74,00;18,00;11,00;6,00;14,84;117,50;12,37;25,97
2020-01-12;47,00;79,00;16,00;11,00;4,00;15,24;123,22;11,43;25,41
2020-01-19;45,00;75,00;20,00;11,00;5,00;13,75;112,50;11,25;23,75
2020-01-26;43,00;72,00;14,00;10,00;4,00;13,51;94,60;9,83;20,89
2020-02-02;45,00;69,00;16,00;10,00;4,00;11,25;102,50;10,00;21,25
2020-02-09;47,00;70,00;13,00;9,00;4,00;12,70;95,27;8,89;21,59
2020-02-16;47,00;68,00;13,00;10,00;5,00;12,37;92,76;11,13;22,26
2020-02-23;42,00;54,00;17,00;10,00;5,00;13,59;81,53;9,88;21,00
