Chambres_hotes;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-09-08;34,00;46,00;35,00;12,00;8,00;153,00;46,75;63,75;12,75
2019-09-15;30,00;46,00;33,00;13,00;8,00;145,71;42,86;64,29;12,86
2019-09-22;28,00;44,00;28,00;11,00;7,00;120,00;36,00;56,00;12,00
2019-09-29;28,00;44,00;32,00;12,00;6,00;120,00;32,00;52,00;16,00
2019-10-06;27,00;33,00;28,00;10,00;8,00;111,86;38,57;50,14;11,57
2019-10-13;26,00;35,00;23,00;10,00;8,00;121,33;34,67;47,67;13,00
2019-10-20;26,00;32,00;27,00;10,00;6,00;121,33;34,67;47,67;13,00
2019-10-27;23,00;35,00;12,00;8,00;6,00;99,67;26,83;38,33;11,50
2019-11-03;22,00;33,00;19,00;9,00;5,00;101,20;30,80;44,00;13,20
2019-11-10;20,00;34,00;19,00;8,00;5,00;96,00;24,00;32,00;8,00
2019-11-17;20,00;33,00;17,00;8,00;7,00;96,00;24,00;32,00;8,00
2019-11-24;18,00;34,00;16,00;9,00;8,00;94,50;27,00;36,00;9,00
2019-12-01;19,00;24,00;18,00;9,00;6,00;83,60;22,80;30,40;7,60
2019-12-08;18,00;26,00;17,00;8,00;6,00;90,00;27,00;31,50;13,50
2019-12-15;16,00;29,00;16,00;8,00;4,00;80,00;24,00;28,00;12,00
2019-12-22;44,00;36,00;28,00;10,00;6,00;108,00;28,00;40,00;20,00
2019-12-29;26,00;38,00;25,00;11,00;6,00;125,67;34,67;47,67;17,33
2020-01-05;24,00;41,00;26,00;12,00;7,00;84,00;32,00;48,00;16,00
2020-01-12;24,00;43,00;27,00;12,00;7,00;92,00;44,00;48,00;16,00
2020-01-19;25,00;41,00;24,00;11,00;6,00;95,83;37,50;45,83;16,67
2020-01-26;27,00;39,00;24,00;10,00;7,00;88,71;30,86;42,43;15,43
2020-02-02;34,00;44,00;27,00;10,00;6,00;97,75;29,75;51,00;17,00
2020-02-09;29,00;41,00;24,00;10,00;6,00;107,71;29,00;49,71;16,57
2020-02-16;31,00;43,00;23,00;12,00;6,00;106,29;39,86;48,71;17,71
2020-02-23;25,00;42,00;21,00;8,00;7,00;54,17;29,17;45,83;12,50
2020-03-01;24,00;31,00;14,00;8,00;6,00;56,00;24,00;44,00;12,00
2020-03-08;19,00;28,00;13,00;5,00;4,00;19,00;19,00;34,20;11,40
2020-03-15;8,00;15,00;6,00;3,00;2,00;16,00;8,00;24,00;8,00
2020-03-22;8,00;10,00;3,00;2,00;2,00;12,00;8,00;16,00;8,00
2020-03-29;10,00;13,00;6,00;2,00;1,00;20,00;5,00;20,00;5,00
2020-04-05;9,00;11,00;5,00;2,00;2,00;13,50;9,00;22,50;9,00
2020-04-12;10,00;18,00;6,00;2,00;2,00;20,00;20,00;20,00;10,00
2020-04-19;11,00;14,00;9,00;2,00;1,00;14,67;14,67;14,67;7,33
2020-04-26;11,00;15,00;9,00;2,00;1,00;18,33;22,00;14,67;7,33
2020-05-03;13,00;12,00;16,00;3,00;1,00;26,00;26,00;21,67;8,67
2020-05-10;17,00;15,00;16,00;3,00;1,00;29,75;38,25;21,25;12,75
2020-05-17;24,00;22,00;25,00;5,00;2,00;44,00;40,00;20,00;12,00
2020-05-24;26,00;27,00;26,00;5,00;3,00;65,00;43,33;21,67;13,00
2020-05-31;34,00;43,00;29,00;7,00;3,00;97,75;51,00;25,50;12,75
2020-06-07;40,00;57,00;29,00;8,00;4,00;112,00;52,00;24,00;16,00
2020-06-14;41,00;76,00;23,00;8,00;4,00;147,60;57,40;28,70;16,40
2020-06-21;45,00;74,00;33,00;8,00;5,00;180,00;65,45;40,91;16,36
2020-06-28;51,00;83,00;32,00;10,00;5,00;208,25;68,00;46,75;17,00
2020-07-05;56,00;93,00;35,00;10,00;5,00;241,23;73,23;56,00;17,23
2020-07-12;54,00;100,00;45,00;10,00;6,00;236,77;78,92;58,15;16,62
2020-07-19;53,00;80,00;46,00;11,00;5,00;269,08;77,46;69,31;16,31
2020-07-26;60,00;69,00;41,00;11,00;7,00;300,00;81,43;77,14;17,14
2020-08-02;70,00;82,00;40,00;10,00;5,00;358,24;70,00;78,24;16,47
2020-08-09;61,00;67,00;30,00;10,00;5,00;406,67;44,73;65,07;16,27
2020-08-16;55,00;70,00;34,00;9,00;4,00;304,62;55,00;67,69;16,92
2020-08-23;39,00;59,00;28,00;8,00;4,00;190,67;56,33;69,33;17,33
2020-08-30;35,00;58,00;33,00;9,00;4,00;157,50;56,88;61,25;17,50
2020-09-06;35,00;62,00;29,00;9,00;3,00;124,44;70,00;50,56;15,56
2020-09-13;31,00;49,00;24,00;8,00;3,00;119,57;62,00;57,57;17,71
2020-09-20;25,00;32,00;22,00;7,00;3,00;87,50;37,50;41,67;16,67
2020-09-27;20,00;33,00;15,00;7,00;2,00;72,00;32,00;36,00;16,00
2020-10-04;20,00;28,00;20,00;6,00;3,00;68,00;32,00;36,00;16,00
2020-10-11;20,00;24,00;12,00;4,00;3,00;56,00;24,00;32,00;16,00
2020-10-18;21,00;24,00;13,00;4,00;3,00;42,00;16,80;29,40;16,80
2020-10-25;12,00;17,00;9,00;3,00;2,00;32,00;16,00;24,00;12,00
2020-11-01;8,00;19,00;7,00;2,00;1,00;24,00;16,00;20,00;12,00
2020-11-08;9,00;26,00;9,00;2,00;2,00;27,00;18,00;22,50;13,50
2020-11-15;8,00;18,00;8,00;3,00;2,00;24,00;16,00;16,00;12,00
2020-11-22;10,00;21,00;8,00;2,00;2,00;30,00;20,00;20,00;15,00
2020-11-29;10,00;17,00;9,00;2,00;2,00;30,00;15,00;20,00;15,00
2020-12-06;11,00;18,00;8,00;2,00;2,00;25,67;14,67;18,33;11,00
2020-12-13;13,00;19,00;7,00;2,00;2,00;30,33;13,00;17,33;13,00
2020-12-20;12,00;20,00;12,00;3,00;1,00;20,00;16,00;16,00;12,00
2020-12-27;16,00;26,00;12,00;3,00;2,00;28,00;20,00;16,00;12,00
2021-01-03;13,00;25,00;9,00;2,00;2,00;30,33;17,33;17,33;13,00
2021-01-10;14,00;28,00;12,00;2,00;2,00;37,33;18,67;18,67;14,00
2021-01-17;15,00;25,00;9,00;2,00;1,00;30,00;18,75;15,00;11,25
2021-01-24;13,00;25,00;11,00;2,00;2,00;34,67;17,33;21,67;13,00
2021-01-31;18,00;28,00;10,00;2,00;2,00;45,00;22,50;18,00;13,50
2021-02-07;19,00;25,00;13,00;2,00;2,00;41,80;19,00;15,20;11,40
2021-02-14;23,00;33,00;15,00;3,00;2,00;46,00;32,20;23,00;13,80
2021-02-21;22,00;30,00;11,00;3,00;2,00;44,00;35,20;26,40;13,20
2021-02-28;20,00;27,00;15,00;3,00;2,00;36,00;28,00;24,00;16,00
2021-03-07;23,00;37,00;13,00;3,00;2,00;36,80;36,80;32,20;18,40
2021-03-14;21,00;35,00;12,00;2,00;3,00;37,80;29,40;29,40;16,80
2021-03-21;18,00;24,00;16,00;2,00;3,00;36,00;45,00;31,50;18,00
2021-03-28;15,00;28,00;13,00;2,00;3,00;30,00;33,75;26,25;18,75
2021-04-04;13,00;36,00;16,00;3,00;2,00;47,67;43,33;34,67;21,67
2021-04-11;16,00;42,00;24,00;3,00;2,00;52,00;48,00;32,00;20,00
2021-04-18;21,00;29,00;18,00;3,00;3,00;63,00;54,60;33,60;25,20
2021-04-25;28,00;43,00;17,00;4,00;3,00;72,00;52,00;36,00;20,00
2021-05-02;38,00;46,00;20,00;4,00;4,00;84,44;54,89;42,22;25,33
2021-05-09;38,00;50,00;25,00;5,00;4,00;105,56;50,67;46,44;25,33
2021-05-16;38,00;48,00;22,00;7,00;3,00;130,89;59,11;50,67;21,11
2021-05-23;37,00;51,00;29,00;8,00;5,00;139,78;57,56;53,44;20,56
2021-05-30;32,00;45,00;33,00;7,00;5,00;160,00;56,00;52,00;20,00
2021-06-06;43,00;56,00;38,00;9,00;5,00;176,30;55,90;60,20;21,50
2021-06-13;38,00;64,00;33,00;8,00;5,00;198,44;54,89;50,67;21,11
2021-06-20;38,00;64,00;27,00;9,00;6,00;215,33;59,11;59,11;21,11
2021-06-27;39,00;67,00;30,00;10,00;5,00;229,67;56,33;60,67;21,67
2021-07-04;43,00;89,00;43,00;12,00;6,00;240,80;60,20;60,20;21,50
2021-07-11;44,00;84,00;41,00;12,00;7,00;204,00;72,00;68,00;20,00
2021-07-18;46,00;77,00;44,00;11,00;5,00;255,09;79,45;66,91;20,91
2021-07-25;51,00;76,00;37,00;13,00;6,00;259,25;80,75;76,50;21,25
2021-08-01;55,00;77,00;39,00;13,00;8,00;304,62;93,08;76,15;21,15
2021-08-08;61,00;76,00;35,00;13,00;7,00;394,47;97,60;77,27;20,33
2021-08-15;53,00;66,00;32,00;12,00;7,00;334,31;93,77;65,23;20,38
2021-08-22;40,00;61,00;29,00;12,00;6,00;208,00;72,00;68,00;16,00
2021-08-29;33,00;60,00;23,00;10,00;6,00;177,38;66,00;57,75;20,63
2021-09-05;34,00;51,00;28,00;10,00;6,00;170,00;59,50;55,25;21,25
2021-09-12;30,00;44,00;23,00;9,00;6,00;137,14;51,43;55,71;21,43
2021-09-19;26,00;41,00;23,00;9,00;5,00;125,67;47,67;47,67;17,33
2021-09-26;24,00;33,00;23,00;8,00;5,00;116,00;40,00;36,00;20,00
2021-10-03;26,00;38,00;21,00;9,00;5,00;108,33;43,33;39,00;17,33
2021-10-10;24,00;41,00;24,00;9,00;6,00;108,00;32,00;36,00;20,00
2021-10-17;25,00;33,00;22,00;9,00;6,00;112,50;37,50;37,50;16,67
2021-10-24;23,00;32,00;15,00;7,00;4,00;99,67;26,83;30,67;15,33
2021-10-31;22,00;34,00;14,00;7,00;5,00;92,40;26,40;30,80;17,60
2021-11-07;20,00;32,00;15,00;6,00;5,00;84,00;28,00;28,00;12,00
2021-11-14;17,00;27,00;16,00;5,00;5,00;85,00;25,50;25,50;12,75
2021-11-21;13,00;23,00;9,00;5,00;4,00;73,67;26,00;21,67;13,00
2021-11-28;14,00;23,00;9,00;5,00;4,00;74,67;23,33;23,33;14,00
2021-12-05;15,00;27,00;9,00;4,00;4,00;67,50;18,75;15,00;11,25
2021-12-12;13,00;23,00;12,00;5,00;3,00;69,33;17,33;17,33;13,00
2021-12-19;14,00;19,00;13,00;5,00;3,00;65,33;18,67;18,67;14,00
2021-12-26;16,00;34,00;13,00;7,00;4,00;76,00;24,00;24,00;12,00
2022-01-02;16,00;40,00;11,00;7,00;3,00;64,00;32,00;28,00;12,00
2022-01-09;19,00;36,00;15,00;6,00;4,00;53,20;26,60;30,40;11,40
2022-01-16;19,00;37,00;15,00;7,00;5,00;53,20;30,40;30,40;7,60
2022-01-23;23,00;37,00;16,00;6,00;5,00;61,33;30,67;30,67;11,50
2022-01-30;25,00;42,00;18,00;8,00;4,00;79,17;37,50;37,50;12,50
2022-02-06;27,00;41,00;19,00;9,00;5,00;103,50;40,50;45,00;13,50
2022-02-13;28,00;43,00;22,00;10,00;5,00;96,00;36,00;36,00;12,00
2022-02-20;26,00;43,00;25,00;8,00;6,00;108,33;43,33;43,33;13,00
2022-02-27;24,00;37,00;25,00;9,00;6,00;96,00;32,00;36,00;12,00
2022-03-06;23,00;42,00;24,00;8,00;5,00;95,83;34,50;34,50;11,50
2022-03-13;26,00;45,00;24,00;10,00;6,00;112,67;39,00;39,00;13,00
2022-03-20;27,00;38,00;24,00;10,00;5,00;115,71;34,71;38,57;11,57
2022-03-27;27,00;47,00;31,00;11,00;6,00;111,86;42,43;38,57;11,57
2022-04-03;30,00;50,00;28,00;11,00;6,00;141,43;51,43;47,14;12,86
2022-04-10;32,00;47,00;27,00;11,00;8,00;148,00;48,00;44,00;12,00
2022-04-17;33,00;42,00;40,00;12,00;7,00;169,13;49,50;45,38;12,38
2022-04-24;33,00;46,00;31,00;12,00;7,00;140,25;57,75;45,38;12,38
2022-05-01;33,00;44,00;25,00;11,00;6,00;144,38;61,88;49,50;12,38
2022-05-08;33,00;53,00;30,00;12,00;6,00;148,50;49,50;45,38;12,38
2022-05-15;30,00;54,00;27,00;12,00;8,00;162,86;60,00;47,14;12,86
2022-05-22;39,00;56,00;31,00;13,00;8,00;164,67;65,00;47,67;13,00
2022-05-29;30,00;49,00;31,00;12,00;6,00;192,86;55,71;47,14;12,86
2022-06-05;33,00;56,00;33,00;13,00;8,00;177,38;57,75;45,38;12,38
2022-06-12;35,00;40,00;32,00;13,00;6,00;201,25;56,88;52,50;13,13
2022-06-19;33,00;62,00;34,00;12,00;8,00;202,13;45,38;53,63;12,38
2022-06-26;32,00;60,00;33,00;12,00;8,00;196,00;48,00;48,00;12,00
2022-07-03;36,00;69,00;36,00;13,00;8,00;224,00;52,00;52,00;12,00
2022-07-10;39,00;66,00;32,00;14,00;10,00;242,67;69,33;60,67;13,00
