Tout_inclus;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-12-08;36,00;36,00;21,00;21,00;7,00;11,37;37,89;68,21;49,26
2019-12-15;49,00;35,00;26,00;22,00;8,00;16,96;35,81;79,15;49,00
2019-12-22;57,00;29,00;25,00;32,00;10,00;17,69;53,07;123,83;66,83
2019-12-29;67,00;52,00;39,00;38,00;12,00;26,80;63,17;178,03;89,97
2020-01-05;66,00;49,00;35,00;43,00;12,00;33,00;89,29;186,35;100,94
2020-01-12;70,00;49,00;43,00;40,00;12,00;35,00;73,89;192,50;103,06
2020-01-19;68,00;41,00;35,00;37,00;12,00;31,09;69,94;170,97;95,20
2020-01-26;68,00;41,00;34,00;35,00;9,00;25,26;62,17;149,60;71,89
2020-02-02;60,00;44,00;41,00;29,00;11,00;27,10;52,26;139,35;73,55
2020-02-09;65,00;45,00;29,00;28,00;9,00;26,76;55,44;124,26;70,74
2020-02-16;60,00;48,00;41,00;28,00;13,00;25,16;61,94;139,35;81,29
2020-02-23;51,00;28,00;27,00;24,00;10,00;13,73;41,19;109,85;70,62
2020-03-01;32,00;30,00;23,00;20,00;9,00;13,18;32,00;86,59;52,71
2020-03-08;27,00;25,00;15,00;16,00;4,00;3,86;25,07;69,43;54,00
2020-03-15;8,00;6,00;2,00;8,00;3,00;4,00;6,00;40,00;32,00
2020-03-22;11,00;8,00;11,00;7,00;2,00;3,67;7,33;29,33;23,83
2020-03-29;11,00;9,00;5,00;6,00;3,00;3,67;7,33;27,50;22,00
2020-04-05;11,00;8,00;6,00;9,00;3,00;3,67;5,50;38,50;23,83
2020-04-12;11,00;6,00;13,00;8,00;2,00;3,67;5,50;40,33;27,50
2020-04-19;10,00;9,00;7,00;7,00;2,00;4,00;8,00;36,00;28,00
2020-04-26;8,00;10,00;7,00;7,00;2,00;6,00;6,00;38,00;26,00
2020-05-03;9,00;8,00;7,00;9,00;2,00;3,60;9,00;37,80;27,00
2020-05-10;9,00;6,00;9,00;10,00;2,00;4,50;15,75;40,50;36,00
2020-05-17;14,00;12,00;11,00;13,00;3,00;8,00;18,00;44,00;32,00
2020-05-24;15,00;11,00;11,00;13,00;4,00;9,38;18,75;45,00;30,00
2020-05-31;26,00;12,00;22,00;14,00;4,00;16,71;26,00;52,00;31,57
2020-06-07;26,00;16,00;23,00;17,00;5,00;16,71;22,29;48,29;37,14
2020-06-14;31,00;19,00;16,00;16,00;4,00;21,31;27,13;52,31;40,69
2020-06-21;31,00;18,00;22,00;19,00;6,00;27,13;32,94;71,69;42,63
2020-06-28;39,00;27,00;18,00;22,00;6,00;37,05;37,05;66,30;35,10
2020-07-05;39,00;27,00;27,00;21,00;7,00;33,15;40,95;70,20;39,00
2020-07-12;30,00;19,00;23,00;19,00;7,00;31,88;45,00;75,00;35,63
2020-07-19;29,00;13,00;30,00;21,00;8,00;34,80;40,60;83,13;38,67
2020-07-26;33,00;9,00;28,00;18,00;9,00;34,94;42,71;62,12;36,88
2020-08-02;33,00;14,00;23,00;20,00;10,00;42,71;36,88;60,18;38,82
2020-08-09;34,00;18,00;21,00;15,00;10,00;38,00;28,00;76,00;40,00
2020-08-16;32,00;16,00;13,00;15,00;9,00;24,47;30,12;60,24;37,65
2020-08-23;28,00;17,00;10,00;13,00;8,00;16,80;28,00;65,33;35,47
2020-08-30;27,00;18,00;11,00;15,00;8,00;11,57;28,93;61,71;36,64
2020-09-06;25,00;20,00;14,00;15,00;6,00;9,62;36,54;53,85;38,46
2020-09-13;21,00;12,00;15,00;14,00;3,00;5,73;17,18;53,45;38,18
2020-09-20;19,00;10,00;21,00;12,00;4,00;3,80;15,20;49,40;38,00
2020-09-27;17,00;16,00;15,00;11,00;4,00;1,89;13,22;49,11;41,56
2020-10-04;18,00;6,00;13,00;11,00;3,00;4,00;14,00;52,00;46,00
2020-10-11;19,00;7,00;12,00;10,00;3,00;3,80;15,20;41,80;43,70
2020-10-18;18,00;5,00;7,00;8,00;3,00;2,00;12,00;54,00;46,00
2020-10-25;10,00;4,00;6,00;7,00;3,00;2,00;12,00;46,00;40,00
2020-11-01;8,00;7,00;9,00;5,00;1,00;2,00;12,00;34,00;36,00
2020-11-08;12,00;12,00;8,00;5,00;3,00;2,00;14,00;48,00;42,00
2020-11-15;12,00;12,00;4,00;5,00;3,00;2,00;16,00;42,00;42,00
2020-11-22;17,00;12,00;9,00;5,00;2,00;3,78;15,11;43,44;37,78
2020-11-29;17,00;12,00;8,00;6,00;3,00;3,78;15,11;41,56;39,67
2020-12-06;18,00;14,00;9,00;4,00;2,00;2,00;18,00;44,00;44,00
2020-12-13;21,00;16,00;8,00;6,00;2,00;3,82;11,45;38,18;40,09
2020-12-20;20,00;14,00;7,00;7,00;4,00;4,00;8,00;38,00;48,00
2020-12-27;34,00;11,00;9,00;10,00;2,00;7,56;15,11;51,00;54,78
2021-01-03;34,00;11,00;17,00;10,00;2,00;7,56;15,11;43,44;58,56
2021-01-10;26,00;12,00;13,00;9,00;3,00;3,71;13,00;39,00;59,43
2021-01-17;22,00;11,00;13,00;9,00;1,00;6,00;10,00;44,00;60,00
2021-01-24;17,00;7,00;12,00;8,00;2,00;5,67;9,44;30,22;52,89
2021-01-31;17,00;10,00;15,00;9,00;3,00;7,56;13,22;28,33;52,89
2021-02-07;17,00;6,00;13,00;8,00;3,00;3,78;11,33;30,22;52,89
2021-02-14;22,00;10,00;21,00;9,00;3,00;6,00;18,00;36,00;70,00
2021-02-21;21,00;10,00;14,00;8,00;4,00;5,73;15,27;49,64;70,64
2021-02-28;21,00;11,00;15,00;9,00;3,00;5,73;17,18;42,00;78,27
2021-03-07;22,00;9,00;16,00;9,00;3,00;5,50;16,50;44,00;77,00
2021-03-14;23,00;10,00;17,00;12,00;6,00;5,75;15,33;42,17;92,00
2021-03-21;23,00;11,00;16,00;8,00;6,00;7,67;15,33;38,33;86,25
2021-03-28;16,00;7,00;12,00;7,00;4,00;12,00;12,00;30,00;84,00
2021-04-04;24,00;14,00;18,00;10,00;3,00;14,00;18,00;32,00;98,00
2021-04-11;24,00;18,00;16,00;8,00;6,00;16,00;14,00;28,00;94,00
2021-04-18;27,00;17,00;20,00;9,00;7,00;13,50;15,43;30,86;84,86
2021-04-25;29,00;15,00;16,00;12,00;6,00;19,33;19,33;29,00;79,27
2021-05-02;37,00;23,00;20,00;15,00;6,00;19,47;23,37;37,00;79,84
2021-05-09;46,00;28,00;25,00;23,00;9,00;24,92;34,50;34,50;78,58
2021-05-16;46,00;39,00;25,00;25,00;11,00;24,92;44,08;30,67;82,42
2021-05-23;49,00;41,00;32,00;34,00;10,00;32,04;49,00;32,04;79,15
2021-05-30;49,00;50,00;34,00;37,00;11,00;39,58;54,65;37,69;81,04
2021-06-06;55,00;49,00;36,00;37,00;14,00;37,32;58,93;31,43;88,39
2021-06-13;54,00;45,00;39,00;43,00;16,00;38,57;59,79;28,93;86,79
2021-06-20;81,00;44,00;40,00;44,00;14,00;48,21;63,64;40,50;86,79
2021-06-27;55,00;52,00;32,00;35,00;17,00;39,83;56,90;37,93;83,45
2021-07-04;50,00;62,00;49,00;41,00;15,00;50,00;53,85;48,08;82,69
2021-07-11;46,00;54,00;38,00;34,00;17,00;40,25;49,83;49,83;84,33
2021-07-18;50,00;58,00;42,00;36,00;17,00;34,62;59,62;55,77;73,08
2021-07-25;52,00;57,00;46,00;36,00;16,00;32,74;77,04;55,85;69,33
2021-08-01;53,00;46,00;30,00;35,00;20,00;34,07;83,29;64,36;58,68
2021-08-08;60,00;41,00;37,00;34,00;19,00;38,71;67,74;67,74;56,13
2021-08-15;53,00;42,00;33,00;34,00;18,00;35,96;66,25;60,57;51,11
2021-08-22;46,00;50,00;23,00;33,00;16,00;28,75;51,75;63,25;49,83
2021-08-29;48,00;41,00;32,00;30,00;12,00;21,12;53,76;61,44;49,92
2021-09-05;41,00;33,00;29,00;35,00;12,00;13,67;56,62;64,43;50,76
2021-09-12;41,00;35,00;21,00;31,00;11,00;11,71;54,67;72,24;50,76
2021-09-19;43,00;34,00;36,00;30,00;9,00;7,82;48,86;68,41;50,82
2021-09-26;42,00;32,00;35,00;28,00;7,00;9,55;45,82;61,09;49,64
2021-10-03;37,00;29,00;24,00;26,00;8,00;7,40;40,70;64,75;51,80
2021-10-10;41,00;33,00;22,00;30,00;5,00;9,76;42,95;68,33;54,67
2021-10-17;38,00;27,00;23,00;25,00;7,00;9,50;43,70;60,80;51,30
2021-10-24;41,00;27,00;26,00;22,00;7,00;7,81;27,33;54,67;54,67
2021-10-31;41,00;41,00;18,00;22,00;6,00;7,81;29,29;46,86;54,67
2021-11-07;39,00;30,00;18,00;19,00;6,00;9,75;21,45;50,70;54,60
2021-11-14;33,00;21,00;16,00;16,00;5,00;9,71;21,35;44,65;52,41
2021-11-21;26,00;17,00;13,00;13,00;4,00;6,00;18,00;40,00;56,00
2021-11-28;22,00;16,00;15,00;10,00;5,00;6,00;18,00;26,00;54,00
2021-12-05;23,00;15,00;7,00;14,00;4,00;7,67;21,08;24,92;47,92
2021-12-12;22,00;21,00;11,00;17,00;3,00;8,00;30,00;28,00;54,00
2021-12-19;30,00;19,00;13,00;14,00;7,00;7,50;26,25;24,38;48,75
2021-12-26;37,00;34,00;16,00;25,00;4,00;11,68;38,95;56,47;64,26
2022-01-02;49,00;43,00;21,00;31,00;8,00;13,72;54,88;84,28;90,16
2022-01-09;50,00;40,00;20,00;31,00;6,00;13,46;59,62;111,54;94,23
2022-01-16;52,00;37,00;29,00;29,00;6,00;13,48;55,85;100,15;98,22
2022-01-23;56,00;43,00;26,00;33,00;7,00;17,38;63,72;113,93;92,69
2022-01-30;63,00;39,00;35,00;37,00;7,00;19,09;61,09;105,00;78,27
2022-02-06;67,00;42,00;41,00;35,00;9,00;21,06;61,26;101,46;88,06
2022-02-13;84,00;42,00;39,00;39,00;10,00;24,82;70,64;105,00;101,18
2022-02-20;77,00;38,00;49,00;32,00;8,00;25,03;63,53;100,10;115,50
2022-02-27;63,00;42,00;36,00;29,00;9,00;21,00;49,64;91,64;103,09
2022-03-06;64,00;53,00;34,00;30,00;8,00;23,27;58,18;102,79;106,67
2022-03-13;69,00;36,00;34,00;35,00;8,00;23,00;65,17;105,42;103,50
2022-03-20;73,00;44,00;32,00;34,00;10,00;26,89;63,39;115,26;101,82
2022-03-27;69,00;48,00;38,00;38,00;9,00;30,67;63,25;120,75;92,00
2022-04-03;64,00;57,00;41,00;40,00;9,00;32,97;60,12;114,42;89,21
2022-04-10;66,00;49,00;41,00;45,00;11,00;31,06;62,12;112,59;79,59
2022-04-17;86,00;52,00;56,00;50,00;13,00;40,13;74,53;133,78;86,00
2022-04-24;79,00;45,00;43,00;44,00;11,00;38,54;65,51;138,73;82,85
2022-05-01;68,00;52,00;50,00;44,00;11,00;42,74;73,83;163,20;81,60
2022-05-08;73,00;54,00;46,00;47,00;15,00;48,03;71,08;142,16;67,24
2022-05-15;63,00;55,00;60,00;50,00;13,00;45,82;68,73;141,27;61,09
2022-05-22;69,00;61,00;56,00;53,00;14,00;46,00;69,00;138,00;59,42
2022-05-29;63,00;50,00;50,00;52,00;17,00;49,64;59,18;122,18;66,82
2022-06-05;72,00;68,00;58,00;64,00;16,00;51,16;62,53;128,84;73,89
2022-06-12;69,00;62,00;38,00;59,00;18,00;55,58;63,25;136,08;74,75
2022-06-19;67,00;58,00;52,00;51,00;15,00;53,60;61,26;141,66;78,49
2022-06-26;65,00;67,00;44,00;49,00;18,00;53,53;59,26;139,56;72,65
2022-07-03;70,00;58,00;51,00;52,00;21,00;56,39;68,06;130,28;73,89
2022-07-10;73,00;57,00;38,00;51,00;20,00;49,95;61,47;134,47;73,00
