Campings;FR;BE;CH;DE;ES;IT;NL;GB;US
2021-02-28;12,00;19,00;13,00;4,00;7,00;2,40;64,80;4,80;9,60
2021-03-07;12,00;24,00;9,00;5,00;10,00;2,00;54,00;4,00;10,00
2021-03-14;12,00;23,00;15,00;4,00;11,00;2,00;52,00;4,00;10,00
2021-03-21;12,00;21,00;17,00;4,00;14,00;2,00;70,00;6,00;10,00
2021-03-28;10,00;26,00;25,00;3,00;19,00;2,00;66,00;4,00;10,00
2021-04-04;10,00;29,00;17,00;4,00;10,00;4,00;68,00;6,00;12,00
2021-04-11;13,00;29,00;29,00;4,00;10,00;6,50;84,50;6,50;13,00
2021-04-18;16,00;32,00;27,00;4,00;10,00;6,86;91,43;9,14;13,71
2021-04-25;23,00;34,00;25,00;6,00;12,00;9,20;110,40;9,20;13,80
2021-05-02;27,00;33,00;28,00;8,00;14,00;9,00;117,00;9,00;13,50
2021-05-09;29,00;46,00;32,00;13,00;16,00;11,15;127,15;8,92;13,38
2021-05-16;29,00;37,00;28,00;16,00;22,00;13,38;100,38;11,15;15,62
2021-05-23;28,00;43,00;32,00;16,00;24,00;15,08;120,62;12,92;17,23
2021-05-30;29,00;45,00;35,00;16,00;28,00;16,57;118,07;14,50;16,57
2021-06-06;35,00;51,00;37,00;16,00;32,00;19,69;140,00;13,13;17,50
2021-06-13;35,00;49,00;40,00;16,00;28,00;21,88;135,63;13,13;19,69
2021-06-20;33,00;47,00;40,00;14,00;33,00;22,00;138,60;13,20;17,60
2021-06-27;36,00;54,00;34,00;16,00;36,00;21,18;137,65;12,71;16,94
2021-07-04;43,00;69,00;39,00;16,00;41,00;21,50;152,65;12,90;17,20
2021-07-11;47,00;83,00;59,00;19,00;45,00;24,62;205,90;15,67;17,90
2021-07-18;55,00;86,00;68,00;17,00;44,00;22,00;220,00;17,60;17,60
2021-07-25;50,00;62,00;39,00;18,00;45,00;23,91;204,35;15,22;15,22
2021-08-01;59,00;60,00;40,00;17,00;46,00;24,04;192,30;15,30;15,30
2021-08-08;56,00;64,00;35,00;20,00;56,00;30,15;180,92;15,08;15,08
2021-08-15;45,00;49,00;29,00;17,00;45,00;25,71;145,71;12,86;12,86
2021-08-22;31,00;36,00;28,00;16,00;32,00;19,93;112,93;13,29;13,29
2021-08-29;21,00;29,00;26,00;14,00;19,00;16,33;105,00;9,33;14,00
2021-09-05;17,00;26,00;24,00;13,00;15,00;10,63;72,25;8,50;10,63
2021-09-12;15,00;22,00;16,00;11,00;13,00;6,43;66,43;6,43;8,57
2021-09-19;11,00;21,00;14,00;9,00;10,00;6,60;52,80;6,60;11,00
2021-09-26;7,00;16,00;15,00;8,00;10,00;4,67;42,00;4,67;9,33
2021-10-03;7,00;15,00;15,00;8,00;11,00;4,67;44,33;4,67;9,33
2021-10-10;7,00;14,00;13,00;8,00;9,00;2,33;37,33;4,67;9,33
2021-10-17;6,00;11,00;9,00;7,00;7,00;2,00;32,00;4,00;6,00
2021-10-24;7,00;14,00;7,00;6,00;7,00;2,33;30,33;4,67;7,00
2021-10-31;5,00;11,00;7,00;6,00;5,00;2,50;27,50;2,50;5,00
2021-11-07;4,00;15,00;6,00;4,00;6,00;2,00;22,00;2,00;4,00
2021-11-14;4,00;10,00;4,00;3,00;6,00;1,00;24,00;2,00;4,00
2021-11-21;4,00;8,00;3,00;3,00;3,00;1,00;22,00;2,00;4,00
2021-11-28;4,00;7,00;3,00;3,00;5,00;2,00;20,00;2,00;4,00
2021-12-05;3,00;9,00;3,00;3,00;4,00;0,75;15,00;1,50;3,00
2021-12-12;3,00;9,00;5,00;3,00;3,00;1,50;18,00;1,50;3,00
2021-12-19;3,00;9,00;6,00;4,00;2,00;1,50;16,50;1,50;3,00
2021-12-26;7,00;15,00;4,00;6,00;6,00;2,33;44,33;4,67;7,00
2022-01-02;9,00;23,00;8,00;6,00;5,00;2,25;67,50;4,50;6,75
2022-01-09;11,00;17,00;10,00;7,00;6,00;2,20;63,80;4,40;6,60
2022-01-16;11,00;24,00;7,00;7,00;7,00;4,40;57,20;6,60;6,60
2022-01-23;13,00;22,00;10,00;7,00;7,00;4,33;58,50;6,50;6,50
2022-01-30;14,00;20,00;12,00;8,00;8,00;7,00;63,00;7,00;7,00
2022-02-06;14,00;18,00;16,00;7,00;10,00;6,00;54,00;6,00;8,00
2022-02-13;16,00;21,00;13,00;8,00;11,00;6,86;59,43;4,57;9,14
2022-02-20;16,00;22,00;13,00;7,00;10,00;6,86;54,86;6,86;9,14
2022-02-27;15,00;21,00;11,00;6,00;9,00;6,43;51,43;4,29;8,57
2022-03-06;17,00;18,00;15,00;7,00;10,00;6,38;55,25;6,38;8,50
2022-03-13;16,00;23,00;14,00;8,00;10,00;6,86;61,71;6,86;9,14
2022-03-20;17,00;23,00;15,00;8,00;10,00;8,50;61,63;8,50;10,63
2022-03-27;18,00;26,00;16,00;8,00;12,00;6,75;67,50;6,75;9,00
2022-04-03;20,00;26,00;21,00;11,00;15,00;8,89;75,56;8,89;11,11
2022-04-10;23,00;34,00;27,00;13,00;23,00;10,45;81,55;8,36;10,45
2022-04-17;24,00;32,00;24,00;13,00;16,00;10,91;106,91;10,91;10,91
2022-04-24;24,00;30,00;20,00;11,00;16,00;10,91;102,55;10,91;10,91
2022-05-01;26,00;31,00;21,00;12,00;17,00;10,83;112,67;10,83;10,83
2022-05-08;27,00;34,00;24,00;13,00;20,00;13,50;103,50;9,00;11,25
2022-05-15;28,00;37,00;33,00;13,00;21,00;12,92;96,92;10,77;12,92
2022-05-22;36,00;45,00;41,00;16,00;20,00;14,82;116,47;10,59;14,82
2022-05-29;30,00;37,00;34,00;16,00;22,00;21,43;111,43;12,86;15,00
2022-06-05;31,00;45,00;35,00;20,00;27,00;19,93;121,79;11,07;15,50
2022-06-12;34,00;49,00;40,00;17,00;29,00;19,13;116,88;10,63;14,88
2022-06-19;35,00;46,00;31,00;15,00;29,00;21,88;115,94;13,13;17,50
2022-06-26;35,00;51,00;31,00;17,00;36,00;21,88;124,69;13,13;17,50
2022-07-03;43,00;70,00;40,00;16,00;41,00;21,50;133,30;12,90;17,20
2022-07-10;51,00;78,00;50,00;18,00;41,00;22,17;166,30;13,30;15,52
