Campings;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;12,00;21,00;11,00;8,00;5,00;4,00;68,00;6,00;6,00
2019-01-13;13,00;19,00;11,00;7,00;6,00;6,50;67,17;6,50;6,50
2019-01-20;13,00;19,00;12,00;8,00;7,00;4,33;56,33;6,50;6,50
2019-01-27;18,00;19,00;16,00;9,00;8,00;11,25;54,00;6,75;6,75
2019-02-03;20,00;17,00;14,00;9,00;11,00;8,89;46,67;6,67;6,67
2019-02-10;22,00;22,00;15,00;10,00;11,00;11,00;46,20;6,60;6,60
2019-02-17;27,00;19,00;18,00;10,00;11,00;13,50;49,50;6,75;6,75
2019-02-24;24,00;20,00;18,00;9,00;13,00;15,27;48,00;6,55;6,55
2019-03-03;26,00;19,00;19,00;11,00;12,00;13,00;43,33;6,50;8,67
2019-03-10;23,00;15,00;17,00;10,00;15,00;12,55;43,91;6,27;8,36
2019-03-17;24,00;21,00;22,00;10,00;16,00;13,09;39,27;6,55;8,73
2019-03-24;27,00;24,00;27,00;10,00;16,00;14,54;47,77;6,23;10,38
2019-03-31;20,00;29,00;16,00;9,00;13,00;8,89;62,22;8,89;11,11
2019-04-07;19,00;28,00;21,00;10,00;14,00;6,33;63,33;10,56;10,56
2019-04-14;21,00;33,00;26,00;12,00;19,00;8,40;84,00;12,60;10,50
2019-04-21;20,00;25,00;21,00;11,00;13,00;11,11;93,33;11,11;11,11
2019-04-28;20,00;29,00;16,00;10,00;15,00;8,89;82,22;11,11;11,11
2019-05-05;20,00;22,00;18,00;10,00;13,00;8,89;77,78;11,11;13,33
2019-05-12;19,00;27,00;15,00;9,00;17,00;6,33;80,22;10,56;12,67
2019-05-19;19,00;23,00;19,00;11,00;16,00;10,56;82,33;12,67;16,89
2019-05-26;29,00;40,00;34,00;14,00;18,00;11,15;129,38;15,62;17,85
2019-06-02;29,00;39,00;33,00;16,00;23,00;15,62;109,31;13,38;17,85
2019-06-09;25,00;34,00;28,00;16,00;25,00;16,67;93,75;10,42;16,67
2019-06-16;27,00;38,00;29,00;16,00;27,00;18,69;105,92;12,46;18,69
2019-06-23;34,00;59,00;28,00;16,00;32,00;19,13;112,63;14,88;19,13
2019-06-30;35,00;63,00;36,00;16,00;34,00;19,69;137,81;15,31;19,69
2019-07-07;40,00;67,00;46,00;17,00;35,00;18,95;149,47;16,84;18,95
2019-07-14;45,00;75,00;56,00;19,00;42,00;21,43;188,57;17,14;19,29
2019-07-21;48,00;73,00;46,00;18,00;39,00;21,82;192,00;17,45;19,64
2019-07-28;54,00;65,00;55,00;18,00;43,00;23,76;174,96;17,28;17,28
2019-08-04;56,00;58,00;32,00;18,00;46,00;30,15;161,54;19,38;17,23
2019-08-11;47,00;47,00;29,00;17,00;46,00;27,77;119,64;14,95;14,95
2019-08-18;42,00;52,00;30,00;16,00;33,00;17,68;128,21;17,68;13,26
2019-08-25;24,00;39,00;20,00;13,00;24,00;13,09;89,45;13,09;13,09
2019-09-01;17,00;21,00;21,00;11,00;18,00;10,63;59,50;8,50;10,63
2019-09-08;15,00;18,00;14,00;11,00;11,00;8,57;55,71;6,43;8,57
2019-09-15;13,00;21,00;18,00;8,00;9,00;6,50;49,83;6,50;8,67
2019-09-22;9,00;11,00;14,00;8,00;7,00;4,50;38,25;6,75;9,00
2019-09-29;6,00;12,00;16,00;7,00;7,00;4,00;30,00;4,00;8,00
2019-10-06;6,00;11,00;10,00;6,00;9,00;2,00;28,00;4,00;8,00
2019-10-13;6,00;14,00;7,00;7,00;4,00;2,00;34,00;4,00;6,00
2019-10-20;6,00;13,00;9,00;5,00;5,00;2,00;32,00;4,00;6,00
2019-10-27;6,00;13,00;6,00;5,00;8,00;2,00;26,00;4,00;4,00
2019-11-03;5,00;11,00;7,00;4,00;6,00;2,50;37,50;5,00;5,00
2019-11-10;5,00;15,00;6,00;4,00;4,00;2,50;37,50;2,50;5,00
2019-11-17;5,00;11,00;5,00;4,00;4,00;2,50;32,50;2,50;5,00
2019-11-24;6,00;9,00;5,00;4,00;5,00;2,00;24,00;2,00;4,00
2019-12-01;4,00;12,00;5,00;4,00;7,00;2,00;24,00;2,00;2,00
2019-12-08;4,00;9,00;6,00;4,00;4,00;2,00;34,00;2,00;2,00
2019-12-15;4,00;10,00;5,00;4,00;4,00;2,00;26,00;2,00;2,00
2019-12-22;7,00;13,00;7,00;7,00;5,00;4,67;49,00;4,67;4,67
2019-12-29;9,00;19,00;9,00;8,00;7,00;4,50;65,25;9,00;6,75
2020-01-05;11,00;22,00;9,00;8,00;6,00;4,40;70,40;6,60;6,60
2020-01-12;14,00;20,00;14,00;8,00;7,00;4,00;70,00;8,00;6,00
2020-01-19;14,00;23,00;11,00;8,00;9,00;7,00;79,33;7,00;7,00
2020-01-26;14,00;18,00;11,00;8,00;8,00;4,00;54,00;6,00;6,00
2020-02-02;13,00;19,00;9,00;7,00;7,00;6,50;54,17;6,50;6,50
2020-02-09;13,00;15,00;9,00;7,00;9,00;4,33;52,00;6,50;6,50
2020-02-16;17,00;20,00;11,00;7,00;11,00;6,38;53,13;6,38;6,38
2020-02-23;15,00;13,00;11,00;5,00;10,00;4,29;40,71;6,43;6,43
2020-03-01;13,00;17,00;9,00;6,00;8,00;4,33;41,17;4,33;6,50
2020-03-08;10,00;13,00;9,00;5,00;6,00;2,00;34,00;4,00;6,00
2020-03-15;4,00;8,00;8,00;4,00;2,00;2,00;24,00;2,00;6,00
2020-03-22;4,00;6,00;6,00;4,00;1,00;1,00;40,00;2,00;4,00
2020-03-29;5,00;7,00;11,00;3,00;2,00;1,25;42,50;2,50;5,00
2020-04-05;6,00;7,00;11,00;4,00;3,00;2,00;26,00;2,00;4,00
2020-04-12;7,00;12,00;11,00;4,00;3,00;2,33;37,33;2,33;4,67
2020-04-19;7,00;11,00;14,00;4,00;3,00;2,33;53,67;2,33;7,00
2020-04-26;6,00;15,00;20,00;5,00;3,00;2,00;64,00;2,00;8,00
2020-05-03;5,00;12,00;16,00;9,00;4,00;2,50;115,00;2,50;12,50
2020-05-10;9,00;12,00;21,00;11,00;5,00;4,50;103,50;4,50;13,50
2020-05-17;13,00;23,00;23,00;14,00;9,00;6,50;119,17;4,33;17,33
2020-05-24;18,00;27,00;26,00;14,00;15,00;11,25;117,00;4,50;20,25
2020-05-31;29,00;46,00;33,00;15,00;15,00;13,38;131,62;4,46;20,08
2020-06-07;30,00;57,00;36,00;16,00;18,00;15,00;130,71;6,43;25,71
2020-06-14;32,00;59,00;37,00;16,00;25,00;17,07;151,47;6,40;25,60
2020-06-21;39,00;64,00;44,00;16,00;32,00;26,00;164,67;13,00;28,17
2020-06-28;45,00;73,00;45,00;18,00;39,00;25,71;182,14;12,86;25,71
2020-07-05;51,00;80,00;56,00;21,00;42,00;26,61;204,00;17,74;24,39
2020-07-12;50,00;88,00;57,00;21,00;38,00;26,09;217,39;19,57;23,91
2020-07-19;49,00;85,00;58,00;18,00;39,00;25,57;210,91;21,30;21,30
2020-07-26;52,00;72,00;51,00;21,00;46,00;28,17;212,33;23,83;21,67
2020-08-02;58,00;100,00;46,00;19,00;50,00;32,22;197,63;21,48;19,33
2020-08-09;52,00;68,00;36,00;18,00;45,00;32,50;164,67;19,50;19,50
2020-08-16;40,00;58,00;30,00;17,00;39,00;25,26;120,00;14,74;16,84
2020-08-23;27,00;38,00;25,00;14,00;24,00;18,00;101,25;13,50;15,75
2020-08-30;19,00;36,00;28,00;14,00;21,00;12,67;86,56;10,56;16,89
2020-09-06;17,00;34,00;26,00;13,00;16,00;12,75;82,88;8,50;12,75
2020-09-13;12,00;29,00;24,00;12,00;10,00;8,00;64,00;8,00;10,00
2020-09-20;7,00;16,00;15,00;8,00;9,00;4,67;51,33;7,00;11,67
2020-09-27;5,00;11,00;14,00;7,00;7,00;2,50;37,50;5,00;12,50
2020-10-04;6,00;10,00;11,00;6,00;9,00;2,00;28,00;4,00;10,00
2020-10-11;5,00;10,00;7,00;4,00;6,00;2,50;40,00;5,00;10,00
2020-10-18;5,00;12,00;6,00;3,00;3,00;1,25;32,50;5,00;10,00
2020-10-25;3,00;11,00;3,00;3,00;3,00;1,50;33,00;3,00;9,00
2020-11-01;2,00;9,00;6,00;2,00;2,00;1,00;18,00;2,00;4,00
2020-11-08;2,00;9,00;5,00;2,00;2,00;1,00;20,00;2,00;4,00
2020-11-15;2,00;6,00;3,00;2,00;3,00;1,00;24,00;2,00;4,00
2020-11-22;2,00;9,00;2,00;2,00;2,00;1,00;20,00;2,00;4,00
2020-11-29;2,00;8,00;3,00;2,00;2,00;1,00;18,00;2,00;4,00
2020-12-06;2,00;5,00;5,00;2,00;3,00;2,00;18,00;2,00;4,00
2020-12-13;3,00;6,00;3,00;1,00;3,00;0,75;13,50;1,50;3,00
2020-12-20;4,00;8,00;4,00;2,00;3,00;1,00;22,00;2,00;4,00
2020-12-27;5,00;13,00;7,00;4,00;3,00;2,50;50,00;2,50;7,50
2021-01-03;7,00;12,00;6,00;3,00;2,00;2,33;42,00;2,33;7,00
2021-01-10;7,00;12,00;4,00;3,00;2,00;2,33;39,67;2,33;7,00
2021-01-17;7,00;10,00;6,00;3,00;3,00;2,33;42,00;2,33;7,00
2021-01-24;6,00;11,00;7,00;4,00;2,00;2,00;34,00;2,00;6,00
2021-01-31;9,00;12,00;8,00;4,00;3,00;2,25;38,25;2,25;6,75
2021-02-07;8,00;17,00;7,00;3,00;4,00;2,00;24,00;4,00;6,00
2021-02-14;11,00;23,00;8,00;3,00;5,00;2,20;50,60;4,40;6,60
2021-02-21;11,00;21,00;11,00;3,00;5,00;2,20;61,60;6,60;8,80
