Train;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;59,00;6,00;16,00;3,00;3,00;5,06;80,91;80,91;6,74
2019-01-13;59,00;13,00;4,00;3,00;4,00;3,47;88,50;81,56;6,94
2019-01-20;60,00;16,00;6,00;4,00;3,00;5,14;85,71;80,57;5,14
2019-01-27;60,00;7,00;8,00;3,00;2,00;1,71;94,29;77,14;6,86
2019-02-03;66,00;10,00;15,00;4,00;4,00;5,21;173,68;86,84;5,21
2019-02-10;65,00;21,00;7,00;4,00;3,00;3,42;157,37;83,82;6,84
2019-02-17;76,00;18,00;10,00;3,00;5,00;5,18;139,91;96,73;6,91
2019-02-24;69,00;19,00;8,00;5,00;5,00;3,45;122,48;82,80;6,90
2019-03-03;71,00;11,00;9,00;4,00;2,00;5,20;119,49;86,59;6,93
2019-03-10;65,00;10,00;17,00;2,00;2,00;6,84;94,08;78,68;6,84
2019-03-17;72,00;17,00;22,00;4,00;3,00;6,86;104,57;85,71;6,86
2019-03-24;71,00;10,00;13,00;4,00;5,00;6,76;109,88;84,52;6,76
2019-03-31;68,00;18,00;8,00;2,00;3,00;3,49;146,46;85,44;6,97
2019-04-07;69,00;16,00;13,00;5,00;3,00;5,18;160,43;100,05;6,90
2019-04-14;72,00;23,00;16,00;6,00;4,00;10,29;166,29;90,86;6,86
2019-04-21;65,00;14,00;15,00;5,00;5,00;10,26;169,34;82,11;6,84
2019-04-28;60,00;8,00;15,00;4,00;6,00;6,86;157,71;85,71;6,86
2019-05-05;61,00;15,00;7,00;5,00;3,00;6,97;104,57;85,40;6,97
2019-05-12;67,00;14,00;16,00;4,00;5,00;5,15;111,67;87,62;6,87
2019-05-19;66,00;6,00;14,00;4,00;4,00;6,95;123,32;90,32;8,68
2019-05-26;70,00;10,00;8,00;4,00;5,00;6,83;141,71;97,32;8,54
2019-06-02;71,00;11,00;20,00;6,00;6,00;8,66;128,15;84,85;8,66
2019-06-09;73,00;13,00;11,00;5,00;5,00;6,79;117,14;89,98;8,49
2019-06-16;76,00;19,00;15,00;5,00;6,00;5,18;131,27;93,27;10,36
2019-06-23;79,00;18,00;16,00;4,00;5,00;8,59;147,70;104,76;10,30
2019-06-30;89,00;19,00;16,00;4,00;5,00;8,56;143,77;104,40;10,27
2019-07-07;90,00;16,00;26,00;5,00;4,00;5,09;166,42;98,49;8,49
2019-07-14;85,00;24,00;11,00;4,00;6,00;5,10;156,40;95,20;8,50
