Avion;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-07-07;55,00;89,00;20,00;16,00;7,00;18,33;122,22;8,56;22,00
2019-07-14;52,00;97,00;21,00;15,00;8,00;16,93;118,51;8,47;21,77
2019-07-21;50,00;74,00;20,00;15,00;8,00;18,29;115,85;9,76;20,73
2019-07-28;56,00;87,00;17,00;15,00;9,00;19,48;108,35;7,30;21,91
2019-08-04;54,00;81,00;19,00;13,00;9,00;19,64;111,68;7,36;19,64
2019-08-11;51,00;69,00;17,00;12,00;7,00;17,00;104,43;7,29;19,43
2019-08-18;43,00;62,00;24,00;13,00;7,00;14,33;96,75;7,17;19,11
2019-08-25;38,00;70,00;13,00;12,00;6,00;14,71;96,84;7,35;18,39
2019-09-01;41,00;54,00;14,00;11,00;5,00;15,68;96,47;8,44;18,09
2019-09-08;43,00;70,00;15,00;11,00;6,00;14,74;89,69;9,83;18,43
2019-09-15;40,00;58,00;15,00;10,00;6,00;13,33;88,48;9,70;18,18
2019-09-22;36,00;69,00;15,00;10,00;5,00;14,90;88,14;11,17;18,62
2019-09-29;42,00;55,00;14,00;11,00;5,00;14,82;81,53;9,88;18,53
2019-10-06;37,00;52,00;15,00;11,00;6,00;13,57;91,27;11,10;19,73
2019-10-13;39,00;59,00;17,00;11,00;5,00;13,41;87,75;14,63;20,72
2019-10-20;40,00;58,00;13,00;10,00;6,00;13,33;82,42;30,30;29,09
2019-10-27;41,00;57,00;16,00;9,00;5,00;14,91;80,76;17,39;22,36
2019-11-03;39,00;62,00;11,00;10,00;5,00;13,41;81,66;9,75;19,50
2019-11-10;38,00;59,00;14,00;11,00;5,00;14,71;83,35;8,58;18,39
2019-11-17;40,00;60,00;13,00;11,00;4,00;13,33;70,30;9,70;19,39
2019-11-24;40,00;57,00;11,00;10,00;5,00;14,55;77,58;10,91;19,39
2019-12-01;36,00;55,00;13,00;11,00;4,00;14,40;82,80;10,80;20,40
2019-12-08;38,00;56,00;13,00;11,00;5,00;14,71;71,10;12,26;19,61
2019-12-15;38,00;58,00;14,00;11,00;5,00;13,06;77,19;13,06;20,19
2019-12-22;46,00;63,00;17,00;13,00;5,00;15,74;93,21;14,53;23,00
2019-12-29;47,00;59,00;14,00;11,00;6,00;14,84;105,13;12,37;24,74
2020-01-05;47,00;72,00;17,00;11,00;6,00;14,84;118,74;12,37;25,97
2020-01-12;47,00;78,00;15,00;11,00;4,00;14,46;119,31;10,85;24,10
2020-01-19;44,00;74,00;20,00;11,00;5,00;13,44;111,22;11,00;23,22
2020-01-26;42,00;72,00;13,00;10,00;4,00;13,20;93,60;9,60;20,40
2020-02-02;44,00;67,00;16,00;10,00;5,00;11,00;102,67;9,78;20,78
2020-02-09;46,00;68,00;13,00;9,00;4,00;12,11;92,00;8,47;20,58
2020-02-16;47,00;65,00;13,00;10,00;4,00;13,61;94,00;11,13;22,26
2020-02-23;41,00;53,00;17,00;10,00;5,00;13,26;80,79;9,65;21,71
2020-03-01;38,00;57,00;14,00;9,00;4,00;11,03;77,23;8,58;20,84
2020-03-08;41,00;55,00;8,00;11,00;7,00;7,24;95,26;10,85;57,88
2020-03-15;24,00;26,00;7,00;6,00;4,00;3,60;44,40;9,60;24,00
2020-03-22;13,00;14,00;4,00;4,00;2,00;3,55;26,00;7,09;13,00
2020-03-29;12,00;16,00;4,00;3,00;2,00;3,60;20,40;6,00;10,80
2020-04-05;11,00;17,00;3,00;4,00;2,00;2,44;20,78;4,89;11,00
2020-04-12;11,00;13,00;5,00;4,00;1,00;3,67;20,78;4,89;11,00
2020-04-19;12,00;14,00;4,00;4,00;2,00;3,60;18,00;4,80;10,80
2020-04-26;11,00;16,00;4,00;3,00;2,00;4,89;19,56;4,89;11,00
2020-05-03;12,00;13,00;2,00;5,00;2,00;5,33;24,00;5,33;13,33
2020-05-10;13,00;15,00;5,00;4,00;2,00;4,73;24,82;4,73;13,00
2020-05-17;15,00;19,00;7,00;6,00;2,00;6,25;27,50;6,25;13,75
2020-05-24;16,00;22,00;8,00;5,00;2,00;4,92;29,54;4,92;13,54
2020-05-31;22,00;29,00;7,00;7,00;2,00;8,56;33,00;6,11;13,44
2020-06-07;23,00;28,00;8,00;8,00;2,00;7,26;35,11;6,05;15,74
2020-06-14;28,00;30,00;10,00;8,00;2,00;8,52;42,61;4,87;15,83
2020-06-21;27,00;38,00;8,00;8,00;3,00;9,82;44,18;4,91;14,73
2020-06-28;30,00;50,00;7,00;9,00;3,00;10,00;51,25;6,25;13,75
2020-07-05;30,00;39,00;10,00;9,00;3,00;10,80;42,00;6,00;13,20
2020-07-12;29,00;35,00;6,00;9,00;3,00;9,67;50,75;6,04;12,08
2020-07-19;28,00;25,00;8,00;8,00;3,00;8,52;45,04;6,09;13,39
2020-07-26;24,00;23,00;5,00;8,00;3,00;8,84;37,89;6,32;13,89
2020-08-02;29,00;21,00;3,00;7,00;4,00;9,67;35,04;7,25;13,29
2020-08-09;26,00;30,00;7,00;8,00;3,00;8,67;34,67;6,19;12,38
2020-08-16;22,00;26,00;8,00;5,00;3,00;7,33;31,78;6,11;12,22
2020-08-23;21,00;26,00;6,00;6,00;2,00;7,41;29,65;6,18;12,35
2020-08-30;21,00;28,00;5,00;6,00;3,00;7,00;28,00;5,83;12,83
2020-09-06;20,00;25,00;6,00;5,00;3,00;6,25;35,00;6,25;13,75
2020-09-13;19,00;18,00;7,00;6,00;3,00;4,75;30,88;5,94;11,88
2020-09-20;17,00;25,00;4,00;6,00;2,00;4,86;27,93;6,07;12,14
2020-09-27;18,00;24,00;6,00;6,00;3,00;6,00;26,40;6,00;13,20
2020-10-04;19,00;23,00;7,00;6,00;2,00;5,07;29,13;6,33;15,20
2020-10-11;22,00;19,00;6,00;6,00;2,00;4,89;25,67;6,11;14,67
2020-10-18;21,00;19,00;5,00;5,00;2,00;4,94;22,24;6,18;14,82
2020-10-25;15,00;22,00;7,00;5,00;3,00;3,75;25,00;5,00;13,75
2020-11-01;13,00;19,00;5,00;4,00;2,00;3,55;24,82;4,73;10,64
2020-11-08;16,00;24,00;8,00;5,00;2,00;3,69;29,54;6,15;14,77
2020-11-15;18,00;28,00;6,00;5,00;3,00;4,80;25,20;6,00;14,40
2020-11-22;20,00;24,00;6,00;4,00;2,00;5,00;26,25;7,50;15,00
2020-11-29;22,00;26,00;10,00;5,00;2,00;6,11;29,33;6,11;13,44
2020-12-06;25,00;27,00;8,00;5,00;3,00;4,76;26,19;5,95;13,10
2020-12-13;28,00;28,00;10,00;6,00;2,00;4,87;26,78;4,87;13,39
2020-12-20;23,00;19,00;7,00;6,00;2,00;3,63;20,58;6,05;14,53
2020-12-27;26,00;26,00;4,00;5,00;2,00;6,19;24,76;4,95;14,86
2021-01-03;30,00;24,00;6,00;5,00;1,00;4,80;27,60;6,00;14,40
2021-01-10;24,00;21,00;7,00;5,00;3,00;4,80;22,80;6,00;14,40
2021-01-17;23,00;21,00;6,00;4,00;2,00;4,84;21,79;4,84;14,53
2021-01-24;19,00;16,00;5,00;4,00;2,00;4,75;19,00;4,75;14,25
2021-01-31;16,00;16,00;5,00;5,00;2,00;4,92;20,92;3,69;14,77
2021-02-07;16,00;16,00;3,00;5,00;2,00;4,92;20,92;4,92;14,77
2021-02-14;20,00;16,00;5,00;5,00;2,00;5,00;23,75;3,75;16,25
2021-02-21;21,00;23,00;7,00;6,00;2,00;4,94;28,41;4,94;17,29
2021-02-28;20,00;21,00;8,00;6,00;1,00;5,00;26,25;3,75;18,75
2021-03-07;21,00;20,00;6,00;5,00;2,00;6,18;30,88;4,94;19,76
2021-03-14;20,00;19,00;7,00;6,00;2,00;5,00;27,50;5,00;20,00
2021-03-21;20,00;16,00;8,00;5,00;2,00;5,00;26,25;3,75;18,75
2021-03-28;19,00;20,00;5,00;6,00;2,00;6,33;25,33;2,53;19,00
2021-04-04;18,00;21,00;5,00;6,00;2,00;6,00;22,80;2,40;19,20
2021-04-11;19,00;27,00;5,00;5,00;2,00;4,75;26,13;2,38;17,81
2021-04-18;21,00;34,00;5,00;5,00;2,00;6,18;25,94;2,47;18,53
2021-04-25;25,00;30,00;6,00;6,00;2,00;7,14;29,76;2,38;16,67
2021-05-02;27,00;33,00;6,00;7,00;3,00;7,36;33,14;2,45;18,41
2021-05-09;28,00;35,00;8,00;8,00;3,00;7,30;48,70;3,65;19,48
2021-05-16;37,00;48,00;8,00;10,00;3,00;8,35;56,10;2,39;19,10
2021-05-23;36,00;58,00;11,00;11,00;4,00;9,60;58,80;3,60;20,40
2021-05-30;39,00;61,00;12,00;12,00;3,00;10,97;62,16;3,66;19,50
2021-06-06;48,00;76,00;13,00;13,00;4,00;13,54;72,62;3,69;20,92
2021-06-13;69,00;100,00;10,00;13,00;5,00;14,79;87,48;3,70;20,95
2021-06-20;51,00;78,00;13,00;13,00;5,00;14,57;87,43;3,64;20,64
2021-06-27;47,00;85,00;12,00;13,00;5,00;13,61;84,11;4,95;19,79
2021-07-04;49,00;84,00;16,00;14,00;5,00;14,70;72,28;3,68;20,83
2021-07-11;40,00;79,00;16,00;13,00;5,00;12,12;69,09;3,64;20,61
2021-07-18;37,00;75,00;14,00;13,00;5,00;14,80;78,93;4,93;19,73
2021-07-25;38,00;70,00;11,00;13,00;5,00;13,48;90,71;3,68;17,16
2021-08-01;36,00;64,00;15,00;11,00;6,00;13,20;73,20;4,80;16,80
2021-08-08;35,00;58,00;12,00;11,00;7,00;13,28;74,83;4,83;16,90
2021-08-15;35,00;61,00;9,00;10,00;6,00;13,75;72,50;3,75;16,25
2021-08-22;32,00;58,00;9,00;9,00;5,00;13,04;68,74;4,74;14,22
2021-08-29;33,00;51,00;10,00;10,00;4,00;12,22;67,22;3,67;15,89
2021-09-05;33,00;64,00;11,00;8,00;5,00;12,22;72,11;3,67;15,89
2021-09-12;34,00;59,00;11,00;8,00;4,00;10,93;68,00;3,64;15,79
2021-09-19;34,00;54,00;13,00;9,00;4,00;9,71;70,43;4,86;15,79
2021-09-26;34,00;57,00;9,00;9,00;5,00;9,71;72,86;4,86;17,00
2021-10-03;33,00;54,00;14,00;10,00;5,00;11,00;77,00;4,89;17,11
2021-10-10;38,00;58,00;13,00;10,00;5,00;12,26;72,32;6,13;17,16
2021-10-17;40,00;57,00;13,00;9,00;5,00;12,12;71,52;6,06;16,97
2021-10-24;38,00;52,00;12,00;9,00;5,00;12,26;61,29;4,90;17,16
2021-10-31;39,00;51,00;11,00;9,00;5,00;12,19;51,19;6,09;17,06
2021-11-07;37,00;54,00;13,00;9,00;5,00;13,57;59,20;6,17;18,50
2021-11-14;35,00;45,00;13,00;9,00;4,00;10,86;50,69;4,83;18,10
2021-11-21;31,00;42,00;15,00;8,00;3,00;11,16;47,12;6,20;18,60
2021-11-28;23,00;34,00;8,00;8,00;4,00;9,68;43,58;4,84;18,16
2021-12-05;25,00;42,00;10,00;9,00;3,00;10,71;51,19;5,95;16,67
2021-12-12;26,00;43,00;10,00;11,00;4,00;11,14;65,62;6,19;17,33
2021-12-19;28,00;47,00;11,00;11,00;4,00;10,96;69,39;4,87;15,83
2021-12-26;31,00;58,00;10,00;10,00;4,00;11,16;76,88;6,20;16,12
2022-01-02;31,00;56,00;10,00;9,00;4,00;8,68;97,96;7,44;17,36
2022-01-09;31,00;61,00;7,00;9,00;4,00;8,35;94,19;5,96;15,50
2022-01-16;30,00;52,00;12,00;8,00;4,00;9,60;81,60;6,00;15,60
2022-01-23;36,00;70,00;10,00;8,00;4,00;8,40;97,20;6,00;15,60
2022-01-30;39,00;72,00;11,00;10,00;4,00;10,97;104,81;6,09;17,06
2022-02-06;44,00;74,00;13,00;10,00;4,00;12,22;106,33;7,33;17,11
2022-02-13;44,00;69,00;12,00;11,00;5,00;13,44;108,78;8,56;17,11
2022-02-20;46,00;72,00;11,00;11,00;4,00;12,11;106,53;8,47;18,16
2022-02-27;44,00;71,00;11,00;11,00;6,00;13,44;97,78;7,33;19,56
2022-03-06;46,00;79,00;15,00;13,00;4,00;14,53;107,74;7,26;20,58
2022-03-13;49,00;71,00;18,00;12,00;4,00;13,48;105,35;8,58;20,83
2022-03-20;46,00;70,00;16,00;11,00;4,00;13,32;108,95;8,47;19,37
2022-03-27;44,00;73,00;15,00;12,00;5,00;15,89;106,33;8,56;17,11
2022-04-03;44,00;84,00;18,00;12,00;5,00;15,46;111,78;8,32;17,84
2022-04-10;47,00;81,00;19,00;14,00;6,00;15,67;96,41;8,44;16,87
2022-04-17;49,00;72,00;18,00;14,00;6,00;15,93;120,05;8,58;17,15
2022-04-24;49,00;68,00;15,00;14,00;5,00;14,70;104,13;8,58;17,15
2022-05-01;49,00;71,00;18,00;14,00;6,00;15,93;117,60;7,35;17,15
2022-05-08;51,00;74,00;18,00;15,00;6,00;18,21;111,71;8,50;18,21
2022-05-15;51,00;82,00;18,00;15,00;7,00;18,21;111,71;9,71;19,43
2022-05-22;52,00;80,00;19,00;16,00;6,00;18,14;117,30;9,67;18,14
2022-05-29;52,00;73,00;20,00;17,00;6,00;19,35;112,47;9,67;20,56
2022-06-05;54,00;87,00;18,00;18,00;7,00;18,00;103,20;9,60;20,40
2022-06-12;52,00;81,00;19,00;16,00;8,00;16,93;96,74;10,88;20,56
2022-06-19;51,00;85,00;22,00;17,00;8,00;20,64;93,50;9,71;20,64
2022-06-26;57,00;91,00;18,00;17,00;7,00;18,19;90,96;10,91;19,40
2022-07-03;55,00;87,00;24,00;17,00;6,00;19,56;99,00;11,00;18,33
2022-07-10;53,00;96,00;19,00;17,00;6,00;20,95;106,00;9,86;19,72
