Avion;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;51,00;78,00;18,00;12,00;5,00;15,79;110,50;6,07;21,86
2019-01-13;49,00;80,00;16,00;11,00;4,00;13,48;112,70;6,13;20,83
2019-01-20;44,00;68,00;11,00;11,00;5,00;12,22;94,11;6,11;20,78
2019-01-27;39,00;66,00;14,00;11,00;4,00;13,41;103,59;6,09;20,72
2019-02-03;43,00;64,00;12,00;12,00;5,00;12,29;99,51;7,37;19,66
2019-02-10;39,00;71,00;10,00;10,00;4,00;14,63;99,94;6,09;19,50
2019-02-17;45,00;60,00;16,00;11,00;6,00;12,16;97,30;6,08;21,89
2019-02-24;47,00;63,00;18,00;11,00;5,00;13,26;98,82;6,03;20,49
2019-03-03;39,00;77,00;16,00;12,00;5,00;13,41;91,41;6,09;21,94
2019-03-10;42,00;68,00;12,00;12,00;5,00;14,82;91,41;6,18;21,00
2019-03-17;43,00;64,00;16,00;11,00;4,00;11,94;84,81;7,17;21,50
2019-03-24;44,00;66,00;17,00;12,00;4,00;14,67;80,67;6,11;19,56
2019-03-31;48,00;70,00;16,00;12,00;5,00;14,40;88,80;6,00;20,40
2019-04-07;46,00;71,00;15,00;13,00;5,00;13,32;87,16;8,47;19,37
2019-04-14;41,00;60,00;15,00;12,00;4,00;13,26;74,76;6,03;19,29
2019-04-21;45,00;65,00;15,00;12,00;5,00;13,38;75,41;7,30;19,46
2019-04-28;44,00;55,00;13,00;11,00;5,00;15,89;89,22;6,11;19,56
2019-05-05;43,00;62,00;12,00;11,00;6,00;13,51;83,54;7,37;19,66
2019-05-12;39,00;56,00;12,00;11,00;5,00;13,41;85,31;7,31;20,72
2019-05-19;40,00;60,00;18,00;12,00;4,00;13,33;88,48;7,27;21,82
2019-05-26;40,00;63,00;13,00;13,00;6,00;13,33;90,91;6,06;20,61
2019-06-02;45,00;63,00;15,00;13,00;6,00;15,81;85,14;6,08;21,89
2019-06-09;48,00;76,00;16,00;14,00;6,00;16,00;94,77;6,15;22,15
2019-06-16;48,00;71,00;12,00;14,00;6,00;17,23;92,31;7,38;22,15
2019-06-23;47,00;69,00;18,00;13,00;6,00;17,32;90,29;7,42;22,26
2019-06-30;54,00;90,00;16,00;16,00;6,00;15,95;99,41;7,36;22,09
