Croisiere;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;58,00;19,00;77,00;74,00;3,00;101,85;4,24;21,22;15,56
2019-01-13;57,00;23,00;64,00;74,00;3,00;92,63;1,43;18,53;15,68
2019-01-20;47,00;14,00;68,00;64,00;3,00;81,18;4,27;17,09;12,82
2019-01-27;30,00;10,00;50,00;64,00;4,00;77,14;2,86;15,71;11,43
2019-02-03;23,00;9,00;38,00;49,00;2,00;73,31;4,31;14,38;11,50
2019-02-10;22,00;10,00;35,00;59,00;3,00;68,75;1,38;13,75;12,38
2019-02-17;24,00;12,00;41,00;52,00;3,00;70,59;2,82;24,00;14,12
2019-02-24;33,00;9,00;42,00;52,00;3,00;77,48;2,87;21,52;11,48
2019-03-03;26,00;8,00;40,00;52,00;2,00;73,67;4,33;18,78;23,11
2019-03-10;28,00;6,00;42,00;48,00;4,00;67,20;2,80;12,60;12,60
2019-03-17;26,00;13,00;33,00;52,00;4,00;80,89;5,78;24,56;15,89
2019-03-24;29,00;16,00;33,00;48,00;4,00;108,75;7,25;36,25;40,60
2019-03-31;36,00;12,00;32,00;39,00;3,00;58,15;2,77;13,85;11,08
2019-04-07;40,00;14,00;52,00;41,00;3,00;64,29;2,86;14,29;10,00
2019-04-14;41,00;16,00;53,00;40,00;3,00;59,38;4,24;14,14;9,90
2019-04-21;42,00;15,00;50,00;44,00;3,00;82,55;2,90;17,38;10,14
2019-04-28;41,00;18,00;61,00;48,00;4,00;77,76;2,83;15,55;16,97
2019-05-05;40,00;11,00;46,00;51,00;3,00;72,86;4,29;15,71;11,43
2019-05-12;35,00;13,00;41,00;46,00;3,00;65,80;2,80;19,60;11,20
2019-05-19;35,00;14,00;42,00;46,00;3,00;70,00;2,92;20,42;10,21
2019-05-26;35,00;12,00;47,00;47,00;4,00;71,40;2,80;19,60;9,80
2019-06-02;49,00;23,00;43,00;46,00;5,00;140,00;7,00;53,20;25,20
2019-06-09;40,00;14,00;44,00;54,00;4,00;88,57;7,14;24,29;11,43
2019-06-16;41,00;17,00;50,00;55,00;4,00;97,55;2,83;21,21;11,31
2019-06-23;38,00;22,00;36,00;48,00;3,00;98,52;2,81;19,70;12,67
2019-06-30;37,00;14,00;46,00;56,00;3,00;102,46;5,69;18,50;11,38
2019-07-07;56,00;27,00;57,00;65,00;5,00;124,92;7,18;34,46;35,90
2019-07-14;55,00;17,00;57,00;58,00;5,00;108,55;5,79;21,71;15,92
2019-07-21;44,00;20,00;46,00;58,00;5,00;112,13;7,10;22,71;19,87
2019-07-28;50,00;22,00;61,00;55,00;4,00;120,00;4,29;31,43;14,29
2019-08-04;56,00;17,00;55,00;63,00;6,00;124,92;4,31;22,97;11,49
2019-08-11;50,00;16,00;58,00;68,00;6,00;130,00;5,71;20,00;11,43
2019-08-18;46,00;20,00;47,00;58,00;5,00;120,75;4,31;23,00;11,50
2019-08-25;49,00;13,00;47,00;61,00;4,00;103,60;5,60;23,80;11,20
2019-09-01;41,00;16,00;40,00;58,00;5,00;90,48;2,83;22,62;12,72
2019-09-08;36,00;19,00;62,00;54,00;3,00;86,40;4,32;23,04;10,08
2019-09-15;38,00;12,00;48,00;58,00;4,00;78,81;2,81;19,70;9,85
2019-09-22;37,00;17,00;46,00;56,00;5,00;71,15;2,85;19,92;9,96
2019-09-29;35,00;13,00;53,00;54,00;6,00;68,60;4,20;16,80;9,80
2019-10-06;32,00;13,00;36,00;53,00;4,00;65,39;2,78;18,09;11,13
2019-10-13;34,00;16,00;45,00;52,00;4,00;65,17;4,25;14,17;9,92
2019-10-20;32,00;13,00;45,00;54,00;4,00;61,09;2,91;17,45;10,18
2019-10-27;35,00;14,00;37,00;52,00;4,00;56,88;4,38;16,04;11,67
2019-11-03;33,00;13,00;48,00;51,00;4,00;53,09;2,87;14,35;8,61
2019-11-10;31,00;13,00;36,00;50,00;3,00;52,14;2,82;12,68;8,45
2019-11-17;29,00;17,00;36,00;48,00;4,00;52,20;2,90;13,05;11,60
2019-11-24;28,00;10,00;29,00;41,00;4,00;46,20;4,20;9,80;11,20
2019-12-01;25,00;10,00;40,00;43,00;3,00;40,28;4,17;9,72;9,72
2019-12-08;27,00;10,00;33,00;39,00;2,00;42,63;2,84;14,21;11,37
2019-12-15;26,00;11,00;31,00;45,00;3,00;43,79;4,11;19,16;20,53
2019-12-22;36,00;12,00;33,00;73,00;4,00;64,80;4,32;21,60;20,16
2019-12-29;50,00;13,00;56,00;89,00;4,00;77,14;4,29;21,43;15,71
2020-01-05;62,00;15,00;59,00;80,00;3,00;77,86;2,88;20,19;15,86
2020-01-12;45,00;16,00;48,00;74,00;2,00;75,94;2,81;18,28;16,88
2020-01-19;43,00;16,00;50,00;68,00;3,00;77,40;4,30;18,63;18,63
2020-01-26;47,00;16,00;48,00;63,00;3,00;82,61;2,85;25,64;24,21
2020-02-02;41,00;14,00;45,00;57,00;4,00;59,38;5,66;31,10;29,69
2020-02-09;39,00;17,00;37,00;56,00;3,00;53,44;5,78;28,89;30,33
2020-02-16;39,00;18,00;44,00;49,00;3,00;53,44;4,33;27,44;24,56
2020-02-23;35,00;15,00;33,00;47,00;3,00;47,60;4,20;29,40;23,80
2020-03-01;29,00;12,00;44,00;56,00;2,00;43,50;4,35;31,90;37,70
2020-03-08;33,00;9,00;43,00;100,00;5,00;22,96;4,30;38,74;58,83
2020-03-15;14,00;5,00;22,00;39,00;2,00;19,60;2,80;25,20;19,60
2020-03-22;16,00;3,00;18,00;22,00;1,00;17,45;2,91;16,00;20,36
2020-03-29;14,00;9,00;10,00;27,00;1,00;15,40;4,20;15,40;28,00
2020-04-05;12,00;6,00;20,00;24,00;1,00;16,50;1,50;12,00;13,50
2020-04-12;13,00;4,00;18,00;26,00;1,00;17,33;1,44;11,56;8,67
2020-04-19;17,00;6,00;14,00;23,00;1,00;18,42;1,42;9,92;8,50
2020-04-26;10,00;6,00;17,00;27,00;0,50;15,71;1,43;8,57;7,14
2020-05-03;10,00;4,00;12,00;26,00;1,00;14,29;1,43;11,43;7,14
2020-05-10;11,00;5,00;11,00;26,00;1,00;16,50;1,38;8,25;6,88
2020-05-17;13,00;6,00;11,00;31,00;1,00;14,44;2,89;11,56;7,22
2020-05-24;13,00;11,00;16,00;30,00;1,00;20,22;4,33;10,11;5,78
2020-05-31;18,00;5,00;23,00;30,00;1,00;20,77;2,77;11,08;5,54
2020-06-07;19,00;9,00;16,00;33,00;1,00;24,85;1,46;11,69;7,31
2020-06-14;39,00;8,00;20,00;32,00;1,00;26,46;1,39;13,93;6,96
2020-06-21;39,00;10,00;22,00;28,00;1,00;27,44;1,44;14,44;5,78
2020-06-28;22,00;7,00;16,00;33,00;1,00;30,25;1,38;13,75;5,50
2020-07-05;26,00;8,00;26,00;37,00;1,00;28,89;2,89;15,89;5,78
2020-07-12;29,00;5,00;15,00;27,00;2,00;30,38;6,90;12,43;5,52
2020-07-19;32,00;12,00;28,00;29,00;2,00;32,00;4,17;12,52;5,57
2020-07-26;33,00;5,00;27,00;25,00;1,00;37,30;2,87;11,48;7,17
2020-08-02;33,00;8,00;31,00;33,00;1,00;40,17;5,74;14,35;7,17
2020-08-09;30,00;8,00;19,00;25,00;1,00;42,86;2,86;12,86;7,14
2020-08-16;34,00;8,00;18,00;22,00;1,00;43,92;2,83;14,17;5,67
2020-08-23;30,00;13,00;14,00;25,00;1,00;31,43;2,86;11,43;5,71
2020-08-30;20,00;6,00;15,00;17,00;1,00;28,57;2,86;11,43;5,71
2020-09-06;18,00;4,00;13,00;18,00;0,50;24,92;2,77;11,08;5,54
2020-09-13;17,00;5,00;11,00;19,00;1,00;24,08;2,83;9,92;5,67
2020-09-20;14,00;5,00;16,00;18,00;1,00;19,60;2,80;8,40;5,60
2020-09-27;14,00;4,00;15,00;19,00;1,00;22,40;1,40;11,20;5,60
2020-10-04;14,00;5,00;12,00;18,00;1,00;21,00;1,40;11,20;5,60
2020-10-11;12,00;3,00;9,00;17,00;0,50;16,50;1,50;10,50;7,50
2020-10-18;17,00;7,00;15,00;16,00;1,00;14,17;1,42;8,50;5,67
2020-10-25;9,00;5,00;7,00;16,00;0,50;10,29;2,57;7,71;5,14
2020-11-01;7,00;3,00;9,00;15,00;1,00;15,40;1,40;7,00;4,20
2020-11-08;9,00;5,00;9,00;16,00;1,00;15,00;1,50;9,00;7,50
2020-11-15;9,00;5,00;11,00;14,00;1,00;16,50;0,75;9,00;6,00
2020-11-22;10,00;7,00;10,00;15,00;1,00;14,29;1,43;7,14;5,71
2020-11-29;10,00;3,00;8,00;14,00;0,50;17,14;1,43;7,14;5,71
2020-12-06;9,00;5,00;8,00;12,00;1,00;15,00;1,50;9,00;6,00
2020-12-13;11,00;3,00;7,00;12,00;0,50;12,57;1,57;7,86;6,29
2020-12-20;10,00;2,00;14,00;21,00;1,00;14,29;4,29;7,14;5,71
2020-12-27;14,00;6,00;12,00;24,00;0,50;23,80;2,80;8,40;7,00
2021-01-03;14,00;5,00;10,00;19,00;1,00;21,00;2,80;9,80;5,60
2021-01-10;11,00;5,00;9,00;17,00;1,00;20,63;1,38;11,00;6,88
2021-01-17;11,00;5,00;12,00;18,00;1,00;20,63;1,38;11,00;5,50
2021-01-24;13,00;7,00;14,00;16,00;0,50;24,56;2,89;8,67;5,78
2021-01-31;11,00;5,00;13,00;18,00;1,00;17,88;1,38;8,25;6,88
2021-02-07;10,00;4,00;14,00;15,00;1,00;20,00;1,43;11,43;7,14
2021-02-14;14,00;6,00;10,00;16,00;1,00;18,20;1,40;11,20;7,00
2021-02-21;13,00;6,00;13,00;18,00;1,00;21,67;1,44;10,11;7,22
2021-02-28;11,00;5,00;11,00;19,00;0,50;20,63;1,38;9,63;6,88
2021-03-07;13,00;4,00;13,00;18,00;1,00;24,56;1,44;10,11;5,78
2021-03-14;12,00;4,00;14,00;17,00;0,50;22,50;1,50;10,50;7,50
2021-03-21;11,00;4,00;16,00;14,00;1,00;24,75;1,38;8,25;6,88
2021-03-28;10,00;8,00;10,00;16,00;1,00;34,29;1,43;7,14;7,14
2021-04-04;12,00;14,00;16,00;21,00;1,00;33,00;6,00;7,50;7,50
2021-04-11;10,00;8,00;7,00;19,00;1,00;28,57;1,43;8,57;7,14
2021-04-18;15,00;4,00;12,00;18,00;1,00;30,00;1,50;6,00;7,50
2021-04-25;17,00;9,00;18,00;20,00;1,00;32,58;1,42;7,08;7,08
2021-05-02;16,00;6,00;22,00;25,00;1,00;38,67;1,33;6,67;6,67
2021-05-09;20,00;9,00;21,00;26,00;2,00;41,43;1,43;10,00;8,57
2021-05-16;18,00;5,00;21,00;30,00;1,00;55,50;1,50;15,00;7,50
2021-05-23;22,00;10,00;20,00;31,00;1,00;49,50;2,75;9,63;11,00
2021-05-30;25,00;7,00;28,00;30,00;2,00;70,59;2,94;11,76;10,29
2021-06-06;27,00;8,00;22,00;33,00;2,00;65,37;2,84;14,21;11,37
2021-06-13;23,00;9,00;27,00;25,00;1,00;61,81;1,44;8,63;10,06
2021-06-20;25,00;12,00;24,00;32,00;1,00;63,89;1,39;15,28;8,33
2021-06-27;33,00;11,00;28,00;31,00;2,00;68,87;1,43;14,35;8,61
2021-07-04;31,00;13,00;33,00;35,00;1,00;78,91;2,82;14,09;8,45
2021-07-11;30,00;14,00;30,00;32,00;2,00;68,57;1,43;15,71;10,00
2021-07-18;40,00;9,00;41,00;35,00;2,00;64,29;2,86;15,71;10,00
2021-07-25;34,00;14,00;27,00;38,00;3,00;62,33;2,83;19,83;8,50
2021-08-01;35,00;12,00;27,00;44,00;2,00;64,40;2,80;19,60;8,40
2021-08-08;38,00;12,00;32,00;37,00;3,00;80,22;2,81;19,70;8,44
2021-08-15;37,00;14,00;33,00;37,00;2,00;83,96;2,85;18,50;9,96
2021-08-22;32,00;15,00;28,00;37,00;2,00;64,00;2,78;19,48;8,35
2021-08-29;27,00;14,00;29,00;39,00;1,00;58,26;2,84;14,21;8,53
2021-09-05;31,00;8,00;27,00;37,00;2,00;50,73;2,82;15,50;7,05
2021-09-12;23,00;14,00;26,00;38,00;3,00;41,69;1,44;15,81;8,63
2021-09-19;31,00;7,00;24,00;39,00;3,00;42,27;2,82;16,91;8,45
2021-09-26;29,00;14,00;19,00;37,00;3,00;40,60;2,90;15,95;8,70
2021-10-03;24,00;10,00;25,00;38,00;3,00;40,94;1,41;12,71;8,47
2021-10-10;26,00;9,00;33,00;44,00;3,00;46,22;2,89;14,44;8,67
2021-10-17;24,00;12,00;28,00;42,00;3,00;39,53;2,82;14,12;9,88
2021-10-24;26,00;9,00;26,00;40,00;3,00;43,33;4,33;11,56;10,11
2021-10-31;29,00;10,00;24,00;38,00;3,00;39,15;4,35;11,60;8,70
2021-11-07;26,00;9,00;20,00;32,00;3,00;36,11;2,89;11,56;8,67
2021-11-14;21,00;7,00;23,00;28,00;3,00;30,80;2,80;9,80;8,40
2021-11-21;21,00;4,00;13,00;25,00;1,00;22,40;1,40;9,80;8,40
2021-11-28;16,00;7,00;13,00;23,00;0,50;23,27;2,91;10,18;8,73
2021-12-05;15,00;6,00;11,00;25,00;1,00;23,18;1,36;8,18;10,91
2021-12-12;16,00;5,00;13,00;35,00;1,00;23,27;1,45;7,27;10,18
2021-12-19;15,00;5,00;7,00;38,00;2,00;19,09;1,36;10,91;12,27
2021-12-26;21,00;7,00;28,00;56,00;2,00;32,20;2,80;14,00;19,60
2022-01-02;21,00;7,00;22,00;50,00;2,00;36,40;1,40;18,20;14,00
2022-01-09;22,00;7,00;21,00;32,00;1,00;32,27;1,47;14,67;11,73
2022-01-16;21,00;12,00;16,00;31,00;1,00;26,60;1,40;11,20;9,80
2022-01-23;21,00;8,00;26,00;32,00;1,00;29,40;2,80;15,40;14,00
2022-01-30;24,00;9,00;29,00;32,00;2,00;46,59;2,82;12,71;11,29
2022-02-06;25,00;12,00;23,00;35,00;2,00;40,28;1,39;15,28;15,28
2022-02-13;26,00;11,00;29,00;39,00;2,00;49,26;2,74;15,05;12,32
2022-02-20;28,00;12,00;24,00;32,00;2,00;40,60;2,80;12,60;12,60
2022-02-27;22,00;6,00;29,00;27,00;2,00;37,13;2,75;12,38;11,00
2022-03-06;27,00;11,00;23,00;30,00;2,00;44,05;2,84;14,21;12,79
2022-03-13;29,00;10,00;24,00;28,00;1,00;42,05;1,45;15,95;13,05
2022-03-20;29,00;13,00;24,00;29,00;2,00;52,48;2,76;12,43;13,81
2022-03-27;28,00;16,00;26,00;32,00;2,00;53,20;4,20;15,40;12,60
2022-04-03;31,00;13,00;26,00;40,00;2,00;57,77;1,41;16,91;11,27
2022-04-10;29,00;12,00;28,00;36,00;3,00;60,90;4,35;18,85;13,05
2022-04-17;35,00;16,00;30,00;42,00;2,00;70,00;4,20;18,20;12,60
2022-04-24;33,00;14,00;42,00;40,00;3,00;73,17;4,30;18,65;12,91
2022-05-01;33,00;13,00;27,00;37,00;3,00;81,78;4,30;20,09;12,91
2022-05-08;37,00;15,00;36,00;38,00;3,00;82,54;4,27;15,65;11,38
2022-05-15;36,00;12,00;41,00;40,00;2,00;83,52;2,88;17,28;11,52
2022-05-22;47,00;19,00;36,00;44,00;3,00;85,45;2,85;17,09;14,24
2022-05-29;40,00;17,00;45,00;42,00;4,00;95,71;4,29;32,86;14,29
2022-06-05;44,00;17,00;36,00;49,00;4,00;95,10;4,26;18,45;12,77
2022-06-12;41,00;13,00;35,00;46,00;3,00;98,97;4,24;18,38;12,72
2022-06-19;38,00;20,00;44,00;45,00;2,00;119,63;4,22;22,52;14,07
2022-06-26;37,00;17,00;43,00;48,00;3,00;118,12;2,85;21,35;19,92
2022-07-03;44,00;13,00;37,00;47,00;3,00;110,71;4,26;19,87;17,03
2022-07-10;43,00;16,00;43,00;53,00;3,00;110,37;4,30;21,50;15,77
