Residence_tourisme;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-10-06;43,00;17,00;15,00;15,00;40,00;9,00;14,00;25,00;3,00
2019-10-13;46,00;13,00;8,00;10,00;27,00;7,00;19,00;18,00;3,00
2019-10-20;38,00;16,00;18,00;13,00;30,00;5,00;20,00;18,00;4,00
2019-10-27;48,00;18,00;9,00;14,00;29,00;6,00;13,00;19,00;4,00
2019-11-03;49,00;14,00;22,00;13,00;22,00;8,00;19,00;17,00;4,00
2019-11-10;33,00;11,00;11,00;14,00;21,00;8,00;18,00;15,00;4,00
2019-11-17;35,00;16,00;23,00;11,00;30,00;5,00;16,00;16,00;3,00
2019-11-24;32,00;9,00;21,00;12,00;24,00;5,00;14,00;14,00;4,00
2019-12-01;33,00;22,00;15,00;10,00;27,00;7,00;17,00;13,00;5,00
2019-12-08;30,00;14,00;16,00;14,00;28,00;6,00;16,00;17,00;5,00
2019-12-15;31,00;17,00;11,00;8,00;23,00;5,00;15,00;17,00;6,00
2019-12-22;48,00;22,00;20,00;12,00;29,00;7,00;21,00;24,00;8,00
2019-12-29;43,00;27,00;6,00;16,00;27,00;12,00;17,00;27,00;5,00
2020-01-05;39,00;22,00;14,00;18,00;38,00;8,00;22,00;34,00;7,00
2020-01-12;37,00;25,00;27,00;21,00;38,00;7,00;26,00;32,00;6,00
2020-01-19;41,00;35,00;26,00;23,00;34,00;11,00;22,00;32,00;8,00
2020-01-26;38,00;21,00;14,00;17,00;35,00;7,00;27,00;29,00;5,00
2020-02-02;46,00;24,00;12,00;21,00;38,00;9,00;22,00;26,00;6,00
2020-02-09;46,00;16,00;12,00;14,00;44,00;9,00;17,00;23,00;6,00
2020-02-16;50,00;19,00;23,00;15,00;41,00;5,00;18,00;28,00;7,00
2020-02-23;40,00;25,00;22,00;12,00;42,00;8,00;15,00;24,00;6,00
2020-03-01;31,00;20,00;25,00;9,00;35,00;4,00;14,00;19,00;6,00
2020-03-08;24,00;10,00;15,00;7,00;21,00;1,00;9,00;13,00;6,00
2020-03-15;10,00;6,00;0,00;3,00;5,00;1,00;3,00;14,00;5,00
2020-03-22;5,00;3,00;5,00;3,00;6,00;2,00;3,00;12,00;5,00
2020-03-29;6,00;7,00;5,00;3,00;7,00;2,00;0,00;8,00;4,00
2020-04-05;8,00;7,00;2,00;3,00;10,00;1,00;4,00;8,00;5,00
2020-04-12;7,00;3,00;2,00;5,00;9,00;2,00;1,00;9,00;4,00
2020-04-19;7,00;1,00;10,00;4,00;7,00;1,00;2,00;8,00;4,00
2020-04-26;6,00;0,00;9,00;4,00;9,00;2,00;5,00;8,00;4,00
2020-05-03;11,00;7,00;5,00;6,00;10,00;1,00;2,00;11,00;4,00
2020-05-10;11,00;4,00;16,00;5,00;15,00;2,00;7,00;11,00;5,00
2020-05-17;9,00;13,00;3,00;9,00;17,00;4,00;10,00;12,00;6,00
2020-05-24;15,00;10,00;8,00;9,00;25,00;7,00;8,00;10,00;5,00
2020-05-31;25,00;7,00;15,00;10,00;27,00;6,00;6,00;16,00;9,00
2020-06-07;29,00;5,00;10,00;12,00;39,00;10,00;8,00;30,00;22,00
2020-06-14;38,00;16,00;15,00;12,00;37,00;15,00;12,00;22,00;14,00
2020-06-21;39,00;25,00;26,00;16,00;53,00;14,00;12,00;25,00;18,00
2020-06-28;48,00;18,00;15,00;14,00;52,00;12,00;16,00;17,00;7,00
2020-07-05;50,00;28,00;23,00;15,00;47,00;11,00;10,00;15,00;6,00
2020-07-12;59,00;15,00;31,00;21,00;49,00;15,00;13,00;15,00;7,00
2020-07-19;77,00;18,00;23,00;17,00;49,00;13,00;21,00;18,00;7,00
2020-07-26;89,00;9,00;34,00;18,00;62,00;13,00;12,00;18,00;7,00
2020-08-02;88,00;17,00;26,00;17,00;78,00;10,00;17,00;17,00;6,00
2020-08-09;89,00;11,00;14,00;17,00;67,00;16,00;10,00;19,00;7,00
2020-08-16;76,00;22,00;14,00;14,00;66,00;7,00;9,00;18,00;6,00
2020-08-23;31,00;13,00;17,00;12,00;46,00;5,00;13,00;22,00;6,00
2020-08-30;30,00;12,00;16,00;11,00;39,00;6,00;6,00;19,00;5,00
2020-09-06;51,00;13,00;9,00;15,00;30,00;9,00;12,00;13,00;4,00
2020-09-13;55,00;13,00;10,00;13,00;22,00;3,00;12,00;15,00;6,00
2020-09-20;58,00;19,00;12,00;13,00;15,00;3,00;7,00;14,00;6,00
2020-09-27;54,00;14,00;9,00;24,00;19,00;4,00;6,00;16,00;6,00
2020-10-04;63,00;15,00;14,00;21,00;22,00;3,00;4,00;15,00;7,00
2020-10-11;54,00;6,00;16,00;16,00;14,00;4,00;4,00;15,00;7,00
2020-10-18;58,00;13,00;16,00;19,00;9,00;1,00;3,00;16,00;6,00
2020-10-25;31,00;7,00;5,00;15,00;14,00;1,00;7,00;19,00;5,00
2020-11-01;33,00;15,00;6,00;14,00;9,00;1,00;7,00;17,00;5,00
2020-11-08;39,00;8,00;9,00;14,00;10,00;1,00;5,00;19,00;6,00
2020-11-15;28,00;3,00;10,00;21,00;12,00;1,00;5,00;16,00;6,00
2020-11-22;22,00;7,00;10,00;11,00;9,00;0,50;8,00;13,00;6,00
2020-11-29;38,00;8,00;0,00;11,00;12,00;1,00;4,00;15,00;4,00
2020-12-06;64,00;7,00;12,00;11,00;11,00;1,00;5,00;16,00;5,00
2020-12-13;66,00;10,00;3,00;15,00;8,00;1,00;4,00;14,00;4,00
2020-12-20;48,00;15,00;12,00;20,00;8,00;1,00;6,00;14,00;6,00
2020-12-27;29,00;10,00;19,00;5,00;14,00;1,00;10,00;11,00;5,00
2021-01-03;53,00;7,00;10,00;14,00;12,00;2,00;7,00;10,00;6,00
2021-01-10;36,00;13,00;7,00;9,00;10,00;1,00;5,00;13,00;5,00
2021-01-17;54,00;5,00;22,00;15,00;12,00;2,00;6,00;13,00;6,00
2021-01-24;40,00;17,00;12,00;10,00;14,00;3,00;6,00;10,00;5,00
2021-01-31;49,00;17,00;7,00;14,00;15,00;3,00;2,00;16,00;5,00
2021-02-07;65,00;10,00;25,00;10,00;15,00;4,00;4,00;24,00;5,00
2021-02-14;41,00;17,00;14,00;14,00;11,00;1,00;9,00;13,00;6,00
2021-02-21;34,00;10,00;16,00;18,00;17,00;3,00;8,00;9,00;5,00
2021-02-28;25,00;12,00;20,00;7,00;19,00;1,00;7,00;10,00;5,00
2021-03-07;32,00;11,00;12,00;10,00;21,00;3,00;6,00;14,00;7,00
2021-03-14;57,00;11,00;16,00;25,00;25,00;3,00;9,00;25,00;6,00
2021-03-21;57,00;7,00;15,00;26,00;22,00;3,00;8,00;28,00;7,00
2021-03-28;19,00;14,00;13,00;20,00;22,00;1,00;6,00;19,00;7,00
2021-04-04;35,00;20,00;14,00;9,00;20,00;5,00;7,00;13,00;8,00
2021-04-11;54,00;16,00;12,00;24,00;20,00;5,00;7,00;25,00;10,00
2021-04-18;51,00;7,00;7,00;17,00;17,00;5,00;5,00;27,00;15,00
2021-04-25;62,00;13,00;13,00;13,00;22,00;6,00;10,00;26,00;11,00
2021-05-02;58,00;15,00;9,00;13,00;37,00;7,00;12,00;20,00;16,00
2021-05-09;69,00;30,00;12,00;21,00;42,00;6,00;14,00;29,00;15,00
2021-05-16;38,00;23,00;15,00;22,00;52,00;11,00;15,00;31,00;13,00
2021-05-23;44,00;20,00;21,00;19,00;61,00;7,00;14,00;14,00;12,00
2021-05-30;40,00;19,00;14,00;27,00;62,00;12,00;20,00;19,00;9,00
2021-06-06;63,00;28,00;26,00;25,00;58,00;10,00;19,00;22,00;13,00
2021-06-13;38,00;18,00;19,00;29,00;72,00;13,00;19,00;22,00;11,00
2021-06-20;42,00;18,00;9,00;19,00;73,00;11,00;18,00;13,00;10,00
2021-06-27;44,00;22,00;14,00;17,00;66,00;12,00;14,00;14,00;12,00
2021-07-04;77,00;29,00;18,00;25,00;78,00;14,00;18,00;22,00;10,00
2021-07-11;70,00;16,00;35,00;23,00;63,00;9,00;10,00;21,00;10,00
2021-07-18;54,00;20,00;17,00;19,00;74,00;11,00;17,00;14,00;12,00
2021-07-25;58,00;30,00;24,00;21,00;79,00;12,00;31,00;15,00;10,00
2021-08-01;100,00;26,00;20,00;32,00;83,00;14,00;30,00;20,00;9,00
2021-08-08;76,00;28,00;26,00;23,00;79,00;14,00;19,00;31,00;10,00
2021-08-15;55,00;18,00;17,00;18,00;75,00;11,00;22,00;19,00;11,00
2021-08-22;44,00;33,00;18,00;19,00;56,00;11,00;21,00;14,00;9,00
2021-08-29;36,00;22,00;23,00;14,00;42,00;9,00;27,00;18,00;11,00
2021-09-05;38,00;17,00;15,00;18,00;35,00;6,00;25,00;16,00;11,00
2021-09-12;40,00;20,00;23,00;16,00;29,00;4,00;17,00;15,00;10,00
2021-09-19;60,00;17,00;18,00;17,00;26,00;5,00;11,00;24,00;9,00
2021-09-26;52,00;11,00;9,00;17,00;29,00;5,00;22,00;25,00;10,00
2021-10-03;62,00;23,00;15,00;20,00;34,00;2,00;14,00;18,00;10,00
2021-10-10;71,00;27,00;14,00;22,00;23,00;5,00;17,00;22,00;11,00
2021-10-17;68,00;10,00;12,00;16,00;27,00;10,00;8,00;27,00;11,00
2021-10-24;69,00;13,00;24,00;18,00;27,00;7,00;7,00;25,00;11,00
2021-10-31;73,00;15,00;9,00;18,00;26,00;6,00;10,00;22,00;9,00
2021-11-07;44,00;10,00;11,00;17,00;25,00;6,00;7,00;23,00;7,00
2021-11-14;38,00;13,00;15,00;18,00;24,00;6,00;12,00;18,00;7,00
2021-11-21;45,00;15,00;13,00;13,00;18,00;4,00;6,00;18,00;12,00
2021-11-28;43,00;15,00;9,00;13,00;27,00;5,00;8,00;18,00;9,00
2021-12-05;62,00;19,00;16,00;15,00;18,00;5,00;8,00;19,00;6,00
2021-12-12;44,00;20,00;13,00;18,00;14,00;4,00;6,00;22,00;7,00
2021-12-19;69,00;15,00;15,00;16,00;14,00;4,00;9,00;15,00;7,00
2021-12-26;63,00;26,00;14,00;20,00;18,00;7,00;18,00;23,00;7,00
2022-01-02;64,00;27,00;27,00;24,00;20,00;4,00;22,00;28,00;5,00
2022-01-09;53,00;10,00;6,00;22,00;21,00;4,00;17,00;34,00;4,00
2022-01-16;58,00;22,00;25,00;18,00;27,00;3,00;19,00;28,00;3,00
2022-01-23;64,00;24,00;13,00;18,00;25,00;6,00;23,00;25,00;4,00
2022-01-30;73,00;18,00;20,00;20,00;35,00;7,00;27,00;25,00;4,00
2022-02-06;66,00;20,00;23,00;17,00;38,00;8,00;21,00;28,00;5,00
2022-02-13;71,00;21,00;22,00;18,00;37,00;8,00;22,00;23,00;4,00
2022-02-20;52,00;24,00;18,00;18,00;36,00;8,00;29,00;20,00;4,00
2022-02-27;41,00;22,00;19,00;9,00;39,00;9,00;24,00;17,00;4,00
2022-03-06;41,00;18,00;57,00;16,00;34,00;8,00;20,00;16,00;5,00
2022-03-13;41,00;22,00;29,00;13,00;35,00;6,00;18,00;23,00;6,00
2022-03-20;43,00;15,00;49,00;16,00;38,00;10,00;21,00;23,00;5,00
2022-03-27;38,00;28,00;53,00;15,00;39,00;7,00;16,00;22,00;5,00
2022-04-03;47,00;13,00;56,00;17,00;44,00;8,00;23,00;20,00;5,00
2022-04-10;48,00;14,00;36,00;18,00;44,00;11,00;14,00;17,00;5,00
2022-04-17;42,00;20,00;25,00;19,00;43,00;12,00;22,00;18,00;4,00
2022-04-24;43,00;17,00;37,00;14,00;43,00;8,00;28,00;18,00;4,00
2022-05-01;44,00;20,00;23,00;16,00;43,00;10,00;28,00;23,00;4,00
2022-05-08;39,00;31,00;20,00;17,00;50,00;16,00;19,00;20,00;4,00
2022-05-15;42,00;27,00;27,00;18,00;51,00;9,00;16,00;24,00;4,00
2022-05-22;45,00;22,00;25,00;17,00;50,00;14,00;24,00;23,00;4,00
2022-05-29;37,00;20,00;29,00;19,00;53,00;13,00;29,00;22,00;4,00
2022-06-05;36,00;14,00;24,00;18,00;57,00;16,00;9,00;27,00;6,00
2022-06-12;46,00;14,00;23,00;16,00;63,00;13,00;16,00;21,00;5,00
2022-06-19;34,00;25,00;12,00;15,00;56,00;12,00;19,00;21,00;6,00
2022-06-26;37,00;18,00;18,00;19,00;56,00;11,00;23,00;25,00;5,00
2022-07-03;38,00;24,00;26,00;19,00;66,00;10,00;12,00;22,00;5,00
2022-07-10;42,00;18,00;22,00;17,00;61,00;13,00;17,00;22,00;6,00
