Residence_tourisme;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-01-06;39,00;37,00;26,00;18,00;37,00;9,00;27,00;31,00;9,00
2019-01-13;41,00;34,00;25,00;17,00;44,00;11,00;32,00;25,00;3,00
2019-01-20;44,00;47,00;26,00;17,00;46,00;9,00;21,00;27,00;3,00
2019-01-27;37,00;20,00;20,00;23,00;42,00;12,00;35,00;22,00;2,00
2019-02-03;42,00;30,00;19,00;19,00;39,00;7,00;24,00;26,00;2,00
2019-02-10;46,00;36,00;18,00;22,00;41,00;14,00;26,00;21,00;2,00
2019-02-17;44,00;16,00;22,00;19,00;49,00;15,00;13,00;20,00;2,00
2019-02-24;42,00;24,00;23,00;20,00;57,00;12,00;20,00;22,00;3,00
2019-03-03;46,00;19,00;22,00;16,00;59,00;7,00;17,00;17,00;3,00
2019-03-10;41,00;9,00;13,00;20,00;54,00;10,00;19,00;21,00;3,00
2019-03-17;45,00;24,00;25,00;17,00;56,00;12,00;19,00;19,00;2,00
2019-03-24;47,00;33,00;19,00;15,00;54,00;12,00;16,00;20,00;3,00
2019-03-31;48,00;33,00;23,00;14,00;52,00;13,00;16,00;23,00;2,00
2019-04-07;50,00;29,00;18,00;17,00;60,00;13,00;12,00;26,00;3,00
2019-04-14;49,00;22,00;26,00;9,00;52,00;8,00;19,00;22,00;3,00
2019-04-21;38,00;22,00;13,00;14,00;44,00;14,00;18,00;19,00;3,00
2019-04-28;43,00;35,00;13,00;16,00;49,00;12,00;24,00;21,00;3,00
2019-05-05;38,00;21,00;20,00;15,00;57,00;10,00;15,00;21,00;3,00
2019-05-12;40,00;15,00;26,00;14,00;59,00;7,00;7,00;18,00;3,00
2019-05-19;38,00;23,00;17,00;16,00;58,00;12,00;20,00;28,00;5,00
2019-05-26;43,00;31,00;16,00;18,00;68,00;10,00;24,00;20,00;6,00
2019-06-02;45,00;27,00;13,00;24,00;64,00;14,00;17,00;23,00;3,00
2019-06-09;46,00;24,00;17,00;20,00;67,00;14,00;18,00;24,00;3,00
2019-06-16;41,00;28,00;20,00;20,00;72,00;15,00;30,00;26,00;3,00
2019-06-23;48,00;32,00;29,00;22,00;74,00;13,00;13,00;27,00;3,00
2019-06-30;48,00;31,00;6,00;20,00;85,00;16,00;21,00;26,00;4,00
2019-07-07;40,00;32,00;25,00;20,00;73,00;11,00;26,00;29,00;3,00
2019-07-14;44,00;32,00;31,00;22,00;83,00;16,00;19,00;23,00;3,00
2019-07-21;52,00;23,00;35,00;21,00;83,00;12,00;24,00;25,00;3,00
2019-07-28;56,00;28,00;24,00;23,00;89,00;13,00;22,00;25,00;3,00
2019-08-04;62,00;20,00;29,00;21,00;88,00;15,00;24,00;25,00;3,00
2019-08-11;55,00;18,00;18,00;20,00;80,00;13,00;29,00;24,00;3,00
2019-08-18;51,00;25,00;21,00;17,00;63,00;13,00;16,00;21,00;4,00
2019-08-25;39,00;12,00;35,00;19,00;51,00;15,00;18,00;21,00;4,00
2019-09-01;35,00;25,00;13,00;18,00;47,00;10,00;24,00;22,00;4,00
2019-09-08;31,00;21,00;15,00;22,00;33,00;7,00;14,00;25,00;4,00
2019-09-15;36,00;15,00;31,00;19,00;38,00;7,00;24,00;26,00;4,00
2019-09-22;41,00;21,00;13,00;15,00;33,00;10,00;18,00;29,00;4,00
2019-09-29;40,00;26,00;17,00;17,00;37,00;9,00;19,00;20,00;5,00
