Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;36,00;432,00;90,00;36,00;18,00;22,00;18,00;17,00;8,00;8,00;4,00;4,00;3,00
2019-01-13;34,00;374,00;102,00;34,00;34,00;26,00;28,00;15,00;13,00;4,00;9,00;8,00;3,00
2019-01-20;31,00;294,50;77,50;15,50;31,00;24,00;18,00;16,00;9,00;7,00;6,00;5,00;3,00
2019-01-27;23,00;241,50;57,50;23,00;23,00;33,00;15,00;6,00;9,00;12,00;5,00;5,00;0,00
2019-02-03;19,00;437,00;76,00;19,00;38,00;30,00;14,00;4,00;10,00;14,00;5,00;4,00;2,00
2019-02-10;27,00;310,50;54,00;27,00;13,50;32,00;17,00;4,00;14,00;18,00;12,00;11,00;1,00
2019-02-17;26,00;273,00;52,00;26,00;26,00;32,00;27,00;4,00;13,00;9,00;8,00;9,00;2,00
2019-02-24;28,00;336,00;70,00;28,00;28,00;31,00;19,00;2,00;14,00;11,00;7,00;8,00;4,00
2019-03-03;32,00;416,00;80,00;32,00;32,00;26,00;27,00;4,00;12,00;14,00;6,00;10,00;2,00
2019-03-10;24,00;288,00;48,00;24,00;24,00;28,00;18,00;3,00;12,00;12,00;9,00;10,00;2,00
2019-03-17;25,00;337,50;50,00;12,50;12,50;25,00;19,00;6,00;5,00;17,00;4,00;2,00;2,00
2019-03-24;36,00;432,00;90,00;36,00;36,00;39,00;21,00;6,00;13,00;11,00;6,00;16,00;4,00
2019-03-31;38,00;316,67;76,00;12,67;25,33;43,00;24,00;16,00;20,00;17,00;12,00;15,00;9,00
2019-04-07;45,00;420,00;105,00;30,00;30,00;34,00;28,00;14,00;9,00;13,00;2,00;13,00;4,00
2019-04-14;36,00;1800,00;126,00;54,00;36,00;37,00;33,00;20,00;13,00;16,00;10,00;9,00;7,00
2019-04-21;41,00;341,67;68,33;27,33;27,33;42,00;29,00;9,00;11,00;12,00;10,00;10,00;2,00
2019-04-28;36,00;396,00;72,00;18,00;36,00;25,00;18,00;20,00;10,00;5,00;10,00;9,00;6,00
2019-05-05;44,00;322,67;58,67;14,67;14,67;33,00;29,00;20,00;15,00;16,00;4,00;16,00;7,00
2019-05-12;51,00;357,00;102,00;17,00;17,00;38,00;22,00;10,00;6,00;12,00;7,00;8,00;1,00
2019-05-19;46,00;352,67;76,67;30,67;30,67;24,00;28,00;28,00;8,00;8,00;12,00;10,00;4,00
2019-05-26;41,00;314,33;82,00;27,33;27,33;34,00;25,00;19,00;10,00;7,00;8,00;14,00;10,00
2019-06-02;39,00;299,00;65,00;26,00;26,00;44,00;26,00;19,00;15,00;8,00;10,00;9,00;11,00
2019-06-09;50,00;350,00;100,00;33,33;33,33;54,00;31,00;25,00;12,00;6,00;8,00;13,00;5,00
2019-06-16;54,00;283,50;81,00;27,00;27,00;40,00;22,00;15,00;18,00;12,00;6,00;18,00;3,00
2019-06-23;54,00;297,00;81,00;27,00;54,00;32,00;28,00;28,00;20,00;13,00;9,00;12,00;5,00
2019-06-30;52,00;338,00;91,00;39,00;26,00;54,00;40,00;24,00;24,00;19,00;17,00;15,00;8,00
2019-07-07;60,00;390,00;90,00;45,00;45,00;41,00;45,00;29,00;11,00;17,00;3,00;22,00;8,00
2019-07-14;82,00;396,33;109,33;41,00;41,00;48,00;38,00;17,00;19,00;27,00;9,00;18,00;11,00
2019-07-21;67,00;361,80;93,80;40,20;26,80;54,00;38,00;26,00;13,00;19,00;8,00;13,00;7,00
2019-07-28;65,00;520,00;130,00;16,25;48,75;52,00;38,00;26,00;14,00;17,00;11,00;21,00;9,00
2019-08-04;59,00;427,75;118,00;44,25;44,25;51,00;38,00;31,00;16,00;16,00;9,00;11,00;9,00
2019-08-11;58,00;391,50;101,50;29,00;43,50;47,00;44,00;16,00;10,00;21,00;16,00;12,00;8,00
2019-08-18;51,00;391,00;119,00;34,00;34,00;43,00;21,00;22,00;12,00;14,00;7,00;10,00;6,00
2019-08-25;46,00;337,33;107,33;30,67;46,00;46,00;29,00;17,00;14,00;10,00;8,00;12,00;7,00
2019-09-01;42,00;378,00;112,00;14,00;42,00;43,00;25,00;19,00;9,00;6,00;6,00;13,00;4,00
2019-09-08;49,00;392,00;98,00;32,67;32,67;41,00;18,00;16,00;6,00;13,00;6,00;13,00;2,00
2019-09-15;39,00;286,00;91,00;39,00;26,00;35,00;15,00;11,00;13,00;6,00;5,00;4,00;5,00
2019-09-22;31,00;356,50;108,50;31,00;31,00;37,00;19,00;12,00;8,00;9,00;6,00;5,00;4,00
2019-09-29;27,00;324,00;94,50;27,00;13,50;28,00;31,00;16,00;11,00;8,00;7,00;5,00;4,00
2019-10-06;29,00;348,00;72,50;29,00;29,00;32,00;20,00;16,00;7,00;10,00;13,00;5,00;5,00
2019-10-13;27,00;324,00;81,00;40,50;27,00;22,00;13,00;24,00;8,00;7,00;11,00;5,00;3,00
2019-10-20;31,00;449,50;124,00;46,50;31,00;29,00;14,00;9,00;15,00;9,00;9,00;5,00;3,00
2019-10-27;31,00;465,00;108,50;46,50;15,50;37,00;24,00;12,00;12,00;8,00;7,00;2,00;1,00
2019-11-03;30,00;390,00;90,00;30,00;30,00;21,00;12,00;15,00;9,00;7,00;5,00;9,00;3,00
2019-11-10;29,00;348,00;87,00;43,50;29,00;17,00;16,00;10,00;13,00;7,00;3,00;5,00;3,00
