Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2019-01-06;61,00;61,00;21,79;41,39;4,36;30,00;4,00;23,00;18,00
2019-01-13;44,00;66,00;17,60;28,60;0,00;51,00;7,00;28,00;13,00
2019-01-20;41,00;53,95;25,89;28,05;0,00;31,00;2,00;30,00;10,00
2019-01-27;49,00;40,48;10,65;31,96;0,00;23,00;2,00;27,00;6,00
2019-02-03;51,00;48,78;15,52;24,39;2,22;19,00;6,00;21,00;7,00
2019-02-10;44,00;68,20;17,60;22,00;2,20;12,00;4,00;22,00;12,00
2019-02-17;36,00;33,75;15,75;31,50;2,25;11,00;5,00;24,00;17,00
2019-02-24;46,00;56,95;15,33;21,90;0,00;14,00;11,00;15,00;13,00
2019-03-03;33,00;28,60;8,80;30,80;0,00;14,00;12,00;14,00;11,00
2019-03-10;29,00;33,46;13,38;26,77;4,46;11,00;2,00;25,00;17,00
2019-03-17;41,00;23,74;12,95;36,68;0,00;12,00;10,00;15,00;14,00
2019-03-24;34,00;40,80;18,13;27,20;0,00;16,00;6,00;24,00;15,00
2019-03-31;30,00;23,57;21,43;25,71;2,14;13,00;4,00;11,00;8,00
2019-04-07;39,00;28,17;10,83;21,67;0,00;11,00;8,00;18,00;6,00
2019-04-14;44,00;28,60;17,60;22,00;2,20;10,00;6,00;17,00;13,00
2019-04-21;44,00;17,60;8,80;24,20;2,20;14,00;3,00;19,00;8,00
2019-04-28;60,00;15,56;17,78;24,44;1,11;7,00;2,00;16,00;15,00
2019-05-05;90,00;19,76;10,98;39,51;4,39;13,00;2,00;8,00;11,00
2019-05-12;51,00;27,63;6,38;17,00;2,13;9,00;7,00;7,00;12,00
2019-05-19;54,00;19,44;10,80;19,44;2,16;15,00;4,00;12,00;11,00
2019-05-26;65,00;21,67;4,33;28,17;1,08;14,00;1,00;12,00;10,00
2019-06-02;38,00;26,82;17,88;35,76;2,24;15,00;4,00;9,00;5,00
2019-06-09;33,00;26,40;8,80;37,40;4,40;9,00;2,00;19,00;7,00
2019-06-16;32,00;22,86;20,57;29,71;2,29;12,00;7,00;21,00;7,00
2019-06-23;38,00;26,82;8,94;31,29;2,24;7,00;4,00;12,00;11,00
2019-06-30;39,00;21,67;8,67;21,67;2,17;8,00;0,00;14,00;10,00
2019-07-07;51,00;22,17;13,30;28,83;0,00;12,00;4,00;15,00;8,00
2019-07-14;25,00;20,83;18,75;22,92;2,08;16,00;3,00;21,00;12,00
2019-07-21;45,00;21,43;19,29;25,71;2,14;10,00;5,00;16,00;17,00
2019-07-28;45,00;27,86;10,71;27,86;0,00;14,00;7,00;17,00;12,00
2019-08-04;48,00;24,00;8,73;93,82;2,18;4,00;2,00;15,00;11,00
2019-08-11;59,00;26,22;8,74;30,59;1,09;15,00;1,00;17,00;18,00
2019-08-18;50,00;23,91;8,70;36,96;8,70;21,00;8,00;11,00;9,00
2019-08-25;68,00;32,90;19,74;26,32;0,00;8,00;1,00;11,00;9,00
2019-09-01;39,00;36,83;17,33;32,50;4,33;12,00;4,00;16,00;12,00
2019-09-08;44,00;28,60;22,00;35,20;2,20;10,00;5,00;12,00;13,00
2019-09-15;40,00;33,33;20,00;33,33;4,44;15,00;4,00;14,00;13,00
2019-09-22;35,00;21,88;17,50;28,44;1,09;23,00;6,00;11,00;11,00
2019-09-29;62,00;35,43;17,71;39,86;2,21;14,00;8,00;15,00;12,00
2019-10-06;60,00;28,89;15,56;28,89;4,44;18,00;11,00;30,00;13,00
2019-10-13;34,00;27,63;21,25;19,13;4,25;13,00;9,00;18,00;6,00
2019-10-20;53,00;28,71;24,29;26,50;1,10;17,00;15,00;19,00;17,00
2019-10-27;30,00;30,00;21,43;25,71;4,29;9,00;1,00;11,00;18,00
2019-11-03;37,00;30,47;23,94;117,53;2,18;17,00;6,00;15,00;7,00
2019-11-10;41,00;34,53;21,58;38,84;2,16;19,00;3,00;21,00;5,00
2019-11-17;37,00;32,65;19,59;28,29;0,00;28,00;10,00;27,00;14,00
2019-11-24;37,00;26,12;26,12;23,94;2,18;21,00;8,00;21,00;10,00
2019-12-01;32,00;22,86;27,43;20,57;4,57;20,00;3,00;12,00;12,00
2019-12-08;44,00;26,40;17,60;33,00;0,00;12,00;9,00;22,00;24,00
2019-12-15;42,00;30,95;19,89;24,32;1,11;24,00;5,00;24,00;21,00
2019-12-22;51,00;33,26;19,96;26,61;4,43;45,00;3,00;31,00;27,00
2019-12-29;56,00;53,85;36,62;25,85;4,31;47,00;5,00;28,00;16,00
2020-01-05;68,00;78,97;35,10;39,48;1,10;61,00;10,00;33,00;18,00
2020-01-12;49,00;69,05;24,50;44,55;2,23;27,00;6,00;25,00;11,00
2020-01-19;39,00;67,17;32,50;32,50;2,17;26,00;4,00;26,00;16,00
2020-01-26;25,00;56,82;22,73;27,27;1,14;14,00;9,00;20,00;13,00
2020-02-02;41,00;51,79;15,11;25,89;4,32;22,00;3,00;27,00;10,00
2020-02-09;66,00;63,80;30,80;22,00;4,40;13,00;9,00;29,00;12,00
2020-02-16;29,00;58,00;24,54;26,77;2,23;21,00;8,00;30,00;13,00
2020-02-23;42,00;53,05;28,74;24,32;1,11;19,00;9,00;17,00;14,00
2020-03-01;32,00;32,00;21,33;29,87;6,40;14,00;10,00;14,00;10,00
2020-03-08;43,00;30,10;15,05;38,70;2,15;14,00;5,00;10,00;14,00
2020-03-15;24,00;17,45;24,00;19,64;2,18;19,00;14,00;14,00;5,00
2020-03-22;41,00;23,74;12,95;25,89;2,16;14,00;13,00;10,00;9,00
2020-03-29;47,00;15,67;11,19;26,86;1,12;12,00;12,00;12,00;10,00
