Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2019-01-06;15,00;144,00;3,00;15,00;30,00;8,00;12,00;5,00;4,00;6,00;9,00;1,00;1,00
2019-01-13;25,00;122,22;2,78;22,22;22,22;8,00;8,00;7,00;7,00;4,00;5,00;2,00;3,00
2019-01-20;26,00;144,44;2,89;20,22;26,00;9,00;12,00;10,00;3,00;7,00;6,00;1,00;4,00
2019-01-27;17,00;138,83;1,42;19,83;17,00;10,00;9,00;3,00;4,00;4,00;4,00;1,00;2,00
2019-02-03;14,00;145,60;2,80;22,40;19,60;9,00;12,00;1,00;2,00;5,00;2,00;6,00;2,00
2019-02-10;19,00;158,33;3,17;31,67;22,17;16,00;13,00;3,00;4,00;1,00;2,00;5,00;0,00
2019-02-17;26,00;153,11;0,00;20,22;23,11;12,00;9,00;4,00;5,00;5,00;2,00;2,00;3,00
2019-02-24;20,00;160,00;2,86;34,29;28,57;13,00;10,00;7,00;4,00;7,00;9,00;5,00;4,00
2019-03-03;20,00;148,57;1,43;25,71;22,86;9,00;18,00;0,00;2,00;8,00;7,00;4,00;5,00
2019-03-10;25,00;150,00;2,78;25,00;30,56;15,00;13,00;3,00;5,00;4,00;5,00;3,00;3,00
2019-03-17;25,00;159,38;6,25;21,88;25,00;12,00;8,00;1,00;3,00;7,00;8,00;5,00;4,00
2019-03-24;27,00;180,00;3,00;27,00;24,00;18,00;8,00;1,00;2,00;6,00;2,00;4,00;2,00
2019-03-31;37,00;172,67;3,08;33,92;37,00;22,00;15,00;5,00;4,00;8,00;3,00;6,00;6,00
2019-04-07;45,00;198,00;3,00;42,00;54,00;17,00;17,00;8,00;6,00;10,00;4,00;6,00;4,00
2019-04-14;48,00;300,00;6,00;69,00;60,00;20,00;9,00;4,00;3,00;10,00;6,00;8,00;14,00
2019-04-21;39,00;177,00;3,00;57,00;45,00;13,00;18,00;7,00;3,00;7,00;3,00;5,00;5,00
2019-04-28;39,00;156,00;3,00;54,00;24,00;14,00;14,00;5,00;4,00;7,00;4,00;2,00;4,00
2019-05-05;31,00;124,00;2,82;31,00;16,91;12,00;14,00;3,00;6,00;5,00;7,00;5,00;4,00
2019-05-12;34,00;154,55;3,09;34,00;24,73;18,00;10,00;7,00;8,00;6,00;8,00;5,00;2,00
2019-05-19;37,00;156,54;2,85;31,31;37,00;14,00;19,00;9,00;5,00;5,00;6,00;9,00;3,00
2019-05-26;56,00;159,16;1,47;53,05;44,21;12,00;16,00;7,00;7,00;4,00;5,00;3,00;9,00
2019-06-02;34,00;182,36;0,00;24,73;34,00;17,00;20,00;4,00;6,00;5,00;8,00;4,00;6,00
2019-06-09;46,00;140,88;2,88;28,75;31,63;12,00;11,00;11,00;6,00;8,00;5,00;5,00;7,00
2019-06-16;47,00;143,94;5,88;29,38;32,31;22,00;9,00;10,00;4,00;9,00;9,00;6,00;5,00
2019-06-23;42,00;153,00;3,00;27,00;30,00;19,00;12,00;7,00;7,00;9,00;3,00;2,00;3,00
2019-06-30;47,00;143,94;2,94;23,50;38,19;21,00;11,00;5,00;6,00;9,00;7,00;5,00;1,00
